name,num_ordered,window,num_repeated,order_code_description,price_description,min_price,max_price,mean_price,median_price,min_volume_charge,max_volume_charge,mean_volume_charge,median_volume_charge
LABAPHSA2,250,3,11,ANTI-PHOSPHOLIPID AB PANEL,HC DIL RUSSELL VPR VNM,240,243,242.25,243,2640,2673,2664.75,2673
LABAPHSA2,250,3,11,ANTI-PHOSPHOLIPID AB PANEL,HC B2GP1 BETA2 GLYPRTN I AB EA,240,243,242.25,243,2640,2673,2664.75,2673
LABAPHSA2,250,7,16,ANTI-PHOSPHOLIPID AB PANEL,HC ANTICARDIOLIPIN IGG AB,240,243,242.25,243,3840,3888,3876,3888
LABAPHSA2,250,7,16,ANTI-PHOSPHOLIPID AB PANEL,HC ANTICARDIOLIPIN IGM AB,240,243,242.25,243,3840,3888,3876,3888
LABAPHSA2,250,7,16,ANTI-PHOSPHOLIPID AB PANEL,HC DIL RUSSELL VPR VNM,240,243,242.25,243,3840,3888,3876,3888
LABAPHSA2,250,7,16,ANTI-PHOSPHOLIPID AB PANEL,HC B2GP1 BETA2 GLYPRTN I AB EA,240,243,242.25,243,3840,3888,3876,3888
LABAPHSAB,210,1,9,ANTI-PHOSPHOLIPID AB PANEL,HC ANTICARDIOLIPIN IGG AB,243,243,243,243,2187,2187,2187,2187
LABAPHSAB,210,1,9,ANTI-PHOSPHOLIPID AB PANEL,HC ANTICARDIOLIPIN IGM AB,243,243,243,243,2187,2187,2187,2187
LABAPHSAB,210,3,10,ANTI-PHOSPHOLIPID AB PANEL,HC ANTICARDIOLIPIN IGG AB,243,243,243,243,2430,2430,2430,2430
LABAPHSAB,210,3,10,ANTI-PHOSPHOLIPID AB PANEL,HC ANTICARDIOLIPIN IGM AB,243,243,243,243,2430,2430,2430,2430
LABAPHSAB,210,7,14,ANTI-PHOSPHOLIPID AB PANEL,HC ANTICARDIOLIPIN IGG AB,243,243,243,243,3402,3402,3402,3402
LABAPHSAB,210,7,14,ANTI-PHOSPHOLIPID AB PANEL,HC ANTICARDIOLIPIN IGM AB,243,243,243,243,3402,3402,3402,3402
LABASI,3496,1,8,Antibody Screen,HC ANTIB SCRN-3 CELL,325,325,325,325,2600,2600,2600,2600
LABASI,3496,3,58,Antibody Screen,HC ANTIB SCRN-3 CELL,325,325,325,325,18850,18850,18850,18850
LABASI,3496,7,443,Antibody Screen,HC ANTIB SCRN-3 CELL,325,325,325,325,143975,143975,143975,143975
LABASPID,46,1,7,"ASPERGILLUS AB, ID, SERUM",HC 6942 ASPID ASPGLUS IMMDIF,19,19,19,19,133,133,133,133
LABASPID,46,3,11,"ASPERGILLUS AB, ID, SERUM",HC 6942 ASPID ASPGLUS IMMDIF,19,19,19,19,209,209,209,209
LABASPID,46,7,11,"ASPERGILLUS AB, ID, SERUM",HC 6942 ASPID ASPGLUS IMMDIF,19,19,19,19,209,209,209,209
LABASQ,627,1,134,Ketones Semi Quant,HC ACETONE QUANT,243,243,243,243,32562,32562,32562,32562
LABASQ,627,3,153,Ketones Semi Quant,HC ACETONE QUANT,243,243,243,243,37179,37179,37179,37179
LABASQ,627,7,160,Ketones Semi Quant,HC ACETONE QUANT,243,243,243,243,38880,38880,38880,38880
LABAST,790,1,28,"AST (SGOT), Ser/Plas",HC SGOT/AST,180,180,180,180,5040,5040,5040,5040
LABAST,790,3,54,"AST (SGOT), Ser/Plas",HC SGOT/AST,180,180,180,180,9720,9720,9720,9720
LABAST,790,7,70,"AST (SGOT), Ser/Plas",HC SGOT/AST,180,180,180,180,12600,12600,12600,12600
LABASTRO,85,1,6,Anti Streptolysin O,HC ASO TITER,186,186,186,186,1116,1116,1116,1116
LABASTRO,85,3,6,Anti Streptolysin O,HC ASO TITER,186,186,186,186,1116,1116,1116,1116
LABASTRO,85,7,6,Anti Streptolysin O,HC ASO TITER,186,186,186,186,1116,1116,1116,1116
LABAT3,521,1,35,Antithrombin III,HC ANTITHROBIN III,581,581,581,581,20335,20335,20335,20335
LABAT3,521,3,58,Antithrombin III,HC ANTITHROBIN III,581,581,581,581,33698,33698,33698,33698
LABAT3,521,7,63,Antithrombin III,HC ANTITHROBIN III,581,581,581,581,36603,36603,36603,36603
LABATTG,140,1,3,IGA ANTI-TTG,HC IGA ANTI-TTG,273,273,273,273,819,819,819,819
LABATTG,140,3,3,IGA ANTI-TTG,HC IGA ANTI-TTG,273,273,273,273,819,819,819,819
LABATTG,140,7,4,IGA ANTI-TTG,HC IGA ANTI-TTG,273,273,273,273,1092,1092,1092,1092
LABAVRT,107,3,1,HIV-1 Genotyping,HC VIR. GENE RT/PRO SEQ.,2847,2847,2847,2847,2847,2847,2847,2847
LABAVRT,107,7,1,HIV-1 Genotyping,HC VIR. GENE RT/PRO SEQ.,2847,2847,2847,2847,2847,2847,2847,2847
LABB12,6917,1,369,Vitamin B12,HC B12-SERUM,281,281,281,281,103689,103689,103689,103689
LABB12,6917,3,487,Vitamin B12,HC B12-SERUM,281,281,281,281,136847,136847,136847,136847
LABB12,6917,7,542,Vitamin B12,HC B12-SERUM,281,281,281,281,152302,152302,152302,152302
LABB2GP1,253,1,9,BETA-2 GLYCOPROTEIN 1,HC B2GP1 BETA2 GLYPRTN I AB EA,243,243,243,243,2187,2187,2187,2187
LABB2GP1,253,3,12,BETA-2 GLYCOPROTEIN 1,HC B2GP1 BETA2 GLYPRTN I AB EA,243,243,243,243,2916,2916,2916,2916
LABB2GP1,253,7,17,BETA-2 GLYCOPROTEIN 1,HC B2GP1 BETA2 GLYPRTN I AB EA,243,243,243,243,4131,4131,4131,4131
LABB2GPCO,52,7,1,BETA-2 GLYCOPROTEIN,HC 6958 BETA-2-GLYCOPROTEIN,40,40,40,40,40,40,40,40
LABB2M,201,1,8,"Beta-2-Microglobulin,Ser",HC BETA 2 MICROGLOBULN,178,178,178,178,1424,1424,1424,1424
LABB2M,201,3,10,"Beta-2-Microglobulin,Ser",HC BETA 2 MICROGLOBULN,178,178,178,178,1780,1780,1780,1780
LABB2M,201,7,11,"Beta-2-Microglobulin,Ser",HC BETA 2 MICROGLOBULN,178,178,178,178,1958,1958,1958,1958
LABBACIDS,139,1,11,"Bacteria ID by sequencing, specimen",HC BACTERIA ID BY SEQ SPEC,1653,1653,1653,1653,18183,18183,18183,18183
LABBACIDS,139,3,17,"Bacteria ID by sequencing, specimen",HC BACTERIA ID BY SEQ SPEC,1653,1653,1653,1653,28101,28101,28101,28101
LABBACIDS,139,7,21,"Bacteria ID by sequencing, specimen",HC BACTERIA ID BY SEQ SPEC,1653,1653,1653,1653,34713,34713,34713,34713
LABBARSAB,121,1,4,BARTONELLA SPECIES AB W/RFLX,HC 6942 BARSAB BARTNLA IGG IGM,28,28,28,28,112,112,112,112
LABBARSAB,121,3,7,BARTONELLA SPECIES AB W/RFLX,HC 6942 BARSAB BARTNLA IGG IGM,28,28,28,28,196,196,196,196
LABBARSAB,121,7,7,BARTONELLA SPECIES AB W/RFLX,HC 6942 BARSAB BARTNLA IGG IGM,28,28,28,28,196,196,196,196
LABBARTPC,32,3,2,"BARTONELLA DNA,QUALITATIVE,PCR",HC 6942 BARTPC BRTNL HNSL&QNTN,224,224,224,224,448,448,448,448
LABBARTPC,32,7,2,"BARTONELLA DNA,QUALITATIVE,PCR",HC 6942 BARTPC BRTNL HNSL&QNTN,224,224,224,224,448,448,448,448
LABBCRABL,260,1,15,"BCR-ABL, BLOOD",HC BCRABL T922 MAJ BRKPNT QUAL,395,395,395,395,5925,5925,5925,5925
LABBCRABL,260,1,15,"BCR-ABL, BLOOD",HC BCRABL T922 MIN BRKPNT QUAL,395,395,395,395,5925,5925,5925,5925
LABBCRABL,260,3,17,"BCR-ABL, BLOOD",HC BCRABL T922 MAJ BRKPNT QUAL,395,395,395,395,6715,6715,6715,6715
LABBCRABL,260,3,17,"BCR-ABL, BLOOD",HC BCRABL T922 MIN BRKPNT QUAL,395,395,395,395,6715,6715,6715,6715
LABBCRABL,260,7,20,"BCR-ABL, BLOOD",HC BCRABL T922 MAJ BRKPNT QUAL,395,395,395,395,7900,7900,7900,7900
LABBCRABL,260,7,20,"BCR-ABL, BLOOD",HC BCRABL T922 MIN BRKPNT QUAL,395,395,395,395,7900,7900,7900,7900
LABBFCT,4579,1,198,"CELL COUNT & DIFF, FLD",HC BODY FLUID CELL COUNT & DIFF,252,252,252,252,49896,49896,49896,49896
LABBFCT,4579,3,479,"CELL COUNT & DIFF, FLD",HC BODY FLUID CELL COUNT & DIFF,252,252,252,252,120708,120708,120708,120708
LABBFCT,4579,7,856,"CELL COUNT & DIFF, FLD",HC BODY FLUID CELL COUNT & DIFF,252,252,252,252,215712,215712,215712,215712
LABBHB,303,1,45,Beta-Hydroxybutyrate,HC BHB BETAHDRXYBTRT KETON QNT,175,175,175,175,7875,7875,7875,7875
LABBHB,303,3,54,Beta-Hydroxybutyrate,HC BHB BETAHDRXYBTRT KETON QNT,175,175,175,175,9450,9450,9450,9450
LABBHB,303,7,59,Beta-Hydroxybutyrate,HC BHB BETAHDRXYBTRT KETON QNT,175,175,175,175,10325,10325,10325,10325
LABBHCG,798,1,35,HCG,HC BHCG BETA HCG QUANT,335,335,335,335,11725,11725,11725,11725
LABBHCG,798,3,71,HCG,HC BHCG BETA HCG QUANT,335,335,335,335,23785,23785,23785,23785
LABBHCG,798,7,92,HCG,HC BHCG BETA HCG QUANT,335,335,335,335,30820,30820,30820,30820
LABBKVPC,137,1,5,"BK VIRUS PCR, QUANT, PLASMA",HC BK VIRUS NA PCR QUANT,650,650,650,650,3250,3250,3250,3250
LABBKVPC,137,3,13,"BK VIRUS PCR, QUANT, PLASMA",HC BK VIRUS NA PCR QUANT,650,650,650,650,8450,8450,8450,8450
LABBKVPC,137,7,30,"BK VIRUS PCR, QUANT, PLASMA",HC BK VIRUS NA PCR QUANT,650,650,650,650,19500,19500,19500,19500
LABBKVPCU,189,1,5,"BK VIRUS PCR, QUANT, URINE",HC BK VIRUS NA PCR QUANT URINE,650,650,650,650,3250,3250,3250,3250
LABBKVPCU,189,3,8,"BK VIRUS PCR, QUANT, URINE",HC BK VIRUS NA PCR QUANT URINE,650,650,650,650,5200,5200,5200,5200
LABBKVPCU,189,7,24,"BK VIRUS PCR, QUANT, URINE",HC BK VIRUS NA PCR QUANT URINE,650,650,650,650,15600,15600,15600,15600
LABBKVQU,58,1,8,"BK VIRUS DNA, QUANT RT PCR",HC 6942 BK VIRUS DNA QUANT,150,150,150,150,1200,1200,1200,1200
LABBKVQU,58,3,13,"BK VIRUS DNA, QUANT RT PCR",HC 6942 BK VIRUS DNA QUANT,150,150,150,150,1950,1950,1950,1950
LABBKVQU,58,7,15,"BK VIRUS DNA, QUANT RT PCR",HC 6942 BK VIRUS DNA QUANT,150,150,150,150,2250,2250,2250,2250
LABBLC,49360,1,4211,Blood culture,HC BLOOD CULTURE,499,499,499,499,2101289,2101289,2101289,2101289
LABBLC,49360,3,9594,Blood culture,HC BLOOD CULTURE,499,499,499,499,4787406,4787406,4787406,4787406
LABBLC,49360,7,15685,Blood culture,HC BLOOD CULTURE,499,499,499,499,7826815,7826815,7826815,7826815
LABBLC2,43897,1,2094,Blood Culture.,HC BLOOD CULTURE,499,499,499,499,1044906,1044906,1044906,1044906
LABBLC2,43897,3,6647,Blood Culture.,HC BLOOD CULTURE,499,499,499,499,3316853,3316853,3316853,3316853
LABBLC2,43897,7,12220,Blood Culture.,HC BLOOD CULTURE,499,499,499,499,6097780,6097780,6097780,6097780
LABBLCA,239,1,7,AFB Culture/Blood,HC AFB CULTURE,337,337,337,337,2359,2359,2359,2359
LABBLCA,239,3,12,AFB Culture/Blood,HC AFB CULTURE,337,337,337,337,4044,4044,4044,4044
LABBLCA,239,7,13,AFB Culture/Blood,HC AFB CULTURE,337,337,337,337,4381,4381,4381,4381
LABBLCSTK,4529,1,128,BLOOD CULTURE (PERIPHERAL),HC BLOOD CULTURE,499,499,499,499,63872,63872,63872,63872
LABBLCSTK,4529,3,596,BLOOD CULTURE (PERIPHERAL),HC BLOOD CULTURE,499,499,499,499,297404,297404,297404,297404
LABBLCSTK,4529,7,1157,BLOOD CULTURE (PERIPHERAL),HC BLOOD CULTURE,499,499,499,499,577343,577343,577343,577343
LABBLCTIP,4569,1,288,BLOOD CULTURE (CATHETER),HC BLOOD CULTURE,499,499,499,499,143712,143712,143712,143712
LABBLCTIP,4569,3,763,BLOOD CULTURE (CATHETER),HC BLOOD CULTURE,499,499,499,499,380737,380737,380737,380737
LABBLCTIP,4569,7,1323,BLOOD CULTURE (CATHETER),HC BLOOD CULTURE,499,499,499,499,660177,660177,660177,660177
LABBM1517,35,3,1,"t(15:17) PMLrar, BM",HC BM1517 T1517 CMN BRK QN BM,1387,1387,1387,1387,1387,1387,1387,1387
LABBM1517,35,7,1,"t(15:17) PMLrar, BM",HC BM1517 T1517 CMN BRK QN BM,1387,1387,1387,1387,1387,1387,1387,1387
LABBMAML,135,1,3,"AML Prognosis Assay, Bone Marrow",HC BMAML GENE ANLYS DUP VAR,662,1120,891,891,1986,3360,2673,2673
LABBMAML,135,1,3,"AML Prognosis Assay, Bone Marrow",HC BMAML GENE ANLYS 12 EXON,662,1120,891,891,1986,3360,2673,2673
LABBMAML,135,3,5,"AML Prognosis Assay, Bone Marrow",HC BMAML GENE ANLYS DUP VAR,662,1120,891,891,3310,5600,4455,4455
LABBMAML,135,3,5,"AML Prognosis Assay, Bone Marrow",HC BMAML GENE ANLYS 12 EXON,662,1120,891,891,3310,5600,4455,4455
LABBMAML,135,7,6,"AML Prognosis Assay, Bone Marrow",HC BMAML GENE ANLYS DUP VAR,662,1120,891,891,3972,6720,5346,5346
LABBMAML,135,7,6,"AML Prognosis Assay, Bone Marrow",HC BMAML GENE ANLYS 12 EXON,662,1120,891,891,3972,6720,5346,5346
LABBMBCR,114,1,1,"BCR-ABL, BONE MARROW",HC BMBCR T922 MAJ BRKPNT QUAL,395,395,395,395,395,395,395,395
LABBMBCR,114,1,1,"BCR-ABL, BONE MARROW",HC BMBCR T922 MIN BRKPNT QUAL,395,395,395,395,395,395,395,395
LABBMBCR,114,3,1,"BCR-ABL, BONE MARROW",HC BMBCR T922 MAJ BRKPNT QUAL,395,395,395,395,395,395,395,395
LABBMBCR,114,3,1,"BCR-ABL, BONE MARROW",HC BMBCR T922 MIN BRKPNT QUAL,395,395,395,395,395,395,395,395
LABBMBCR,114,7,1,"BCR-ABL, BONE MARROW",HC BMBCR T922 MAJ BRKPNT QUAL,395,395,395,395,395,395,395,395
LABBMBCR,114,7,1,"BCR-ABL, BONE MARROW",HC BMBCR T922 MIN BRKPNT QUAL,395,395,395,395,395,395,395,395
LABBMCD34,13,1,3,"CD34 PANEL, BONE MARROW",HC FLOW:STEM CELLS(CD34)TTL CNT,699,699,699,699,2097,2097,2097,2097
LABBMCD34,13,3,4,"CD34 PANEL, BONE MARROW",HC FLOW:STEM CELLS(CD34)TTL CNT,699,699,699,699,2796,2796,2796,2796
LABBMCD34,13,7,4,"CD34 PANEL, BONE MARROW",HC FLOW:STEM CELLS(CD34)TTL CNT,699,699,699,699,2796,2796,2796,2796
LABBMCEBP,150,7,4,"DETECTION CEBPA, BONE MARROW",HC BMCEBP L4 CEBPA FULL GN BM,1881,1881,1881,1881,7524,7524,7524,7524
LABBMNPM1,66,7,1,"NPM1, NUCLEOPHOSMIN 1 MUT., BM",HC BMNPM1 NPM1 EXON 12 BM,662,662,662,662,662,662,662,662
LABBMT1,11461,1,915,BMT PANEL I,HC BMT I SODIUM,138,280,185.4,179.5,126270,256200,169641,164242.5
LABBMT1,11461,1,915,BMT PANEL I,HC BMT I ALK PHOS,138,280,185.4,179.5,126270,256200,169641,164242.5
LABBMT1,11461,1,915,BMT PANEL I,HC BMT I MAGNESIUM,138,280,185.4,179.5,126270,256200,169641,164242.5
LABBMT1,11461,1,915,BMT PANEL I,HC BMT I POTASSIUM,138,280,185.4,179.5,126270,256200,169641,164242.5
LABBMT1,11461,1,915,BMT PANEL I,HC BMT I AST,138,280,185.4,179.5,126270,256200,169641,164242.5
LABBMT1,11461,1,915,BMT PANEL I,HC BMT I ALT,138,280,185.4,179.5,126270,256200,169641,164242.5
LABBMT1,11461,1,915,BMT PANEL I,HC BMT I ALBUMIN,138,280,185.4,179.5,126270,256200,169641,164242.5
LABBMT1,11461,1,915,BMT PANEL I,HC BMT I GLUCOSE,138,280,185.4,179.5,126270,256200,169641,164242.5
LABBMT1,11461,1,915,BMT PANEL I,HC BMT I CREATININE,138,280,185.4,179.5,126270,256200,169641,164242.5
LABBMT1,11461,1,915,BMT PANEL I,HC BMT I T BILI,138,280,185.4,179.5,126270,256200,169641,164242.5
LABBMT1,11461,3,7923,BMT PANEL I,HC BMT I SODIUM,138,280,185.4,179.5,1093374,2218440,1468924.2,1422178.5
LABBMT1,11461,3,7923,BMT PANEL I,HC BMT I ALK PHOS,138,280,185.4,179.5,1093374,2218440,1468924.2,1422178.5
LABBMT1,11461,3,7923,BMT PANEL I,HC BMT I MAGNESIUM,138,280,185.4,179.5,1093374,2218440,1468924.2,1422178.5
LABBMT1,11461,3,7923,BMT PANEL I,HC BMT I POTASSIUM,138,280,185.4,179.5,1093374,2218440,1468924.2,1422178.5
LABBMT1,11461,3,7923,BMT PANEL I,HC BMT I AST,138,280,185.4,179.5,1093374,2218440,1468924.2,1422178.5
LABBMT1,11461,3,7923,BMT PANEL I,HC BMT I ALT,138,280,185.4,179.5,1093374,2218440,1468924.2,1422178.5
LABBMT1,11461,3,7923,BMT PANEL I,HC BMT I ALBUMIN,138,280,185.4,179.5,1093374,2218440,1468924.2,1422178.5
LABBMT1,11461,3,7923,BMT PANEL I,HC BMT I GLUCOSE,138,280,185.4,179.5,1093374,2218440,1468924.2,1422178.5
LABBMT1,11461,3,7923,BMT PANEL I,HC BMT I CREATININE,138,280,185.4,179.5,1093374,2218440,1468924.2,1422178.5
LABBMT1,11461,3,7923,BMT PANEL I,HC BMT I T BILI,138,280,185.4,179.5,1093374,2218440,1468924.2,1422178.5
LABBMT1,11461,7,9038,BMT PANEL I,HC BMT I SODIUM,138,280,185.4,179.5,1247244,2530640,1675645.2,1622321
LABBMT1,11461,7,9038,BMT PANEL I,HC BMT I ALK PHOS,138,280,185.4,179.5,1247244,2530640,1675645.2,1622321
LABBMT1,11461,7,9038,BMT PANEL I,HC BMT I MAGNESIUM,138,280,185.4,179.5,1247244,2530640,1675645.2,1622321
LABBMT1,11461,7,9038,BMT PANEL I,HC BMT I POTASSIUM,138,280,185.4,179.5,1247244,2530640,1675645.2,1622321
LABBMT1,11461,7,9038,BMT PANEL I,HC BMT I AST,138,280,185.4,179.5,1247244,2530640,1675645.2,1622321
LABBMT1,11461,7,9038,BMT PANEL I,HC BMT I ALT,138,280,185.4,179.5,1247244,2530640,1675645.2,1622321
LABBMT1,11461,7,9038,BMT PANEL I,HC BMT I ALBUMIN,138,280,185.4,179.5,1247244,2530640,1675645.2,1622321
LABBMT1,11461,7,9038,BMT PANEL I,HC BMT I GLUCOSE,138,280,185.4,179.5,1247244,2530640,1675645.2,1622321
LABBMT1,11461,7,9038,BMT PANEL I,HC BMT I CREATININE,138,280,185.4,179.5,1247244,2530640,1675645.2,1622321
LABBMT1,11461,7,9038,BMT PANEL I,HC BMT I T BILI,138,280,185.4,179.5,1247244,2530640,1675645.2,1622321
LABBMT2,11550,1,1433,BMT PANEL II,HC BMT II SODIUM,95,219,171.2,179,136135,313827,245329.6,256507
LABBMT2,11550,1,1433,BMT PANEL II,HC BMT II POTASSIUM,95,219,171.2,179,136135,313827,245329.6,256507
LABBMT2,11550,1,1433,BMT PANEL II,HC BMT II GLUCOSE,95,219,171.2,179,136135,313827,245329.6,256507
LABBMT2,11550,1,1433,BMT PANEL II,HC BMT II CREATININE,95,219,171.2,179,136135,313827,245329.6,256507
LABBMT2,11550,1,1433,BMT PANEL II,HC BMT IIC02,95,219,171.2,179,136135,313827,245329.6,256507
LABBMT2,11550,3,9145,BMT PANEL II,HC BMT II SODIUM,95,219,171.2,179,868775,2002755,1565624,1636955
LABBMT2,11550,3,9145,BMT PANEL II,HC BMT II POTASSIUM,95,219,171.2,179,868775,2002755,1565624,1636955
LABBMT2,11550,3,9145,BMT PANEL II,HC BMT II GLUCOSE,95,219,171.2,179,868775,2002755,1565624,1636955
LABBMT2,11550,3,9145,BMT PANEL II,HC BMT II CREATININE,95,219,171.2,179,868775,2002755,1565624,1636955
LABBMT2,11550,3,9145,BMT PANEL II,HC BMT IIC02,95,219,171.2,179,868775,2002755,1565624,1636955
LABBMT2,11550,7,9304,BMT PANEL II,HC BMT II SODIUM,95,219,171.2,179,883880,2037576,1592844.8,1665416
LABBMT2,11550,7,9304,BMT PANEL II,HC BMT II POTASSIUM,95,219,171.2,179,883880,2037576,1592844.8,1665416
LABBMT2,11550,7,9304,BMT PANEL II,HC BMT II GLUCOSE,95,219,171.2,179,883880,2037576,1592844.8,1665416
LABBMT2,11550,7,9304,BMT PANEL II,HC BMT II CREATININE,95,219,171.2,179,883880,2037576,1592844.8,1665416
LABBMT2,11550,7,9304,BMT PANEL II,HC BMT IIC02,95,219,171.2,179,883880,2037576,1592844.8,1665416
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC 6949 11136R HTLVS 1,15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC 6949 11136R HTLVS 2,15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC HEPAT BS AG-EIA,15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC HCVA HEPATITIS C AB,15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC CMV-IGM,15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC VZ VIRUS AB IGG,15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC VIRAL ANTIBODY CMV,15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC SERUM SCREEN-RPR,15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC HEP B CR TOTAL AB,15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC HAV AB TOTAL(HATA),15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC HSV-2 AB IMMUNOBLOT,15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,1,2,BMT PRETRANSPLANT PANEL,HC HSV-I AB IMMUNOBLOT,15,314,200.9166667,228.5,30,628,401.8333333,457
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC 6949 11136R HTLVS 1,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC 6949 11136R HTLVS 2,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC HEPAT BS AG-EIA,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC HCVA HEPATITIS C AB,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC CMV-IGM,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC VZ VIRUS AB IGG,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC VIRAL ANTIBODY CMV,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC SERUM SCREEN-RPR,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC HEP B CR TOTAL AB,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC HAV AB TOTAL(HATA),15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC HSV-2 AB IMMUNOBLOT,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,3,3,BMT PRETRANSPLANT PANEL,HC HSV-I AB IMMUNOBLOT,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC 6949 11136R HTLVS 1,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC 6949 11136R HTLVS 2,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC HEPAT BS AG-EIA,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC HCVA HEPATITIS C AB,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC CMV-IGM,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC VZ VIRUS AB IGG,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC VIRAL ANTIBODY CMV,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC SERUM SCREEN-RPR,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC HEP B CR TOTAL AB,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC HAV AB TOTAL(HATA),15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC HSV-2 AB IMMUNOBLOT,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBMTP,61,7,3,BMT PRETRANSPLANT PANEL,HC HSV-I AB IMMUNOBLOT,15,314,200.9166667,228.5,45,942,602.75,685.5
LABBONC,47,1,3,Bone Culture/GS,HC GRAM STAIN,150,302,226,226,450,906,678,678
LABBONC,47,1,3,Bone Culture/GS,HC BONE CULTURE,150,302,226,226,450,906,678,678
LABBONC,47,3,3,Bone Culture/GS,HC GRAM STAIN,150,302,226,226,450,906,678,678
LABBONC,47,3,3,Bone Culture/GS,HC BONE CULTURE,150,302,226,226,450,906,678,678
LABBONC,47,7,3,Bone Culture/GS,HC GRAM STAIN,150,302,226,226,450,906,678,678
LABBONC,47,7,3,Bone Culture/GS,HC BONE CULTURE,150,302,226,226,450,906,678,678
LABBPERP,59,1,2,Bord. Pertussis PCR,HC BORDETELLA PERTUSSIS PCR,388,388,388,388,776,776,776,776
LABBPERP,59,1,2,Bord. Pertussis PCR,HC B.PARAPERTUSSIS PCR,388,388,388,388,776,776,776,776
LABBPERP,59,3,2,Bord. Pertussis PCR,HC BORDETELLA PERTUSSIS PCR,388,388,388,388,776,776,776,776
LABBPERP,59,3,2,Bord. Pertussis PCR,HC B.PARAPERTUSSIS PCR,388,388,388,388,776,776,776,776
LABBPERP,59,7,3,Bord. Pertussis PCR,HC BORDETELLA PERTUSSIS PCR,388,388,388,388,1164,1164,1164,1164
LABBPERP,59,7,3,Bord. Pertussis PCR,HC B.PARAPERTUSSIS PCR,388,388,388,388,1164,1164,1164,1164
