"","protocol_id","protocol_name","ct_orderset","order_id","description","ct_dw30m","ct_order","prob_order","ct_dw30m_noorderset","ct_med_noorderset","rate_dw30m_orderset","rate_dw30m_noorderset","RR_dw30m","ct_nodw30m_orderset","ct_nodw30m_noorderset","RR_pvalue"
"389",708,"IP MED ALCOHOL WITHDRAWAL",2614,"10467","LORAZEPAM 2 MG/ML INJ SOLN",72,2181,0.834353481254782,749,20621,0.0330123796423659,0.0363221958197954,0.90887620908575,2109,19872,0.466263819203233
"390",708,"IP MED ALCOHOL WITHDRAWAL",2614,"14858","D5-NS WITH POTASSIUM CHLORIDE 20 MEQ/L IV SOLP",1,42,0.0160673297628156,58,2031,0.0238095238095238,0.0285573609059577,0.833743842364532,41,1973,0.999999999999998
"391",708,"IP MED ALCOHOL WITHDRAWAL",2614,"14863","POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP",3,29,0.0110941086457536,314,8762,0.103448275862069,0.035836566993837,2.8866681309027,26,8448,0.146816153806712
"392",708,"IP MED ALCOHOL WITHDRAWAL",2614,"111354","MULTIVITAMIN,TX-IRON-CA-FA-MIN 27-0.4 MG PO TABS",1,1,0.000382555470543229,1,3,1,0.333333333333333,3,0,2,1
"393",708,"IP MED ALCOHOL WITHDRAWAL",2614,"112420","DIAZEPAM 5 MG/ML INJ SYRG",10,129,0.0493496557000765,98,1948,0.0775193798449612,0.0503080082135524,1.54089542793862,119,1850,0.252887252565962
"394",708,"IP MED ALCOHOL WITHDRAWAL",2614,"200346","MAGNESIUM SULFATE IN 0.9 %NACL 2 GRAM/50 ML IV PGBK",2,69,0.0263963274674828,578,30211,0.0289855072463768,0.0191321042004568,1.51501930695552,67,29633,0.875394983302025
"395",708,"IP MED ALCOHOL WITHDRAWAL",2614,"520094","MULTIVITAMINS (+ FOLIC ACID, THIAMINE, VIT K) IVPB",12,240,0.0918133129303749,109,1474,0.05,0.0739484396200814,0.676146788990826,228,1365,0.227311086921812
"396",708,"IP MED ALCOHOL WITHDRAWAL",2614,"540598","THERAPEUTIC MULTIVITAMIN & MINERALS (GENERIC) PO TABS",9,425,0.162586074980872,17,1250,0.0211764705882353,0.0136,1.55709342560554,416,1233,0.387372163120008
"397",712,"IP MED ASTHMA",56,"250","ALBUTEROL SULFATE 2.5 MG /3 ML (0.083 %) INH NEBU",1,6,0.107142857142857,106,3939,0.166666666666667,0.0269103833460269,6.19339622641509,5,3833,0.396297098695298
"398",712,"IP MED ASTHMA",56,"78668","IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU",1,10,0.178571428571429,493,18456,0.1,0.0267121803207629,3.74361054766734,9,17963,0.64857719149223
"399",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"101","ACETAMINOPHEN 325 MG PO TABS",6,127,0.042361574382922,981,42092,0.047244094488189,0.0233060914187969,2.02711358327915,121,41111,0.13659686883043
"400",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"105","ACETAMINOPHEN 650 MG PR SUPP",2,146,0.0486991327551701,59,929,0.0136986301369863,0.0635091496232508,0.215695379614581,144,870,0.0260153724506647
"401",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"736","ATROPINE 1 % OPHT DROP",1,214,0.0713809206137425,13,270,0.00467289719626168,0.0481481481481481,0.0970524802300503,213,257,0.0104305391765004
"402",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"1080","BISACODYL 10 MG PR SUPP",1,145,0.0483655770513676,344,22442,0.00689655172413793,0.0153284021031994,0.449919807538091,144,22098,0.627279379275667
"403",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"2508","DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN",1,114,0.038025350233489,399,16019,0.0087719298245614,0.0249079218428117,0.352174295387592,113,15620,0.422658466658886
"404",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"3497","GLYCOPYRROLATE 0.2 MG/ML INJ SOLN",2,431,0.143762508338893,61,1031,0.00464037122969838,0.0591658583899127,0.0784298809478529,429,970,5.62496732215015e-06
"405",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"3578","HALOPERIDOL 0.5 MG PO TABS",1,47,0.0156771180787191,36,753,0.0212765957446809,0.047808764940239,0.445035460992908,46,717,0.629587366190285
"406",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"3584","HALOPERIDOL LACTATE 5 MG/ML INJ SOLN",4,157,0.052368245496998,513,10794,0.0254777070063694,0.047526403557532,0.536074794204194,153,10281,0.26971024314078
"407",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"4572","LORAZEPAM 0.5 MG PO TABS",3,141,0.0470313542361574,349,13238,0.0212765957446809,0.0263634990179785,0.807047491312565,138,12889,0.911680199736014
"408",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"4573","LORAZEPAM 1 MG PO TABS",1,23,0.00767178118745831,337,8494,0.0434782608695652,0.0396750647515894,1.09585859889047,22,8157,0.999999999999998
"409",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"5002","METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN",3,237,0.0790527018012008,346,10128,0.0126582278481013,0.0341627172195893,0.370527548108583,234,9782,0.102664656162082
"410",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"5172","MORPHINE 4 MG/ML INJ SYRG",21,409,0.136424282855237,238,5949,0.0513447432762836,0.0400067238191293,1.28340284769164,388,5711,0.320843252507469
"411",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"5176","MORPHINE 10 MG/5 ML PO SOLN",6,114,0.038025350233489,156,3537,0.0526315789473684,0.0441051738761662,1.19331983805668,108,3381,0.838280977645218
"412",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"6583","PROCHLORPERAZINE MALEATE 5 MG PO TABS",1,38,0.0126751167444963,18,681,0.0263157894736842,0.026431718061674,0.995614035087719,37,663,0.999999999999999
"413",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"10467","LORAZEPAM 2 MG/ML INJ SOLN",10,462,0.154102735156771,749,20621,0.0216450216450216,0.0363221958197954,0.595917211404528,452,19872,0.121496091724913
"414",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"11349","SENNOSIDES 8.6 MG PO TABS",3,136,0.0453635757171448,610,35793,0.0220588235294118,0.0170424384656218,1.29434667309547,133,35183,0.905133339866658
"415",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"12556","DIPHENHYDRAMINE HCL 25 MG PO CAPS",2,23,0.00767178118745831,29,344,0.0869565217391304,0.0843023255813953,1.03148425787106,21,315,0.999999999999999
"416",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"86533","MAGNESIUM HYDROXIDE 400 MG/5 ML PO SUSP",2,109,0.0363575717144763,111,6618,0.018348623853211,0.0167724388032638,1.09397470865361,107,6507,0.999999999999997
"417",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"90206","SODIUM PHOSPHATES 19-7 GRAM/118 ML PR ENEM",3,110,0.0366911274182789,101,3581,0.0272727272727273,0.02820441217537,0.966966696669667,107,3480,0.99999999999992
"418",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"93305","SCOPOLAMINE BASE 1.5 MG (1 MG OVER 3 DAYS) TD PT3D",7,145,0.0483655770513676,93,5289,0.0482758620689655,0.0175836642087351,2.74549499443826,138,5196,0.0164067403754389
"419",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"95795","ARTIFICIAL TEARS(HYPROMELLOSE) 0.5 % OPHT DROP",3,380,0.126751167444963,38,2949,0.00789473684210526,0.0128857239742286,0.612673130193906,377,2911,0.559777542002666
"420",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"110872","HYDROMORPHONE 2 MG/ML INJ SYRG",4,101,0.033689126084056,738,23934,0.0396039603960396,0.0308347956881424,1.28439185381953,97,23196,0.825720100418033
"421",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"112586","HYDROMORPHONE 1 MG/ML INJ SYRG",12,117,0.0390260173448966,1219,33427,0.102564102564103,0.036467526251234,2.81247765086978,105,32208,0.000385847248599031
"422",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"117414","ARTIFICIAL SALIVA (YERBAS-LYT) MM SPRA",30,429,0.143095396931288,38,452,0.0699300699300699,0.084070796460177,0.8317997791682,399,414,0.509392880193195
"423",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"200439","HYDROMORPHONE (PF) 2 MG/ML INJ SOLN",2,37,0.0123415610406938,142,3356,0.0540540540540541,0.0423122765196663,1.27750285496764,35,3214,0.999999999999998
"424",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"207949","MORPHINE (PF) 30 MG/30 ML (1 MG/ML) IV PCA",2,38,0.0126751167444963,59,774,0.0526315789473684,0.0762273901808786,0.690454950936664,36,715,0.823087978989777
"425",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"540991","HYDROMORPHONE 1 MG/ML IV PCA CONTINUOUS INFUSION",4,85,0.0283522348232155,1,48,0.0470588235294118,0.0208333333333333,2.25882352941176,81,47,0.772549328119066
"426",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"541048","HYDROMORPHONE VARIABLE DOSE INJECTION",1,8,0.00266844563042028,104,5739,0.125,0.0181216239763025,6.89783653846154,7,5635,0.349922694280945
"427",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"541607","HYDROMORPHONE 1 MG/ML IV PCA",5,76,0.0253502334889927,124,1939,0.0657894736842105,0.0639504899432697,1.02875636672326,71,1815,0.999999999999998
"428",713,"IP GEN COMFORT CARE - NON ICU UNITS",2998,"541609","MORPHINE 30 MG/30 ML IV PCA",7,91,0.0303535690460307,12,223,0.0769230769230769,0.0538116591928251,1.42948717948718,84,211,0.604184636049917
"429",716,"IP GYN EXLAP/TAH/BSO GENERAL",549,"5002","METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN",1,210,0.382513661202186,346,10128,0.00476190476190476,0.0341627172195893,0.139388934764657,209,9782,0.0317235271647411
"430",716,"IP GYN EXLAP/TAH/BSO GENERAL",549,"27838","SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP",1,57,0.103825136612022,692,19620,0.0175438596491228,0.0352701325178389,0.497414055369638,56,18928,0.714980269303959
"431",716,"IP GYN EXLAP/TAH/BSO GENERAL",549,"88043","PANTOPRAZOLE 40 MG PO TBEC",1,25,0.0455373406193078,624,31884,0.04,0.0195709446744449,2.04384615384615,24,31260,0.988104616819441
"432",716,"IP GYN EXLAP/TAH/BSO GENERAL",549,"110872","HYDROMORPHONE 2 MG/ML INJ SYRG",1,32,0.058287795992714,738,23934,0.03125,0.0308347956881424,1.01346544715447,31,23196,0.99999999999907
"433",716,"IP GYN EXLAP/TAH/BSO GENERAL",549,"202606","FAMOTIDINE (PF) 20 MG/2 ML IV SOLN",1,7,0.0127504553734062,288,4280,0.142857142857143,0.0672897196261682,2.12301587301587,6,3992,0.966175414383934
"434",716,"IP GYN EXLAP/TAH/BSO GENERAL",549,"212945","HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",1,39,0.0710382513661202,452,13480,0.0256410256410256,0.0335311572700297,0.764692534604039,38,13028,0.999999999999991
"435",716,"IP GYN EXLAP/TAH/BSO GENERAL",549,"541104","CEFOXITIN 1 GRAM/50 ML MINI-BAG PLUS",1,1,0.00182149362477231,9,214,1,0.0420560747663551,23.7777777777778,0,205,0.0308936201712197
"436",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"5002","METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN",1,141,0.402857142857143,346,10128,0.00709219858156028,0.0341627172195893,0.207600541138851,140,9782,0.125505970066428
"437",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"5002","METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN",1,141,0.402857142857143,346,10128,0.00709219858156028,0.0341627172195893,0.207600541138851,140,9782,0.125505970066428
"438",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"22472","KETOROLAC 15 MG/ML INJ SOLN",2,48,0.137142857142857,215,5031,0.0416666666666667,0.0427350427350427,0.975,46,4816,0.999999999999994
"439",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"22472","KETOROLAC 15 MG/ML INJ SOLN",2,48,0.137142857142857,215,5031,0.0416666666666667,0.0427350427350427,0.975,46,4816,0.999999999999994
"440",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"27838","SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP",1,21,0.06,692,19620,0.0476190476190476,0.0352701325178389,1.35012386457473,20,18928,0.99999999999996
"441",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"27838","SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP",1,21,0.06,692,19620,0.0476190476190476,0.0352701325178389,1.35012386457473,20,18928,0.99999999999996
"442",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"34505","HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS",1,27,0.0771428571428571,603,24164,0.037037037037037,0.0249544777354743,1.4841840181807,26,23561,0.999999999998922
"443",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"34505","HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS",1,27,0.0771428571428571,603,24164,0.037037037037037,0.0249544777354743,1.4841840181807,26,23561,0.999999999998922
"444",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"110892","ENOXAPARIN 40 MG/0.4 ML SC SYRG",2,50,0.142857142857143,499,13896,0.04,0.0359096142774899,1.11390781563126,48,13397,0.999999999999989
"445",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"110892","ENOXAPARIN 40 MG/0.4 ML SC SYRG",2,50,0.142857142857143,499,13896,0.04,0.0359096142774899,1.11390781563126,48,13397,0.999999999999989
"446",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"198509","ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN",2,136,0.388571428571429,705,36939,0.0147058823529412,0.0190855193697718,0.770525657071339,134,36234,0.953195192475283
"447",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"198509","ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN",2,136,0.388571428571429,705,36939,0.0147058823529412,0.0190855193697718,0.770525657071339,134,36234,0.953195192475283
"448",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"202606","FAMOTIDINE (PF) 20 MG/2 ML IV SOLN",3,20,0.0571428571428571,288,4280,0.15,0.0672897196261682,2.22916666666667,17,3992,0.306303270163958
"449",720,"IP GYN-ONC LAPAROSCOPY POSTOP",350,"202606","FAMOTIDINE (PF) 20 MG/2 ML IV SOLN",3,20,0.0571428571428571,288,4280,0.15,0.0672897196261682,2.22916666666667,17,3992,0.306303270163958
"450",721,"IP GYN-ONC OPEN ABDOMINAL HYSTERECTOMY POSTOP",244,"2566","DOCUSATE SODIUM 100 MG PO CAPS",1,73,0.299180327868852,542,37509,0.0136986301369863,0.0144498653656456,0.948010918465349,72,36967,0.999999999998483
"451",721,"IP GYN-ONC OPEN ABDOMINAL HYSTERECTOMY POSTOP",244,"5002","METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN",4,93,0.381147540983607,346,10128,0.043010752688172,0.0341627172195893,1.25899683013239,89,9782,0.856636271657988
"452",721,"IP GYN-ONC OPEN ABDOMINAL HYSTERECTOMY POSTOP",244,"110892","ENOXAPARIN 40 MG/0.4 ML SC SYRG",3,47,0.192622950819672,499,13896,0.0638297872340425,0.0359096142774899,1.77751247175201,44,13397,0.526365873320431
"453",721,"IP GYN-ONC OPEN ABDOMINAL HYSTERECTOMY POSTOP",244,"198509","ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN",1,91,0.372950819672131,705,36939,0.010989010989011,0.0190855193697718,0.575777414075286,90,36234,0.856888421801969
"454",724,"RETIRED IP GYN-ONC  BOWEL OBSTRUCTION",128,"5002","METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN",1,51,0.3984375,346,10128,0.0196078431372549,0.0341627172195893,0.573954437266236,50,9782,0.85356733622982
"455",724,"RETIRED IP GYN-ONC  BOWEL OBSTRUCTION",128,"110872","HYDROMORPHONE 2 MG/ML INJ SYRG",1,23,0.1796875,738,23934,0.0434782608695652,0.0308347956881424,1.41003888299753,22,23196,0.999999999999992
"456",724,"RETIRED IP GYN-ONC  BOWEL OBSTRUCTION",128,"110892","ENOXAPARIN 40 MG/0.4 ML SC SYRG",1,16,0.125,499,13896,0.0625,0.0359096142774899,1.74048096192385,15,13397,0.999999999999996
"457",724,"RETIRED IP GYN-ONC  BOWEL OBSTRUCTION",128,"112586","HYDROMORPHONE 1 MG/ML INJ SYRG",1,18,0.140625,1219,33427,0.0555555555555556,0.036467526251234,1.52342539422113,17,32208,0.999999999999581
"458",724,"RETIRED IP GYN-ONC  BOWEL OBSTRUCTION",128,"202606","FAMOTIDINE (PF) 20 MG/2 ML IV SOLN",1,3,0.0234375,288,4280,0.333333333333333,0.0672897196261682,4.9537037037037,2,3992,0.493256486855763
"459",724,"RETIRED IP GYN-ONC  BOWEL OBSTRUCTION",128,"212945","HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",1,2,0.015625,452,13480,0.5,0.0335311572700297,14.9115044247788,1,13028,0.0894223689889605
"460",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"2566","DOCUSATE SODIUM 100 MG PO CAPS",3,263,0.258603736479843,542,37509,0.0114068441064639,0.0144498653656456,0.789408331345671,260,36967,0.878444695678504
"461",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"3844","IBUPROFEN 600 MG PO TABS",1,72,0.0707964601769911,98,3745,0.0138888888888889,0.0261682242990654,0.530753968253968,71,3647,0.783283735686736
"462",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"5002","METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN",8,377,0.370698131760079,346,10128,0.0212201591511936,0.0341627172195893,0.621149629720489,369,9782,0.221684848383796
"463",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"22472","KETOROLAC 15 MG/ML INJ SOLN",2,132,0.129793510324484,215,5031,0.0151515151515152,0.0427350427350427,0.354545454545455,130,4816,0.180462699926563
"464",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"34505","HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS",2,81,0.079646017699115,603,24164,0.0246913580246914,0.0249544777354743,0.989456012120468,79,23561,0.999999999999341
"465",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"82384","PANTOPRAZOLE 40 MG IV SOLR",1,28,0.0275319567354966,688,12925,0.0357142857142857,0.0532301740812379,0.67094061461794,27,12237,0.999999999999773
"466",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"88043","PANTOPRAZOLE 40 MG PO TBEC",2,56,0.0550639134709931,624,31884,0.0357142857142857,0.0195709446744449,1.82486263736264,54,31260,0.697793040275935
"467",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"110872","HYDROMORPHONE 2 MG/ML INJ SYRG",1,120,0.117994100294985,738,23934,0.00833333333333333,0.0308347956881424,0.270257452574526,119,23196,0.246184795274719
"468",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"110892","ENOXAPARIN 40 MG/0.4 ML SC SYRG",1,98,0.0963618485742379,499,13896,0.0102040816326531,0.0359096142774899,0.284160157048791,97,13397,0.274355035909218
"469",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"112586","HYDROMORPHONE 1 MG/ML INJ SYRG",2,82,0.0806293018682399,1219,33427,0.024390243902439,0.036467526251234,0.668820904780008,80,32208,0.773418459248555
"470",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"198509","ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN",7,399,0.392330383480826,705,36939,0.0175438596491228,0.0190855193697718,0.919223590892124,392,36234,0.968135072220526
"471",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"200439","HYDROMORPHONE (PF) 2 MG/ML INJ SOLN",1,12,0.0117994100294985,142,3356,0.0833333333333333,0.0423122765196663,1.96948356807512,11,3214,0.999999999999998
"472",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"212945","HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",1,34,0.0334316617502458,452,13480,0.0294117647058824,0.0335311572700297,0.877147319104633,33,13028,0.999999999999965
"473",727,"IP GYN MINIMALLY INVASIVE SURGERY POSTOP",1017,"541048","HYDROMORPHONE VARIABLE DOSE INJECTION",1,26,0.0255653883972468,104,5739,0.0384615384615385,0.0181216239763025,2.12241124260355,25,5635,0.968983521688516
"474",728,"NURSING TRIAGE HIP FRACTURE SYMPTOMS PROTOCOL",106,"101","ACETAMINOPHEN 325 MG PO TABS",1,4,0.0377358490566038,981,42092,0.25,0.0233060914187969,10.7268093781855,3,41111,0.177904126837166
"475",728,"NURSING TRIAGE HIP FRACTURE SYMPTOMS PROTOCOL",106,"10814","OXYCODONE 5 MG PO TABS",2,6,0.0566037735849057,1478,56614,0.333333333333333,0.0261066167379094,12.7681551646369,4,55136,0.000588146887172436
"476",728,"NURSING TRIAGE HIP FRACTURE SYMPTOMS PROTOCOL",106,"112586","HYDROMORPHONE 1 MG/ML INJ SYRG",1,12,0.113207547169811,1219,33427,0.0833333333333333,0.036467526251234,2.28513809133169,11,32208,0.923706605188143
"477",730,"ED RAPID SEQUENCE INDUCTION INTUBATION",7,"7536","SUCCINYLCHOLINE CHLORIDE 20 MG/ML INJ SOLN",1,2,0.285714285714286,28,870,0.5,0.032183908045977,15.5357142857143,1,842,0.086999225120579
"478",730,"ED RAPID SEQUENCE INDUCTION INTUBATION",7,"112552","ETOMIDATE 2 MG/ML IV SYRG",1,4,0.571428571428571,5,94,0.25,0.0531914893617021,4.7,3,89,0.586966425239004
"479",732,"ED TIA PATHWAY",385,"10372","LABETALOL 5 MG/ML IV SOLN",1,3,0.00779220779220779,370,5898,0.333333333333333,0.0627331298745337,5.31351351351351,2,5528,0.458787148513899
"480",732,"ED TIA PATHWAY",385,"10372","LABETALOL 5 MG/ML IV SOLN",1,3,0.00779220779220779,370,5898,0.333333333333333,0.0627331298745337,5.31351351351351,2,5528,0.458787148513899
"481",732,"ED TIA PATHWAY",385,"530010","NICARDIPINE IV INFUSION",1,3,0.00779220779220779,257,676,0.333333333333333,0.380177514792899,0.876783398184176,2,419,0.999999999999976
"482",732,"ED TIA PATHWAY",385,"530010","NICARDIPINE IV INFUSION",1,3,0.00779220779220779,257,676,0.333333333333333,0.380177514792899,0.876783398184176,2,419,0.999999999999976
"483",733,"ED PROCEDURAL SEDATION MEDS",54,"10607","MIDAZOLAM 1 MG/ML INJ SOLN",2,11,0.203703703703704,155,5616,0.181818181818182,0.0275997150997151,6.58768328445748,9,5461,0.0287847158219268
"484",733,"ED PROCEDURAL SEDATION MEDS",54,"90587","KETAMINE 10 MG/ML INJ SOLN",1,10,0.185185185185185,24,389,0.1,0.0616966580976864,1.62083333333333,9,365,0.999999999999999
"485",734,"ED CHEST PAIN",802,"101","ACETAMINOPHEN 325 MG PO TABS",1,2,0.00249376558603491,981,42092,0.5,0.0233060914187969,21.453618756371,1,41111,0.0336916546422699
"486",734,"ED CHEST PAIN",802,"680","ASPIRIN 81 MG PO CHEW",2,84,0.104738154613466,357,11203,0.0238095238095238,0.031866464339909,0.747165532879819,82,10846,0.914642865731449
"487",734,"ED CHEST PAIN",802,"5604","NITROGLYCERIN 0.4 MG SL SUBL",2,45,0.0561097256857855,77,2947,0.0444444444444444,0.0261282660332542,1.7010101010101,43,2870,0.770184058410116
"488",734,"ED CHEST PAIN",802,"10176","HEPARIN (PORCINE) 1,000 UNIT/ML INJ SOLN",5,25,0.0311720698254364,164,2898,0.2,0.0565907522429262,3.53414634146342,20,2734,0.00857006953426814
"489",734,"ED CHEST PAIN",802,"15846","HEPARIN (PORCINE) IN 5 % DEX 25,000 UNIT/250 ML(100 UNIT/ML) IV SOLP",6,25,0.0311720698254364,68,899,0.24,0.0756395995550612,3.17294117647059,19,831,0.00897627499745524
"490",734,"ED CHEST PAIN",802,"15859","NITROGLYCERIN IN 5 % DEXTROSE 50 MG/250 ML (200 MCG/ML) IV SOLN",2,4,0.00498753117206983,71,1104,0.5,0.0643115942028985,7.77464788732394,2,1033,0.012539977241793
"491",734,"ED CHEST PAIN",802,"78668","IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU",1,7,0.00872817955112219,493,18456,0.142857142857143,0.0267121803207629,5.3480150680962,6,17963,0.463822858416398
"492",734,"ED CHEST PAIN",802,"83398","CLOPIDOGREL 75 MG PO TABS",1,1,0.00124688279301746,234,7279,1,0.0321472729770573,31.1068376068376,0,7045,0.00813285995730957
"493",734,"ED CHEST PAIN",802,"112586","HYDROMORPHONE 1 MG/ML INJ SYRG",1,11,0.013715710723192,1219,33427,0.0909090909090909,0.036467526251234,2.49287791781639,10,32208,0.873919262213904
"494",734,"ED CHEST PAIN",802,"520002","DEXAMETHASONE (CUSTOM DOSE) IVPB",3,3,0.00374064837905237,168,1360,1,0.123529411764706,8.09523809523809,0,1192,0.000210914477633671
"495",734,"ED CHEST PAIN",802,"540102","NS IV BOLUS",2,42,0.0523690773067332,2225,80957,0.0476190476190476,0.0274837259285794,1.73262707330123,40,78732,0.744520095036611
"496",737,"IP PLS GENERAL POSTOP",1019,"2566","DOCUSATE SODIUM 100 MG PO CAPS",5,245,0.240431795878312,542,37509,0.0204081632653061,0.0144498653656456,1.41234279689736,240,36967,0.61023015410504
"497",737,"IP PLS GENERAL POSTOP",1019,"5002","METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN",2,371,0.364082433758587,346,10128,0.00539083557951483,0.0341627172195893,0.157798794073197,369,9782,0.0038173242845358
"498",737,"IP PLS GENERAL POSTOP",1019,"9626","CLINDAMYCIN IN 5 % DEXTROSE 600 MG/50 ML IV PGBK",1,19,0.0186457311089303,70,1432,0.0526315789473684,0.0488826815642458,1.07669172932331,18,1362,0.999999999999937
"499",737,"IP PLS GENERAL POSTOP",1019,"25365","CEFAZOLIN IN DEXTROSE (ISO-OS) 1 GRAM/50 ML IV PGBK",1,143,0.140333660451423,258,5335,0.00699300699300699,0.0483598875351453,0.144603458556947,142,5077,0.0356833746070618
"500",737,"IP PLS GENERAL POSTOP",1019,"34505","HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS",2,170,0.166830225711482,603,24164,0.0117647058823529,0.0249544777354743,0.471446688127987,168,23561,0.393402442892753
"501",737,"IP PLS GENERAL POSTOP",1019,"110872","HYDROMORPHONE 2 MG/ML INJ SYRG",3,137,0.134445534838077,738,23934,0.0218978102189781,0.0308347956881424,0.710165568808973,134,23196,0.721952711328159
"502",737,"IP PLS GENERAL POSTOP",1019,"110892","ENOXAPARIN 40 MG/0.4 ML SC SYRG",2,78,0.0765456329735034,499,13896,0.0256410256410256,0.0359096142774899,0.714043471558502,76,13397,0.856317351013013
"503",737,"IP PLS GENERAL POSTOP",1019,"112586","HYDROMORPHONE 1 MG/ML INJ SYRG",1,89,0.0873405299313052,1219,33427,0.0112359550561798,0.036467526251234,0.308108506696408,88,32208,0.324172733799476
"504",737,"IP PLS GENERAL POSTOP",1019,"124216","VANCOMYCIN IN D5W 1 GRAM/200 ML IV PGBK",2,23,0.0225711481844946,1951,16917,0.0869565217391304,0.115327776792576,0.753994607001983,21,14966,0.921074617335404
