name,order_code_description,Orderable,LabDept,billing_code,Option,Version,FeeSchedCode,qty
9817B,Subset Isolation Recip CurrentM Whole,B,HLAA,66695571,28,8,SHS,1
9817B,Subset Isolation Recip CurrentM Whole,B,HLAA,81095571,29,8,SHS,1
9817B,Subset Isolation Recip CurrentM Whole,B,HLAA,81395571,30,8,SHS,1
9817B,Subset Isolation Recip CurrentM Whole,B,HLAA,84395571,31,8,SHS,1
9818B,Subset Isolation Recip CurrentM CD15,B,HLAA,50795571,0,8,SHS,1
9818B,Subset Isolation Recip CurrentM CD15,B,HLAA,52295571,25,8,SHS,1
9818B,Subset Isolation Recip CurrentM CD15,B,HLAA,82395571,27,8,SHS,1
9818B,Subset Isolation Recip CurrentM CD15,B,HLAA,66695571,28,8,SHS,1
9818B,Subset Isolation Recip CurrentM CD15,B,HLAA,81095571,29,8,SHS,1
9818B,Subset Isolation Recip CurrentM CD15,B,HLAA,81395571,30,8,SHS,1
9818B,Subset Isolation Recip CurrentM CD15,B,HLAA,84395571,31,8,SHS,1
9819B,Subset Isolation Recip CurrentM CD19,B,HLAA,50795571,0,8,SHS,1
9819B,Subset Isolation Recip CurrentM CD19,B,HLAA,52295571,25,8,SHS,1
9819B,Subset Isolation Recip CurrentM CD19,B,HLAA,82395571,27,8,SHS,1
9819B,Subset Isolation Recip CurrentM CD19,B,HLAA,66695571,28,8,SHS,1
9819B,Subset Isolation Recip CurrentM CD19,B,HLAA,81095571,29,8,SHS,1
9819B,Subset Isolation Recip CurrentM CD19,B,HLAA,81395571,30,8,SHS,1
9819B,Subset Isolation Recip CurrentM CD19,B,HLAA,84395571,31,8,SHS,1
9820B,Subset Isolation Recip CurrentM CD3,B,HLAA,50795571,0,8,SHS,1
9820B,Subset Isolation Recip CurrentM CD3,B,HLAA,52295571,25,8,SHS,1
9820B,Subset Isolation Recip CurrentM CD3,B,HLAA,82395571,27,8,SHS,1
9820B,Subset Isolation Recip CurrentM CD3,B,HLAA,66695571,28,8,SHS,1
9820B,Subset Isolation Recip CurrentM CD3,B,HLAA,81095571,29,8,SHS,1
9820B,Subset Isolation Recip CurrentM CD3,B,HLAA,81395571,30,8,SHS,1
9820B,Subset Isolation Recip CurrentM CD3,B,HLAA,84395571,31,8,SHS,1
9821B,Subset Isolation Recip CurrentM CD33,B,HLAA,50795571,0,8,SHS,1
9821B,Subset Isolation Recip CurrentM CD33,B,HLAA,52295571,25,8,SHS,1
9821B,Subset Isolation Recip CurrentM CD33,B,HLAA,82395571,27,8,SHS,1
9821B,Subset Isolation Recip CurrentM CD33,B,HLAA,66695571,28,8,SHS,1
9821B,Subset Isolation Recip CurrentM CD33,B,HLAA,81095571,29,8,SHS,1
9821B,Subset Isolation Recip CurrentM CD33,B,HLAA,81395571,30,8,SHS,1
9821B,Subset Isolation Recip CurrentM CD33,B,HLAA,84395571,31,8,SHS,1
9822B,Subset Isolation Recip CurrentM CD34,B,HLAA,50795571,0,8,SHS,1
9822B,Subset Isolation Recip CurrentM CD34,B,HLAA,52295571,25,8,SHS,1
9822B,Subset Isolation Recip CurrentM CD34,B,HLAA,82395571,27,8,SHS,1
9822B,Subset Isolation Recip CurrentM CD34,B,HLAA,66695571,28,8,SHS,1
9822B,Subset Isolation Recip CurrentM CD34,B,HLAA,81095571,29,8,SHS,1
9822B,Subset Isolation Recip CurrentM CD34,B,HLAA,81395571,30,8,SHS,1
9822B,Subset Isolation Recip CurrentM CD34,B,HLAA,84395571,31,8,SHS,1
9823B,Subset Isolation Recip CurrentM CD56,B,HLAA,50795571,0,8,SHS,1
9823B,Subset Isolation Recip CurrentM CD56,B,HLAA,52295571,25,8,SHS,1
9823B,Subset Isolation Recip CurrentM CD56,B,HLAA,82395571,27,8,SHS,1
9823B,Subset Isolation Recip CurrentM CD56,B,HLAA,66695571,28,8,SHS,1
9823B,Subset Isolation Recip CurrentM CD56,B,HLAA,81095571,29,8,SHS,1
9823B,Subset Isolation Recip CurrentM CD56,B,HLAA,81395571,30,8,SHS,1
9823B,Subset Isolation Recip CurrentM CD56,B,HLAA,84395571,31,8,SHS,1
9824B,Subset Isolation Recip CurrentM CD14,B,HLAA,50795571,0,8,SHS,1
9824B,Subset Isolation Recip CurrentM CD14,B,HLAA,52295571,25,8,SHS,1
9824B,Subset Isolation Recip CurrentM CD14,B,HLAA,82395571,27,8,SHS,1
9824B,Subset Isolation Recip CurrentM CD14,B,HLAA,66695571,28,8,SHS,1
9824B,Subset Isolation Recip CurrentM CD14,B,HLAA,81095571,29,8,SHS,1
9824B,Subset Isolation Recip CurrentM CD14,B,HLAA,81395571,30,8,SHS,1
9824B,Subset Isolation Recip CurrentM CD14,B,HLAA,84395571,31,8,SHS,1
9825B,Subset Isolation Recip CurrentM CD34 (THY1neg),B,HLAA,50795571,0,8,SHS,1
9825B,Subset Isolation Recip CurrentM CD34 (THY1neg),B,HLAA,52295571,25,8,SHS,1
9825B,Subset Isolation Recip CurrentM CD34 (THY1neg),B,HLAA,82395571,27,8,SHS,1
9825B,Subset Isolation Recip CurrentM CD34 (THY1neg),B,HLAA,66695571,28,8,SHS,1
9825B,Subset Isolation Recip CurrentM CD34 (THY1neg),B,HLAA,81095571,29,8,SHS,1
9825B,Subset Isolation Recip CurrentM CD34 (THY1neg),B,HLAA,81395571,30,8,SHS,1
9825B,Subset Isolation Recip CurrentM CD34 (THY1neg),B,HLAA,84395571,31,8,SHS,1
9826B,Subset Isolation Recip CurrentM CD34  Recip Current 90 (THY 1pos),B,HLAA,50795571,0,8,SHS,1
9826B,Subset Isolation Recip CurrentM CD34  Recip Current 90 (THY 1pos),B,HLAA,52295571,25,8,SHS,1
9826B,Subset Isolation Recip CurrentM CD34  Recip Current 90 (THY 1pos),B,HLAA,82395571,27,8,SHS,1
9826B,Subset Isolation Recip CurrentM CD34  Recip Current 90 (THY 1pos),B,HLAA,66695571,28,8,SHS,1
9826B,Subset Isolation Recip CurrentM CD34  Recip Current 90 (THY 1pos),B,HLAA,81095571,29,8,SHS,1
9826B,Subset Isolation Recip CurrentM CD34  Recip Current 90 (THY 1pos),B,HLAA,81395571,30,8,SHS,1
9826B,Subset Isolation Recip CurrentM CD34  Recip Current 90 (THY 1pos),B,HLAA,84395571,31,8,SHS,1
9827B,Subset Isolation Recip CurrentM CD38,B,HLAA,50795571,0,8,SHS,1
9827B,Subset Isolation Recip CurrentM CD38,B,HLAA,52295571,25,8,SHS,1
9827B,Subset Isolation Recip CurrentM CD38,B,HLAA,82395571,27,8,SHS,1
9827B,Subset Isolation Recip CurrentM CD38,B,HLAA,66695571,28,8,SHS,1
9827B,Subset Isolation Recip CurrentM CD38,B,HLAA,81095571,29,8,SHS,1
9827B,Subset Isolation Recip CurrentM CD38,B,HLAA,81395571,30,8,SHS,1
9827B,Subset Isolation Recip CurrentM CD38,B,HLAA,84395571,31,8,SHS,1
9828B,Subset Isolation Recip CurrentM CD38/CD138,B,HLAA,50795571,0,8,SHS,1
9828B,Subset Isolation Recip CurrentM CD38/CD138,B,HLAA,52295571,25,8,SHS,1
9828B,Subset Isolation Recip CurrentM CD38/CD138,B,HLAA,82395571,27,8,SHS,1
9828B,Subset Isolation Recip CurrentM CD38/CD138,B,HLAA,66695571,28,8,SHS,1
9828B,Subset Isolation Recip CurrentM CD38/CD138,B,HLAA,81095571,29,8,SHS,1
9828B,Subset Isolation Recip CurrentM CD38/CD138,B,HLAA,81395571,30,8,SHS,1
9828B,Subset Isolation Recip CurrentM CD38/CD138,B,HLAA,84395571,31,8,SHS,1
9829B,Subset Isolation Recip CurrentM CD66,B,HLAA,50795571,0,8,SHS,1
9829B,Subset Isolation Recip CurrentM CD66,B,HLAA,52295571,25,8,SHS,1
9829B,Subset Isolation Recip CurrentM CD66,B,HLAA,82395571,27,8,SHS,1
9829B,Subset Isolation Recip CurrentM CD66,B,HLAA,66695571,28,8,SHS,1
9829B,Subset Isolation Recip CurrentM CD66,B,HLAA,81095571,29,8,SHS,1
9829B,Subset Isolation Recip CurrentM CD66,B,HLAA,81395571,30,8,SHS,1
9829B,Subset Isolation Recip CurrentM CD66,B,HLAA,84395571,31,8,SHS,1
9830B,Subset Isolation Recip CurrentM CD138,B,HLAA,50795571,0,8,SHS,1
9830B,Subset Isolation Recip CurrentM CD138,B,HLAA,52295571,25,8,SHS,1
9830B,Subset Isolation Recip CurrentM CD138,B,HLAA,82395571,27,8,SHS,1
9830B,Subset Isolation Recip CurrentM CD138,B,HLAA,66695571,28,8,SHS,1
9830B,Subset Isolation Recip CurrentM CD138,B,HLAA,81095571,29,8,SHS,1
9830B,Subset Isolation Recip CurrentM CD138,B,HLAA,81395571,30,8,SHS,1
9830B,Subset Isolation Recip CurrentM CD138,B,HLAA,84395571,31,8,SHS,1
9832B,Subset Isolation Recip CurrentM Glycophorin Recip Current A,B,HLAA,50795571,0,8,SHS,1
9832B,Subset Isolation Recip CurrentM Glycophorin Recip Current A,B,HLAA,52295571,25,8,SHS,1
9832B,Subset Isolation Recip CurrentM Glycophorin Recip Current A,B,HLAA,82395571,27,8,SHS,1
9832B,Subset Isolation Recip CurrentM Glycophorin Recip Current A,B,HLAA,66695571,28,8,SHS,1
9832B,Subset Isolation Recip CurrentM Glycophorin Recip Current A,B,HLAA,81095571,29,8,SHS,1
9832B,Subset Isolation Recip CurrentM Glycophorin Recip Current A,B,HLAA,81395571,30,8,SHS,1
9832B,Subset Isolation Recip CurrentM Glycophorin Recip Current A,B,HLAA,84395571,31,8,SHS,1
9837B,B Hi Res Typing - Sequencing,B,HLAA,50794429,0,8,SHS,1
9837B,B Hi Res Typing - Sequencing,B,HLAA,52294428,25,8,SHS,1
9837B,B Hi Res Typing - Sequencing,B,HLAA,82394421,27,8,SHS,1
9837B,B Hi Res Typing - Sequencing,B,HLAA,66694423,28,8,SHS,1
9837B,B Hi Res Typing - Sequencing,B,HLAA,81094427,29,8,SHS,1
9837B,B Hi Res Typing - Sequencing,B,HLAA,81394421,30,8,SHS,1
9837B,B Hi Res Typing - Sequencing,B,HLAA,84394428,31,8,SHS,1
9838B,C Hi Res Typing - Sequencing,B,HLAA,50794403,0,8,SHS,1
9838B,C Hi Res Typing - Sequencing,B,HLAA,52294402,25,8,SHS,1
9838B,C Hi Res Typing - Sequencing,B,HLAA,82394404,27,8,SHS,1
9838B,C Hi Res Typing - Sequencing,B,HLAA,66694407,28,8,SHS,1
9838B,C Hi Res Typing - Sequencing,B,HLAA,81094401,29,8,SHS,1
9838B,C Hi Res Typing - Sequencing,B,HLAA,81394405,30,8,SHS,1
9838B,C Hi Res Typing - Sequencing,B,HLAA,84394402,31,8,SHS,1
9839B,DPB1 Hi Res Typing-Sequencing,B,HLAA,50794602,0,8,SHS,1
9839B,DPB1 Hi Res Typing-Sequencing,B,HLAA,52294601,25,8,SHS,1
9839B,DPB1 Hi Res Typing-Sequencing,B,HLAA,82394603,27,8,SHS,1
9839B,DPB1 Hi Res Typing-Sequencing,B,HLAA,66694606,28,8,SHS,1
9839B,DPB1 Hi Res Typing-Sequencing,B,HLAA,81094601,29,8,SHS,1
9839B,DPB1 Hi Res Typing-Sequencing,B,HLAA,81394604,30,8,SHS,1
9839B,DPB1 Hi Res Typing-Sequencing,B,HLAA,84394601,31,8,SHS,1
9840B,A Hi Res Typing Sequeincing,B,HLAA,50794411,0,8,SHS,1
9840B,A Hi Res Typing Sequeincing,B,HLAA,52294411,25,8,SHS,1
9840B,A Hi Res Typing Sequeincing,B,HLAA,82394412,27,8,SHS,1
9840B,A Hi Res Typing Sequeincing,B,HLAA,66694415,28,8,SHS,1
9840B,A Hi Res Typing Sequeincing,B,HLAA,81094419,29,8,SHS,1
9840B,A Hi Res Typing Sequeincing,B,HLAA,81394413,30,8,SHS,1
9840B,A Hi Res Typing Sequeincing,B,HLAA,84394411,31,8,SHS,1
9841B,DQB1 Hi Res Typing-Sequencing,B,HLAA,50794346,0,8,SHS,1
9841B,DQB1 Hi Res Typing-Sequencing,B,HLAA,52294345,25,8,SHS,1
9841B,DQB1 Hi Res Typing-Sequencing,B,HLAA,82394347,27,8,SHS,1
9841B,DQB1 Hi Res Typing-Sequencing,B,HLAA,66694341,28,8,SHS,1
9841B,DQB1 Hi Res Typing-Sequencing,B,HLAA,81094344,29,8,SHS,1
9841B,DQB1 Hi Res Typing-Sequencing,B,HLAA,81394348,30,8,SHS,1
9841B,DQB1 Hi Res Typing-Sequencing,B,HLAA,84394345,31,8,SHS,1
9843B,DRB1 Hi Res Typing-Sequencing,B,HLAA,50794338,0,8,SHS,1
9843B,DRB1 Hi Res Typing-Sequencing,B,HLAA,52294337,25,8,SHS,1
9843B,DRB1 Hi Res Typing-Sequencing,B,HLAA,82394339,27,8,SHS,1
9843B,DRB1 Hi Res Typing-Sequencing,B,HLAA,66694332,28,8,SHS,1
9843B,DRB1 Hi Res Typing-Sequencing,B,HLAA,81094336,29,8,SHS,1
9843B,DRB1 Hi Res Typing-Sequencing,B,HLAA,81394331,30,8,SHS,1
9843B,DRB1 Hi Res Typing-Sequencing,B,HLAA,84394337,31,8,SHS,1
9844B,CD31 Minor AG Typing,B,HLAA,50795887,0,8,SHS,1
9844B,CD31 Minor AG Typing,B,HLAA,52295887,25,8,SHS,1
9844B,CD31 Minor AG Typing,B,HLAA,82395887,27,8,SHS,1
9844B,CD31 Minor AG Typing,B,HLAA,66695887,28,8,SHS,1
9844B,CD31 Minor AG Typing,B,HLAA,81095887,29,8,SHS,1
9844B,CD31 Minor AG Typing,B,HLAA,81395887,30,8,SHS,1
9844B,CD31 Minor AG Typing,B,HLAA,84395887,31,8,SHS,1
9845B,T-cell XM-CDC4,B,HLAA,50795704,0,8,SHS,1
9845B,T-cell XM-CDC4,B,HLAA,52295704,25,8,SHS,1
9845B,T-cell XM-CDC4,B,HLAA,82395704,27,8,SHS,1
9845B,T-cell XM-CDC4,B,HLAA,66695704,28,8,SHS,1
9845B,T-cell XM-CDC4,B,HLAA,81095704,29,8,SHS,1
9845B,T-cell XM-CDC4,B,HLAA,81395704,30,8,SHS,1
9845B,T-cell XM-CDC4,B,HLAA,84395704,31,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,50795911,0,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,50795928,0,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,52295911,25,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,52295928,25,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,82395911,27,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,82395928,27,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,66695911,28,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,66695928,28,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,81095911,29,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,81095928,29,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,81395911,30,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,81395928,30,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,84395911,31,8,SHS,1
9847B,Flow B-cell Auto XM4,B,HLAA,84395928,31,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,50795895,0,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,50795902,0,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,52295895,25,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,52295902,25,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,82395895,27,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,82395902,27,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,66695895,28,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,66695902,28,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,81095895,29,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,81095902,29,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,81395895,30,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,81395902,30,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,84395895,31,8,SHS,1
9848B,Flow T-cell Auto XM4,B,HLAA,84395902,31,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,50795936,0,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,50795944,0,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,52295936,25,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,52295944,25,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,82395936,27,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,82395944,27,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,66695936,28,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,66695944,28,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,81095936,29,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,81095944,29,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,81395936,30,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,81395944,30,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,84395936,31,8,SHS,1
9849B,Flow B-cell XM4,B,HLAA,84395944,31,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,50795721,0,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,50795738,0,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,52295721,25,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,52295738,25,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,82395721,27,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,82395738,27,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,66695721,28,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,66695738,28,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,81095721,29,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,81095738,29,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,81395721,30,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,81395738,30,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,84395721,31,8,SHS,1
9850B,Flow T-cell XM4,B,HLAA,84395738,31,8,SHS,1
9851B,B-cell XM-CDc4,B,HLAA,50795711,0,8,SHS,1
9851B,B-cell XM-CDc4,B,HLAA,52295711,25,8,SHS,1
9851B,B-cell XM-CDc4,B,HLAA,82395711,27,8,SHS,1
9851B,B-cell XM-CDc4,B,HLAA,66695711,28,8,SHS,1
9851B,B-cell XM-CDc4,B,HLAA,81095711,29,8,SHS,1
9851B,B-cell XM-CDc4,B,HLAA,81395711,30,8,SHS,1
9851B,B-cell XM-CDc4,B,HLAA,84395711,31,8,SHS,1
9856B,LMX C1Q DSA SAB CL I,B,HLAA,50796044,0,8,SHS,1
9856B,LMX C1Q DSA SAB CL I,B,HLAA,52296044,25,8,SHS,1
9856B,LMX C1Q DSA SAB CL I,B,HLAA,82396044,27,8,SHS,1
9856B,LMX C1Q DSA SAB CL I,B,HLAA,66696044,28,8,SHS,1
9856B,LMX C1Q DSA SAB CL I,B,HLAA,81096044,29,8,SHS,1
9856B,LMX C1Q DSA SAB CL I,B,HLAA,81396044,30,8,SHS,1
9856B,LMX C1Q DSA SAB CL I,B,HLAA,84396044,31,8,SHS,1
9857B,LMX C1Q DSA SAB CL II,B,HLAA,50796052,0,8,SHS,1
9857B,LMX C1Q DSA SAB CL II,B,HLAA,52296052,25,8,SHS,1
9857B,LMX C1Q DSA SAB CL II,B,HLAA,82396052,27,8,SHS,1
9857B,LMX C1Q DSA SAB CL II,B,HLAA,66696052,28,8,SHS,1
9857B,LMX C1Q DSA SAB CL II,B,HLAA,81096052,29,8,SHS,1
9857B,LMX C1Q DSA SAB CL II,B,HLAA,81396052,30,8,SHS,1
9857B,LMX C1Q DSA SAB CL II,B,HLAA,84396052,31,8,SHS,1
9858B,LMX DSA SAB CL I,B,HLAA,50796028,0,8,SHS,1
9858B,LMX DSA SAB CL I,B,HLAA,52296028,25,8,SHS,1
9858B,LMX DSA SAB CL I,B,HLAA,82396028,27,8,SHS,1
9858B,LMX DSA SAB CL I,B,HLAA,66696028,28,8,SHS,1
9858B,LMX DSA SAB CL I,B,HLAA,81096028,29,8,SHS,1
9858B,LMX DSA SAB CL I,B,HLAA,81396028,30,8,SHS,1
9858B,LMX DSA SAB CL I,B,HLAA,84396028,31,8,SHS,1
9859B,LMX DSA SAB CL II,B,HLAA,50796036,0,8,SHS,1
9859B,LMX DSA SAB CL II,B,HLAA,52296036,25,8,SHS,1
9859B,LMX DSA SAB CL II,B,HLAA,82396036,27,8,SHS,1
9859B,LMX DSA SAB CL II,B,HLAA,66696036,28,8,SHS,1
9859B,LMX DSA SAB CL II,B,HLAA,81096036,29,8,SHS,1
9859B,LMX DSA SAB CL II,B,HLAA,81396036,30,8,SHS,1
9859B,LMX DSA SAB CL II,B,HLAA,84396036,31,8,SHS,1
9860B,LMX C1Q IVIG SAB CL I,B,SQ,50791433,0,8,SHS,1
9860B,LMX C1Q IVIG SAB CL I,B,SQ,50791441,0,8,SHS,96
9860B,LMX C1Q IVIG SAB CL I,B,SQ,50791458,0,8,SHS,1
9860B,LMX C1Q IVIG SAB CL I,B,SQ,52291432,25,8,SHS,1
9860B,LMX C1Q IVIG SAB CL I,B,SQ,52291440,25,8,SHS,96
9860B,LMX C1Q IVIG SAB CL I,B,SQ,52291457,25,8,SHS,1
9861B,LMX C1Q IVIG SAB CL II,B,SQ,50791466,0,8,SHS,1
9861B,LMX C1Q IVIG SAB CL II,B,SQ,50791474,0,8,SHS,76
9861B,LMX C1Q IVIG SAB CL II,B,SQ,50791482,0,8,SHS,1
9861B,LMX C1Q IVIG SAB CL II,B,SQ,52291465,25,8,SHS,1
9861B,LMX C1Q IVIG SAB CL II,B,SQ,52291473,25,8,SHS,76
9861B,LMX C1Q IVIG SAB CL II,B,SQ,52291481,25,8,SHS,1
9862B,DNA Extraction5,B,HLAA,50794304,0,8,SHS,1
9862B,DNA Extraction5,B,HLAA,52294303,25,8,SHS,1
9862B,DNA Extraction5,B,HLAA,82394305,27,8,SHS,1
9862B,DNA Extraction5,B,HLAA,66694308,28,8,SHS,1
9862B,DNA Extraction5,B,HLAA,81094302,29,8,SHS,1
9862B,DNA Extraction5,B,HLAA,81394306,30,8,SHS,1
9862B,DNA Extraction5,B,HLAA,84394303,31,8,SHS,1
9863B,Kit Rountine,B,HLAA,50790146,0,8,SHS,1
9863B,Kit Rountine,B,HLAA,52290145,25,8,SHS,1
9863B,Kit Rountine,B,HLAA,82390147,27,8,SHS,1
9863B,Kit Rountine,B,HLAA,66690140,28,8,SHS,1
9863B,Kit Rountine,B,HLAA,81090144,29,8,SHS,1
9863B,Kit Rountine,B,HLAA,81390148,30,8,SHS,1
9863B,Kit Rountine,B,HLAA,84390145,31,8,SHS,1
9864B,Cell Isolation5,B,HLAA,50790948,0,8,SHS,1
9864B,Cell Isolation5,B,HLAA,52290947,25,8,SHS,1
9864B,Cell Isolation5,B,HLAA,82390949,27,8,SHS,1
9864B,Cell Isolation5,B,HLAA,66690942,28,8,SHS,1
9864B,Cell Isolation5,B,HLAA,81090946,29,8,SHS,1
9864B,Cell Isolation5,B,HLAA,81390940,30,8,SHS,1
9864B,Cell Isolation5,B,HLAA,84390947,31,8,SHS,1
9870B,Chimerism STR Recip Current BLWhole Sub2,B,HLAA,50794312,0,8,SHS,1
9870B,Chimerism STR Recip Current BLWhole Sub2,B,HLAA,52294311,25,8,SHS,1
9870B,Chimerism STR Recip Current BLWhole Sub2,B,HLAA,82394313,27,8,SHS,1
9870B,Chimerism STR Recip Current BLWhole Sub2,B,HLAA,66694316,28,8,SHS,1
9870B,Chimerism STR Recip Current BLWhole Sub2,B,HLAA,81094311,29,8,SHS,1
9870B,Chimerism STR Recip Current BLWhole Sub2,B,HLAA,81394314,30,8,SHS,1
9870B,Chimerism STR Recip Current BLWhole Sub2,B,HLAA,84394311,31,8,SHS,1
9871B,Chimerism STR Recip Current BLCD15 Sub2,B,HLAA,50794312,0,8,SHS,1
9871B,Chimerism STR Recip Current BLCD15 Sub2,B,HLAA,52294311,25,8,SHS,1
9871B,Chimerism STR Recip Current BLCD15 Sub2,B,HLAA,82394313,27,8,SHS,1
9871B,Chimerism STR Recip Current BLCD15 Sub2,B,HLAA,66694316,28,8,SHS,1
9871B,Chimerism STR Recip Current BLCD15 Sub2,B,HLAA,81094311,29,8,SHS,1
9871B,Chimerism STR Recip Current BLCD15 Sub2,B,HLAA,81394314,30,8,SHS,1
9871B,Chimerism STR Recip Current BLCD15 Sub2,B,HLAA,84394311,31,8,SHS,1
9872B,Chimerism STR Recip Current BLCD19 Sub2,B,HLAA,50794312,0,8,SHS,1
9872B,Chimerism STR Recip Current BLCD19 Sub2,B,HLAA,52294311,25,8,SHS,1
9872B,Chimerism STR Recip Current BLCD19 Sub2,B,HLAA,82394313,27,8,SHS,1
9872B,Chimerism STR Recip Current BLCD19 Sub2,B,HLAA,66694316,28,8,SHS,1
9872B,Chimerism STR Recip Current BLCD19 Sub2,B,HLAA,81094311,29,8,SHS,1
9872B,Chimerism STR Recip Current BLCD19 Sub2,B,HLAA,81394314,30,8,SHS,1
9872B,Chimerism STR Recip Current BLCD19 Sub2,B,HLAA,84394311,31,8,SHS,1
9873B,Chimerism STR Recip Current BLCD3 Sub2,B,HLAA,50794312,0,8,SHS,1
9873B,Chimerism STR Recip Current BLCD3 Sub2,B,HLAA,52294311,25,8,SHS,1
9873B,Chimerism STR Recip Current BLCD3 Sub2,B,HLAA,82394313,27,8,SHS,1
9873B,Chimerism STR Recip Current BLCD3 Sub2,B,HLAA,66694316,28,8,SHS,1
9873B,Chimerism STR Recip Current BLCD3 Sub2,B,HLAA,81094311,29,8,SHS,1
9873B,Chimerism STR Recip Current BLCD3 Sub2,B,HLAA,81394314,30,8,SHS,1
9873B,Chimerism STR Recip Current BLCD3 Sub2,B,HLAA,84394311,31,8,SHS,1
9874B,Chimerism STR Recip Current BLCD33 Sub2,B,HLAA,50794312,0,8,SHS,1
9874B,Chimerism STR Recip Current BLCD33 Sub2,B,HLAA,52294311,25,8,SHS,1
9874B,Chimerism STR Recip Current BLCD33 Sub2,B,HLAA,82394313,27,8,SHS,1
9874B,Chimerism STR Recip Current BLCD33 Sub2,B,HLAA,66694316,28,8,SHS,1
9874B,Chimerism STR Recip Current BLCD33 Sub2,B,HLAA,81094311,29,8,SHS,1
9874B,Chimerism STR Recip Current BLCD33 Sub2,B,HLAA,81394314,30,8,SHS,1
9874B,Chimerism STR Recip Current BLCD33 Sub2,B,HLAA,84394311,31,8,SHS,1
9875B,Chimerism STR Recip Current BLCD34 Sub2,B,HLAA,50794312,0,8,SHS,1
9875B,Chimerism STR Recip Current BLCD34 Sub2,B,HLAA,52294311,25,8,SHS,1
9875B,Chimerism STR Recip Current BLCD34 Sub2,B,HLAA,82394313,27,8,SHS,1
9875B,Chimerism STR Recip Current BLCD34 Sub2,B,HLAA,66694316,28,8,SHS,1
9875B,Chimerism STR Recip Current BLCD34 Sub2,B,HLAA,81094311,29,8,SHS,1
9875B,Chimerism STR Recip Current BLCD34 Sub2,B,HLAA,81394314,30,8,SHS,1
9875B,Chimerism STR Recip Current BLCD34 Sub2,B,HLAA,84394311,31,8,SHS,1
9876B,Chimerism STR Recip Current BLCD56 Sub2,B,HLAA,50794312,0,8,SHS,1
9876B,Chimerism STR Recip Current BLCD56 Sub2,B,HLAA,52294311,25,8,SHS,1
9876B,Chimerism STR Recip Current BLCD56 Sub2,B,HLAA,82394313,27,8,SHS,1
