clinical_item_id,name,description,count,order_code_description,min_price,max_price,mean_price,median_price,min_volume_charge,max_volume_charge,mean_volume_charge,median_volume_charge
48486,LABVANUNL,VANCOMYCIN SINGLE DAILY DOSE LEVEL,2699,"VANCOMYCIN, SINGLE DAILY DOSE",263.0,263.0,263.0,263.0,709837.0,709837.0,709837.0,709837.0
66066,LABVANUNL,VANCOMYCIN SINGLE DAILY LEVEL,21,"VANCOMYCIN, SINGLE DAILY DOSE",263.0,263.0,263.0,263.0,5523.0,5523.0,5523.0,5523.0
48493,LABBFCT,"CELL COUNT AND DIFF, FLUID",7910,"CELL COUNT & DIFF, FLD",252.0,252.0,252.0,252.0,1993320.0,1993320.0,1993320.0,1993320.0
48494,LABYTRYPT,"TRYPTASE, SERUM",142,TRYPTASE,63.0,63.0,63.0,63.0,8946.0,8946.0,8946.0,8946.0
48498,LABHSVM,HSV 1 AND 2 IGM,71,HSV 1/2 IgM AB,20.0,29.0,24.5,24.5,1420.0,2059.0,1739.5,1739.5
48501,LABDVERV,RESPIRATORY DFA PANEL,2460,Dir Viral Exam: Resp,1055.0,1055.0,1055.0,1055.0,2595300.0,2595300.0,2595300.0,2595300.0
48510,LABHMCY,"HOMOCYSTEINE TOTAL, PLASMA",631,Homocysteine,399.0,399.0,399.0,399.0,251769.0,251769.0,251769.0,251769.0
48513,LABTBILFR,"BILIRUBIN TOTAL AND FRACTIONATED, SERUM",3628,"BILIRUBIN, TOTAL & FRACTIONS",150.0,165.0,157.5,157.5,544200.0,598620.0,571410.0,571410.0
48519,LABFVARZ,"VARICELLA ZOSTER VIR. DNA,QUAL",719,"VARICELLA ZOSTER VIR. DNA,QUAL",147.0,147.0,147.0,147.0,105693.0,105693.0,105693.0,105693.0
48527,LABYFGL,"GLUCOSE, FLUID",448,"GLUCOSE, BODY FLUID                      NONORDERABLE",34.0,34.0,34.0,34.0,15232.0,15232.0,15232.0,15232.0
48529,LABVCUL,VIRAL CULTURE,2590,VIRAL CULTURE,484.0,484.0,484.0,484.0,1253560.0,1253560.0,1253560.0,1253560.0
63758,LABVCUL,VIRAL CULTURE,329,VIRAL CULTURE,484.0,484.0,484.0,484.0,159236.0,159236.0,159236.0,159236.0
48530,LABHSCRP,HIGH SENSITIVITY C-REACTIVE PROTEIN,219,High Sensitivity CRP,190.0,190.0,190.0,190.0,41610.0,41610.0,41610.0,41610.0
48532,LABDDIML,D - DIMER (ELISA),1617,D-DIMER (ELISA),438.0,438.0,438.0,438.0,708246.0,708246.0,708246.0,708246.0
48539,LABUSPG,"SPECIFIC GRAVITY, URINE",7627,Specific Gravity,115.0,115.0,115.0,115.0,877105.0,877105.0,877105.0,877105.0
48544,LABRESPG,RESPIRATORY CULTURE AND GRAM STAIN,4403,Respiratory Cult/GS,150.0,302.0,226.0,226.0,660450.0,1329706.0,995078.0,995078.0
48548,LABFLDH,"LDH TOTAL, FLUID",3560,"LDH, Total, Fluid",193.0,193.0,193.0,193.0,687080.0,687080.0,687080.0,687080.0
48564,LABYCP,"C - PEPTIDE, SERUM",248,"C-PEPTIDE, SERUM                         MAYO",14.0,14.0,14.0,14.0,3472.0,3472.0,3472.0,3472.0
48572,LABTT4,"T4, TOTAL",449,"Thyroxine (T4), Total",158.0,158.0,158.0,158.0,70942.0,70942.0,70942.0,70942.0
48573,LABHIAB,HEPARIN INDUCED AB,511,HEPARIN-INDUCED ANTIBODY,231.0,231.0,231.0,231.0,118041.0,118041.0,118041.0,118041.0
48574,LABCR,"CREATININE, SERUM/PLASMA",1846,"Creatinine, Ser/Plas",179.0,179.0,179.0,179.0,330434.0,330434.0,330434.0,330434.0
48575,LABURTP,"PROTEIN, URINE (RANDOM)",797,"PROTEIN, UR (RANDOM) W/O CREAT",103.0,103.0,103.0,103.0,82091.0,82091.0,82091.0,82091.0
48577,LABCSFGL,"GLUCOSE, CSF",6397,"GLUCOSE, CSF",250.0,250.0,250.0,250.0,1599250.0,1599250.0,1599250.0,1599250.0
48578,LABFHCT,"HEMATOCRIT, FLUID",312,"HEMATOCRIT, FLUID",55.0,55.0,55.0,55.0,17160.0,17160.0,17160.0,17160.0
48579,LABHIPA,HEPARIN INDUCED PLATELET AGGREGATION,1598,HEPARIN-INDUCED PLATELET AGG,469.0,469.0,469.0,469.0,749462.0,749462.0,749462.0,749462.0
48584,LABIGG,"IGG, SERUM",2024,"IgG, Serum",213.0,213.0,213.0,213.0,431112.0,431112.0,431112.0,431112.0
48594,LABAPHSAB,ANTI PHOSPHOLIPID AB PANEL,284,ANTI-PHOSPHOLIPID AB PANEL,486.0,486.0,486.0,486.0,138024.0,138024.0,138024.0,138024.0
48595,LABWDCG,WOUND CULTURE AND GRAM STAIN,1013,Wound Culture/GS,150.0,302.0,226.0,226.0,151950.0,305926.0,228938.0,228938.0
48603,LABCMVP,"CMV DNA PCR QUAL, NON-BLOOD",1107,CMV PCR,651.0,651.0,651.0,651.0,720657.0,720657.0,720657.0,720657.0
61973,LABCMVP,"CMV DNA PCR QUAL, NON-PLASMA",1249,CMV PCR,651.0,651.0,651.0,651.0,813099.0,813099.0,813099.0,813099.0
48612,LABUVH,VMA AND HVA,38,"VMA & HVA, URINE",21.0,26.0,23.5,23.5,798.0,988.0,893.0,893.0
48618,LABHBSAG,HBSAG,4608,HBSAG,220.0,220.0,220.0,220.0,1013760.0,1013760.0,1013760.0,1013760.0
48624,LABPCEG7,"ISTAT EG7, ARTERIAL",12712,"ISTAT EG7, ARTERIAL",204.0,815.0,370.8,219.0,2593248.0,10360280.0,4713609.6,2783928.0
48631,LABCYCWBL,"CYCLOSPORINE, WHOLE BLOOD",3089,"CYCLOSPORINE, WHOLE BLOOD",437.0,437.0,437.0,437.0,1349893.0,1349893.0,1349893.0,1349893.0
48645,LABTBIL,"BILIRUBIN TOTAL, SERUM/PLASMA",1828,Total Bilirubin,150.0,150.0,150.0,150.0,274200.0,274200.0,274200.0,274200.0
48649,LABFACT10,FACTOR X ASSAY,109,Factor X Assay,364.0,364.0,364.0,364.0,39676.0,39676.0,39676.0,39676.0
48653,LABCTC,CATHETER TIP CULTURE,1235,Catheter Tip Culture,302.0,302.0,302.0,302.0,372970.0,372970.0,372970.0,372970.0
48669,LABSTPOLY,"WBC FOR IBD, STOOL",761,"PMNs/EOSINOPHILS, STOOL           [LPCH ONLY]",154.0,154.0,154.0,154.0,117194.0,117194.0,117194.0,117194.0
48681,LABOAPE,OVA AND PARASITES,3768,Ova and Parasites,457.0,457.0,457.0,457.0,1721976.0,1721976.0,1721976.0,1721976.0
48683,LABISOF,ISOLATOR FUNGUS,760,Isolator-Fungus,153.0,513.0,333.0,333.0,116280.0,389880.0,253080.0,253080.0
48684,LABYPREAL,PREALBUMIN,6573,PREALBUMIN (PAB)                           MAYO,16.0,16.0,16.0,16.0,105168.0,105168.0,105168.0,105168.0
48695,LAB11118R,"ELASTASE, STOOL",294,"ELASTASE, STOOL",55.0,55.0,55.0,55.0,16170.0,16170.0,16170.0,16170.0
48696,LABWDCS,"WOUND CULTURE AND GRAM STAIN, DEEP / SURGICAL / ASP",1507,Wound-Deep/Surg/Asp/GS,150.0,302.0,226.0,226.0,226050.0,455114.0,340582.0,340582.0
48721,LABFAMY,"AMYLASE, FLUID",3343,"AMYLASE, FLUID",395.0,395.0,395.0,395.0,1320485.0,1320485.0,1320485.0,1320485.0
48724,LABHELI,HELICOBACTER PYLORI AB,1129,HELICOB. PYLORI IgG AB,206.0,206.0,206.0,206.0,232574.0,232574.0,232574.0,232574.0
48732,LABPCEG7V,"ISTAT EG7, VENOUS",11720,"ISTAT EG7, VENOUS",204.0,815.0,370.8,219.0,2390880.0,9551800.0,4345776.0,2566680.0
48744,LABALB,"ALBUMIN, SERUM/PLASMA",5164,"Albumin, Ser/Plas",138.0,138.0,138.0,138.0,712632.0,712632.0,712632.0,712632.0
48745,LABFAL,"ALBUMIN, FLUID",2860,"ALBUMIN, FLUID",126.0,126.0,126.0,126.0,360360.0,360360.0,360360.0,360360.0
48746,LABYZONIS,ZONISAMIDE,60,ZONISAMIDE,46.0,46.0,46.0,46.0,2760.0,2760.0,2760.0,2760.0
48752,LABSCMV,CMV SHELL VIAL CULTURE,1934,SVcul: R/O CMV,363.0,363.0,363.0,363.0,702042.0,702042.0,702042.0,702042.0
48753,LABAMLP,AML PROGNOSIS ASSAY,236,AML Prognosis Assay,662.0,1120.0,891.0,891.0,156232.0,264320.0,210276.0,210276.0
48757,LABDRVVTP,DILUTE RUSSELL VIPER VENOM PANEL,177,DILUTE RUSSELL VIPER VENOM TEST PANEL,240.0,240.0,240.0,240.0,42480.0,42480.0,42480.0,42480.0
48770,LABAFBD,"AFB CULTURE, NON - RESPIRATORY",6494,AFB Culture/Direct,162.0,337.0,249.5,249.5,1052028.0,2188478.0,1620253.0,1620253.0
48779,LABVZAB,VARICELLA ZOSTER VIRUS AB IGG,473,Varicella Zoster AB IgG,251.0,251.0,251.0,251.0,118723.0,118723.0,118723.0,118723.0
48780,LABSTRED,"REDUCING SUBSTANCE, STOOL",249,"Reducing Subst, Stool",128.0,128.0,128.0,128.0,31872.0,31872.0,31872.0,31872.0
48783,LABPCEC4O,"ISTAT EC4, OTHER",488,"ISTAT EC4, OTHER",159.0,219.0,199.75,210.5,77592.0,106872.0,97478.0,102724.0
48786,LABHCVA,ANTI-HCV,1211,HEPATITIS C AB IGG,193.0,193.0,193.0,193.0,233723.0,233723.0,233723.0,233723.0
62029,LABHCVA,HEPATITIS C AB IGG,1533,HEPATITIS C AB IGG,193.0,193.0,193.0,193.0,295869.0,295869.0,295869.0,295869.0
48790,LABESRP,SEDIMENTATION RATE (ESR),10272,"ESR, Sedimentation Rate Panel",75.0,75.0,75.0,75.0,770400.0,770400.0,770400.0,770400.0
48791,LABMALAR,MALARIA PREP,356,MALARIA PREP,379.0,379.0,379.0,379.0,134924.0,134924.0,134924.0,134924.0
48796,LABQFTB,QUANTIFERON TEST FOR LATENT TB,2010,QuantiFERON TEST FOR LATENT TB,1250.0,1250.0,1250.0,1250.0,2512500.0,2512500.0,2512500.0,2512500.0
48797,LABANAS,ANTI - NUCLEAR AB,2989,ANTI-NUCLEAR ANTIBODY,261.0,261.0,261.0,261.0,780129.0,780129.0,780129.0,780129.0
48801,LABNJAK2,"JANUS KINASE 2 V617F MUTATION, NON-BLOOD",58,"JAK2 V617F MUTATION, NON-BLOOD",765.0,765.0,765.0,765.0,44370.0,44370.0,44370.0,44370.0
48810,LABURK,"POTASSIUM, URINE (RANDOM)",999,"POTASSIUM, UR(RANDOM)W/O CREAT",158.0,158.0,158.0,158.0,157842.0,157842.0,157842.0,157842.0
48812,LABDIGL,"DIGOXIN, SERUM",4610,DIGOXIN,389.0,389.0,389.0,389.0,1793290.0,1793290.0,1793290.0,1793290.0
48815,LABSTOBGD,"OCCULT BLD, GUAIAC, STOOL, DIAG TEST",6876,"OCCULT BLD, GUAIAC, STOOL, DIAG TEST",130.0,130.0,130.0,130.0,893880.0,893880.0,893880.0,893880.0
48818,LABPCG3V,"ISTAT G3+, VENOUS",8355,"ISTAT G3+, VENOUS",815.0,815.0,815.0,815.0,6809325.0,6809325.0,6809325.0,6809325.0
48826,LABWNVRNA,"WEST NILE VIRUS RNA, RT  -PCR",62,"WEST NILE VIRUS RNA, RT-PCR",224.0,224.0,224.0,224.0,13888.0,13888.0,13888.0,13888.0
48829,LABACETA,"ACETAMINOPHEN, SERUM",3871,Acetaminophen,432.0,432.0,432.0,432.0,1672272.0,1672272.0,1672272.0,1672272.0
48831,LABALT,"ALT, SERUM/PLASMA",854,"ALT (SGPT), Ser/Plas",190.0,190.0,190.0,190.0,162260.0,162260.0,162260.0,162260.0
48834,LABAT3,ANTITHROMBIN III,565,Antithrombin III,581.0,581.0,581.0,581.0,328265.0,328265.0,328265.0,328265.0
48837,LABAGALA,ASPERGILLUS GALACTOMANNAN,955,Aspergillus Galactomanan,105.0,105.0,105.0,105.0,100275.0,100275.0,100275.0,100275.0
48849,LAB11547R,HEPATITIS C CONFIRMATORY TEST,32,HEPATITIS C CONFIRMATORY TEST,117.0,117.0,117.0,117.0,3744.0,3744.0,3744.0,3744.0
48851,LABHAVM,IGM ANTI-HAV,717,IGM ANTI-HAV,268.0,268.0,268.0,268.0,192156.0,192156.0,192156.0,192156.0
48869,LABDVEVH,HSV/VZ DFA (DIRECT VIRAL EXAM),656,Dir Vir Exam: VZ/HSV,319.0,369.0,344.0,344.0,209264.0,242064.0,225664.0,225664.0
48871,LABDDIM,D - DIMER,2786,D-Dimer,438.0,438.0,438.0,438.0,1220268.0,1220268.0,1220268.0,1220268.0
48872,LABCMVTSI,CMV AB TOTAL SOLID PHASE (GALILEO),417,CMV TOTAL ANTIBODY SOLID PHASE (GALILEO),268.0,268.0,268.0,268.0,111756.0,111756.0,111756.0,111756.0
48906,LAB11079R,GABAPENTIN,66,GABAPENTIN,19.0,19.0,19.0,19.0,1254.0,1254.0,1254.0,1254.0
48917,LABBUN,"UREA NITROGEN, SERUM/PLASMA",4022,"Urea Nitrogen,Ser/Plas",157.0,157.0,157.0,157.0,631454.0,631454.0,631454.0,631454.0
48922,LAB11199R,PARANEOPLASTIC AUTOAB EVAL,127,PARANEOPLASTIC AUTOAB EVAL,24.0,27.0,25.6666666667,26.0,3048.0,3429.0,3259.66666667,3302.0
65741,LAB11199R,"PARANEOPLASTIC AUTOANTIBODY EVAL, SERUM",69,PARANEOPLASTIC AUTOAB EVAL,24.0,27.0,25.6666666667,26.0,1656.0,1863.0,1771.0,1794.0
48929,LABURNA,"SODIUM, URINE (RANDOM)",10589,"SODIUM, UR (RANDOM) W/O CREAT",134.0,134.0,134.0,134.0,1418926.0,1418926.0,1418926.0,1418926.0
48934,LABCRFA,CRYPTOSPORIDIUM DFA,227,CRYPTOSPORIDIUM DFA,209.0,209.0,209.0,209.0,47443.0,47443.0,47443.0,47443.0
48949,LABLIDOL,LIDOCAINE,3374,LIDOCAINE,264.0,264.0,264.0,264.0,890736.0,890736.0,890736.0,890736.0
48951,LABBLCA,"AFB CULTURE, BLOOD",399,AFB Culture/Blood,337.0,337.0,337.0,337.0,134463.0,134463.0,134463.0,134463.0
48953,LABT3,"T3, TOTAL",488,T3 Total,290.0,290.0,290.0,290.0,141520.0,141520.0,141520.0,141520.0
48972,LABIGM,"IGM, SERUM",201,"IgM, Serum",213.0,213.0,213.0,213.0,42813.0,42813.0,42813.0,42813.0
48974,LABCSTOTA,"PROTEIN C&S, TOTAL",220,"PROTEIN C&S, TOTAL                              ARUP",20.0,20.0,20.0,20.0,4400.0,4400.0,4400.0,4400.0
48982,LAB11128R,FUNGAL MIC,45,FUNGAL MIC,65.0,65.0,65.0,65.0,2925.0,2925.0,2925.0,2925.0
48985,LABTP,"PROTEIN TOTAL, SERUM/PLASMA",1941,"Protein, Total, Ser/Plas",75.0,75.0,75.0,75.0,145575.0,145575.0,145575.0,145575.0
48989,LABSIROL,SIROLIMUS LEVEL,1220,Sirolimus,293.0,293.0,293.0,293.0,357460.0,357460.0,357460.0,357460.0
48991,LABDSDNA,ANTI - DSDNA AB,760,ANTI-dsDNA ANTIBODY,281.0,281.0,281.0,281.0,213560.0,213560.0,213560.0,213560.0
48999,LABSPE,PROTEIN ELECTROPHORESIS,161,PROTEIN ELECTROPHORESIS,75.0,180.0,127.5,127.5,12075.0,28980.0,20527.5,20527.5
49016,LABUCRT,"CREATININE, URINE (TIMED)",1608,"CREATININE, URINE (TIMED)",174.0,174.0,174.0,174.0,279792.0,279792.0,279792.0,279792.0
49020,LABCSFTP,"PROTEIN TOTAL, CSF",6341,"PROTEIN, TOTAL, CSF",229.0,229.0,229.0,229.0,1452089.0,1452089.0,1452089.0,1452089.0
49024,LABPROC,SPECIMEN PROCESSING,1123,Specimen Processing,210.0,210.0,210.0,210.0,235830.0,235830.0,235830.0,235830.0
49026,LABALKP,ALKALINE PHOSPHATASE TOTAL SERUM/PLASMA,741,"Alk P'tase,Total,Ser/Plas",155.0,155.0,155.0,155.0,114855.0,114855.0,114855.0,114855.0
49037,LABC125,CANCER AG 125,494,Cancer Antigen 125,386.0,386.0,386.0,386.0,190684.0,190684.0,190684.0,190684.0
49053,LABFTP,"PROTEIN TOTAL, FLUID",4159,"PROTEIN, TOTAL, FLUID",229.0,229.0,229.0,229.0,952411.0,952411.0,952411.0,952411.0
49072,LAB11125R,COCCI ID,1761,COCCI ID,34.0,34.0,34.0,34.0,59874.0,59874.0,59874.0,59874.0
49077,LABVITK,"VITAMIN K1, SERUM",38,"VITAMIN K1, SERUM",74.0,74.0,74.0,74.0,2812.0,2812.0,2812.0,2812.0
49078,LABREPT,REPTILASE TIME,1716,Reptilase Time,203.0,203.0,203.0,203.0,348348.0,348348.0,348348.0,348348.0
49079,LABCLGC2,"CHLAMYDIA GC, MOLECULAR DETECTION",827,Chlamydia/GC Molec Detec,566.0,566.0,566.0,566.0,468082.0,468082.0,468082.0,468082.0
49080,LABFLDB,FLUID CULTURE / BB GRAM STAIN,690,Fluid Culture/BB/GS,150.0,302.0,226.0,226.0,103500.0,208380.0,155940.0,155940.0
49081,LABYVITA,VITAMIN A,202,VITAMIN A,16.0,16.0,16.0,16.0,3232.0,3232.0,3232.0,3232.0
49083,LABCSFC,CSF CULTURE AND GRAM STAIN,5852,CSF Culture/GS,150.0,302.0,226.0,226.0,877800.0,1767304.0,1322552.0,1322552.0
49086,LABCL,"CHLORIDE, SERUM/PLASMA",280,"Chloride, Ser/Plas",129.0,129.0,129.0,129.0,36120.0,36120.0,36120.0,36120.0
49092,LABTOBPRL,TOBRAMYCIN TROUGH LEVEL,803,"TOBRAMYCIN, TROUGH",314.0,314.0,314.0,314.0,252142.0,252142.0,252142.0,252142.0
49107,LAB11523R,GQ1B AB,64,GQ1B AB,248.0,248.0,248.0,248.0,15872.0,15872.0,15872.0,15872.0
49109,LABHSVPCR,"HERPES SIMPLEX PCR, CSF",918,"HERPES SIMPLEX VIRUS (HSV) PCR, CSF",637.0,637.0,637.0,637.0,584766.0,584766.0,584766.0,584766.0
49110,LABYUMYO,"MYOGLOBIN, URINE",215,"MYOGLOBIN, URINE",19.0,19.0,19.0,19.0,4085.0,4085.0,4085.0,4085.0
49124,LAB11094R,RO AB,202,RO AB,14.0,14.0,14.0,14.0,2828.0,2828.0,2828.0,2828.0
49125,LABLIL,LITHIUM,1551,LITHIUM,188.0,188.0,188.0,188.0,291588.0,291588.0,291588.0,291588.0
49128,LABURCA,"CALCIUM, URINE (RANDOM)",89,"CALCIUM, UR (RANDOM) W/O CREAT",149.0,149.0,149.0,149.0,13261.0,13261.0,13261.0,13261.0
49134,LABUPREG,"PREGNANCY TEST, URINE",4497,"Pregnancy Test, Urine",102.0,102.0,102.0,102.0,458694.0,458694.0,458694.0,458694.0
49135,LABYUMETF,"METANEPHRINES FRACTIONATED, 24H URINE",273,"METANEPHRINES, FRACT, 24H, UR",19.0,19.0,19.0,19.0,5187.0,5187.0,5187.0,5187.0
49142,LABYENPCR,ENTEROVIRUS PCR,331,ENTEROVIRUS PCR,62.0,62.0,62.0,62.0,20522.0,20522.0,20522.0,20522.0
49150,LABYSTONE,KIDNEY STONE ANALYSIS,149,KIDNEY STONE ANALYSIS,21.0,21.0,21.0,21.0,3129.0,3129.0,3129.0,3129.0
49151,LABYCCPIG,ANTI CCP,271,CYCLIC CITRULLIN PEPTIDE AB,14.0,14.0,14.0,14.0,3794.0,3794.0,3794.0,3794.0
49173,LABSALICY,SALICYLATE LEVEL,2655,Salicylate,264.0,264.0,264.0,264.0,700920.0,700920.0,700920.0,700920.0
49179,LABYERYTH,ERYTHROPOIETIN,311,"Erythropoietin, Serum                 MAYO",14.0,14.0,14.0,14.0,4354.0,4354.0,4354.0,4354.0
66076,LABYERYTH,"ERYTHROPOIETIN, SERUM",3,"Erythropoietin, Serum                 MAYO",14.0,14.0,14.0,14.0,42.0,42.0,42.0,42.0
49189,LABYCERU,CERULOPLASMIN,670,"CERULOPLASMIN, SERUM                          MAYO",10.0,10.0,10.0,10.0,6700.0,6700.0,6700.0,6700.0
49190,LABPROTC,PROTEIN C ACTIVITY,444,PROTEIN C ACTIVITY,362.0,362.0,362.0,362.0,160728.0,160728.0,160728.0,160728.0
49197,LABIGGS4,IGG  SUBCLASS 4,147,IgG Subclass 4,186.0,186.0,186.0,186.0,27342.0,27342.0,27342.0,27342.0
49198,LABC3,"COMPLEMENT C3, SERUM",916,"Complement C3, Serum",199.0,199.0,199.0,199.0,182284.0,182284.0,182284.0,182284.0
49204,LAB11020R,EB VIRUS EARLY AG (R+D) IGG,256,EB VIRUS EARLY AG (R+D) IGG,47.0,47.0,47.0,47.0,12032.0,12032.0,12032.0,12032.0
49215,LABPTH,PARATHYROID HORMONE,1759,PTH,786.0,786.0,786.0,786.0,1382574.0,1382574.0,1382574.0,1382574.0
49216,LABJAK2,"JANUS KINASE 2 V617F MUTATION, BLOOD",146,JANUS KINASE 2 V617F MUTATION,765.0,765.0,765.0,765.0,111690.0,111690.0,111690.0,111690.0
49234,LABPHME,PH BY METER,1631,pH BY METER,50.0,50.0,50.0,50.0,81550.0,81550.0,81550.0,81550.0
49246,LABHITAB,HEPARIN PLATELET FACTOR 4 AB,753,HEPARIN (HIT) AB,231.0,231.0,231.0,231.0,173943.0,173943.0,173943.0,173943.0
62019,LABHITAB,HEPARIN (HIT) AB,1837,HEPARIN (HIT) AB,231.0,231.0,231.0,231.0,424347.0,424347.0,424347.0,424347.0
49248,LABYPLAB,PLATELET AB,50,PLATELET AB                               NONORDERABLE,144.0,144.0,144.0,144.0,7200.0,7200.0,7200.0,7200.0
49250,LABRF,RHUEMATOID FACTOR,1009,"Rheumatoid Factor, Serum",129.0,129.0,129.0,129.0,130161.0,130161.0,130161.0,130161.0
66063,LABRF,RHEUMATOID FACTOR,5,"Rheumatoid Factor, Serum",129.0,129.0,129.0,129.0,645.0,645.0,645.0,645.0
49257,LABYTHI,THIOCYANATE,31,THIOCYANATE                           NONORDERABLE,33.0,33.0,33.0,33.0,1023.0,1023.0,1023.0,1023.0
49283,LABMTXL,METHOTREXATE,1792,METHOTREXATE,291.0,291.0,291.0,291.0,521472.0,521472.0,521472.0,521472.0
49286,LABGIARS,GIARDIA SCREEN,756,Giardia screen,282.0,282.0,282.0,282.0,213192.0,213192.0,213192.0,213192.0
49297,LABCFRESP,CYSTIC FIBROSIS RESPIRATORY CULTURE,878,Cystic Fibrosis Respiratory Culture,302.0,302.0,302.0,302.0,265156.0,265156.0,265156.0,265156.0
49299,LABGNTPRL,GENTAMICIN TROUGH LEVEL,942,"GENTAMICIN, TROUGH",319.0,319.0,319.0,319.0,300498.0,300498.0,300498.0,300498.0
49301,LABPCCG4,"ISTAT CG4, ARTERIAL",1271,"ISTAT CG4, ARTERIAL",330.0,815.0,572.5,572.5,419430.0,1035865.0,727647.5,727647.5
49304,LABBSME,BLOOD PARASITE EXAM (NOT MALARIA),126,BLOOD SMEAR EXAM,379.0,379.0,379.0,379.0,47754.0,47754.0,47754.0,47754.0
49316,LABUPIE,URINE PROTEIN IMMUNOFIXATION ELECTROPHORESIS,1563,"URINE PROTEIN IMMUNOFIX ELECT, RANDOM",376.0,376.0,376.0,376.0,587688.0,587688.0,587688.0,587688.0
49318,LABPCACT,ACTIVATED CLOTTING TIME (POCT),189,"ACTIVATED CLOTTING TIME, POCT",250.0,250.0,250.0,250.0,47250.0,47250.0,47250.0,47250.0
49320,LABROMSP,MICROSPORIDIUM SCREEN,267,R/O Microsporidium,379.0,379.0,379.0,379.0,101193.0,101193.0,101193.0,101193.0
49324,LABUGL,"GLUCOSE WITH CREATININE, URINE (RANDOM)",5,"GLUCOSE, UR (RANDOM) W/CREAT",250.0,250.0,250.0,250.0,1250.0,1250.0,1250.0,1250.0
49327,LABYMYCRB,"MYCOPLASMA CULTURE, RESPIRATORY",36,MYCOPLASMA PNEUMONIAE CULT,75.0,75.0,75.0,75.0,2700.0,2700.0,2700.0,2700.0
49334,LABPHEN,PHENYTOIN LEVEL,3835,Phenytoin,346.0,346.0,346.0,346.0,1326910.0,1326910.0,1326910.0,1326910.0
49343,LABFACT7,FACTOR VII ASSAY,115,Factor VII Assay,285.0,285.0,285.0,285.0,32775.0,32775.0,32775.0,32775.0
49350,LABC4,"COMPLEMENT C4, SERUM",917,"Complement C4, Serum",199.0,199.0,199.0,199.0,182483.0,182483.0,182483.0,182483.0
49353,LABOSM,"OSMOLALITY, SERUM",5678,"Osmolality, Serum",209.0,209.0,209.0,209.0,1186702.0,1186702.0,1186702.0,1186702.0
49363,LABBMCEBP,"DETECTION OF CEBPA, BONE MARROW",312,"DETECTION CEBPA, BONE MARROW",1881.0,1881.0,1881.0,1881.0,586872.0,586872.0,586872.0,586872.0
49367,LABAPC,ACTIVATED PROTEIN C RESISTANCE,103,Activated Protein C Resistance,285.0,285.0,285.0,285.0,29355.0,29355.0,29355.0,29355.0
49371,LABCEA,CEA,1124,CEA,490.0,490.0,490.0,490.0,550760.0,550760.0,550760.0,550760.0
49381,LABHBCT,ANTI-HBC,750,ANTI-HBc,189.0,189.0,189.0,189.0,141750.0,141750.0,141750.0,141750.0
49382,LABYA1APH,ALPHA - 1 - ANTITRYPSIN PHENOTYPE,82,ALPHA-1-ANTITRYPSIN PHENOTYPE,11.0,12.0,11.5,11.5,902.0,984.0,943.0,943.0
49403,LABGLNF,"GLUCOSE NON-FASTING, SERUM/PLASMA",711,"Glucose, Nonfasting, Ser/Plas",159.0,159.0,159.0,159.0,113049.0,113049.0,113049.0,113049.0
49411,LABVHHA,VH HYPERMUTATION ASSAY,15,VH HYPERMUTATION ASSAY,1778.0,1778.0,1778.0,1778.0,26670.0,26670.0,26670.0,26670.0
49418,LAB11133R,DONOR HBC AB,35,DONOR HBC AB,35.0,35.0,35.0,35.0,1225.0,1225.0,1225.0,1225.0
49426,LABUTP,"PROTEIN, URINE (TIMED)",719,"TOTAL PROTEIN, URINE (TIMED)",103.0,103.0,103.0,103.0,74057.0,74057.0,74057.0,74057.0
49442,LABFCR,"CREATININE, FLUID",2475,"CREATININE, FLUID",174.0,174.0,174.0,174.0,430650.0,430650.0,430650.0,430650.0
49444,LABAFBSO,AFB SMEAR ONLY,282,AFB (Smear only),162.0,162.0,162.0,162.0,45684.0,45684.0,45684.0,45684.0
49462,LABYGDA,"DRUG SCREEN, FLUIDS",60,"DRUG SCREEN, BODY FLUID              NON ORDERABLE 112310",69.0,69.0,69.0,69.0,4140.0,4140.0,4140.0,4140.0
49466,LABVWAG,VON WILLEBRAND AG,117,Von Willebrand Antigen,328.0,328.0,328.0,328.0,38376.0,38376.0,38376.0,38376.0
49468,LABBARTPC,"BARTONELLA DNA, QUALI, PCR",65,"BARTONELLA DNA,QUALITATIVE,PCR",224.0,224.0,224.0,224.0,14560.0,14560.0,14560.0,14560.0
49469,LABURCL,"CHLORIDE, URINE (RANDOM)",578,"CHLORIDE,UR(RANDOM) W/O CREAT",131.0,131.0,131.0,131.0,75718.0,75718.0,75718.0,75718.0
49475,LABACA,ANTI CARDIOLIPIN AB,862,"ANTI-CARDIOLIPIN AB, IGG&IGM",243.0,243.0,243.0,243.0,209466.0,209466.0,209466.0,209466.0
49478,LABLEGDA,LEGIONELLA CULTURE,1338,Legionella Cult/DirA,165.0,165.0,165.0,165.0,220770.0,220770.0,220770.0,220770.0
49486,LABY25VD,"VITAMIN D, 25-HYDROXY",107,"VITAMIN D, 25-HYDROXYVITAMIN",32.0,32.0,32.0,32.0,3424.0,3424.0,3424.0,3424.0
49496,LABF8INH,FACTOR VIII INHIBITOR HUMAN,76,"Factor VIII Inhibitor, Human",251.0,251.0,251.0,251.0,19076.0,19076.0,19076.0,19076.0
