med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
"ALBUMIN, HUMAN 5 % 5 % IV SOLP",0.7358490566037735,39,14,125,0.6825396825396826,43,20,100,0.5471844853956612
MELATONIN 3 MG PO TABS,0.2641509433962264,14,39,16,0.31746031746031744,20,43,24,0.5471844853956612
ATORVASTATIN 40 MG PO TABS,0.37735849056603776,20,33,36,0.31746031746031744,20,43,24,0.558779425009955
LIDOCAINE 2 G/250 ML D5W IV INFUSION PREMIX (PAIN INDICATION),0.39622641509433965,21,32,28,0.3333333333333333,21,42,21,0.5619542435010005
CALCIUM CHLORIDE 1 GRAM (13.6 MEQ)/50 ML NS IVPB,0.5849056603773585,31,22,96,0.6507936507936508,41,22,64,0.5649890572751859
DOCUSATE SODIUM 50 MG/5 ML PO LIQD,0.1320754716981132,7,46,14,0.09523809523809523,6,57,9,0.5671792172496556
NORMOSOL-R IV BOLUS - 1000 ML,0.09433962264150944,5,48,7,0.14285714285714285,9,54,12,0.5697005033627645
CEFAZOLIN IV PUSH (1 GRAM VIAL ONLY),0.5660377358490566,30,23,39,0.6190476190476191,39,24,52,0.5752485509470706
INSULIN NPH ISOPH U-100 HUMAN 100 UNIT/ML SC SUSP,0.41509433962264153,22,31,47,0.47619047619047616,30,33,54,0.5758197578057344
SUVOREXANT 5 MG PO TABS,0.03773584905660377,2,51,3,0.015873015873015872,1,62,1,0.5916160340882191
ISOSORBIDE DINITRATE 10 MG PO TABS,0.03773584905660377,2,51,2,0.015873015873015872,1,62,2,0.5916160340882191
CASPOFUNGIN 50 MG IN NS 100 ML IVPB,0.03773584905660377,2,51,4,0.015873015873015872,1,62,1,0.5916160340882191
ACETAMINOPHEN 325 MG/10.15 ML PO SOLN,0.03773584905660377,2,51,3,0.015873015873015872,1,62,1,0.5916160340882191
"ANTI-INHIBITOR COAGULANT CMPLX 1,750-3,250 UNIT IV SOLR",0.03773584905660377,2,51,4,0.015873015873015872,1,62,1,0.5916160340882191
GUAIFENESIN 100 MG/5 ML PO LIQD,0.03773584905660377,2,51,3,0.015873015873015872,1,62,1,0.5916160340882191
LIDOCAINE (PF) 20 MG/ML (2 %) INJ SOLN,0.03773584905660377,2,51,3,0.015873015873015872,1,62,1,0.5916160340882191
NITROGLYCERIN 0.4 MG SL SUBL,0.03773584905660377,2,51,3,0.015873015873015872,1,62,1,0.5916160340882191
NITROFURANTOIN MONOHYD/M-CRYST 100 MG PO CAPS,0.03773584905660377,2,51,2,0.015873015873015872,1,62,1,0.5916160340882191
"HEPARIN IV INFUSION (A-FIB PROTOCOL, A-FIB & INR < 2)",0.03773584905660377,2,51,3,0.015873015873015872,1,62,2,0.5916160340882191
"POTASSIUM, SODIUM PHOSPHATES 280-160-250 MG PO PWPK",0.03773584905660377,2,51,2,0.015873015873015872,1,62,1,0.5916160340882191
"HEPARIN IV REBOLUS (A-FIB PROTOCOL, HAL 0.1 - 0.19)",0.03773584905660377,2,51,3,0.015873015873015872,1,62,2,0.5916160340882191
"HEPARIN IV REBOLUS (A-FIB PROTOCOL, HAL < 0.1)",0.03773584905660377,2,51,3,0.015873015873015872,1,62,2,0.5916160340882191
SEVELAMER CARBONATE 0.8 GRAM PO PWPK,0.03773584905660377,2,51,7,0.015873015873015872,1,62,3,0.5916160340882191
SEVELAMER CARBONATE 800 MG PO TABS,0.03773584905660377,2,51,3,0.015873015873015872,1,62,1,0.5916160340882191
HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,0.03773584905660377,2,51,3,0.015873015873015872,1,62,1,0.5916160340882191
"LEVETIRACETAM IN NACL (ISO-OS) 1,000 MG/100 ML IV PGBK",0.03773584905660377,2,51,3,0.015873015873015872,1,62,1,0.5916160340882191
DEXTROSE-SOD CITRATE-CITRIC AC 2.45-2.2 GRAM- 800 MG/100 ML MISC SOLN (CRRT - RN TITRATION),0.03773584905660377,2,51,6,0.015873015873015872,1,62,1,0.5916160340882191
LEVETIRACETAM 500 MG PO TABS,0.03773584905660377,2,51,6,0.015873015873015872,1,62,2,0.5916160340882191
BICARB DIALYSIS 16 W-O CALCIUM K 4 MEQ/L -MG 1.5 MEQ/L HEMODIAL SOLN,0.03773584905660377,2,51,10,0.015873015873015872,1,62,1,0.5916160340882191
CHLOROTHIAZIDE IVPB,0.03773584905660377,2,51,2,0.015873015873015872,1,62,1,0.5916160340882191
CHLOROTHIAZIDE 500 MG PO TABS,0.03773584905660377,2,51,2,0.015873015873015872,1,62,2,0.5916160340882191
LANSOPRAZOLE 30 MG PO TBLD,0.03773584905660377,2,51,2,0.015873015873015872,1,62,2,0.5916160340882191
METOPROLOL SUCCINATE 100 MG PO TB24,0.03773584905660377,2,51,3,0.015873015873015872,1,62,1,0.5916160340882191
ALBUTEROL SULFATE 2.5 MG/0.5 ML INH NEBU,0.03773584905660377,2,51,2,0.015873015873015872,1,62,1,0.5916160340882191
SODIUM CHLORIDE 10 % INH NEBU,0.03773584905660377,2,51,2,0.015873015873015872,1,62,1,0.5916160340882191
AMINOCAPROIC ACID IV INFUSION,0.8867924528301887,47,6,49,0.8412698412698413,53,10,54,0.592515988089632
VASOPRESSIN IV INFUSION,0.11320754716981132,6,47,11,0.15873015873015872,10,53,13,0.5925159880896322
NS IV BOLUS - 250 ML,0.16981132075471697,9,44,15,0.12698412698412698,8,55,14,0.6020493962371372
POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP,0.9811320754716981,52,1,58,0.9523809523809523,60,3,64,0.6241421906652636
WARFARIN 6 MG PO TABS,0.018867924528301886,1,52,1,0.047619047619047616,3,60,4,0.6241421906652636
FENTANYL 50 MCG/ML EPIDURAL PCEA,0.018867924528301886,1,52,1,0.047619047619047616,3,60,3,0.6241421906652636
SERTRALINE 25 MG PO TABS,0.018867924528301886,1,52,2,0.047619047619047616,3,60,3,0.6241421906652636
HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.018867924528301886,1,52,2,0.047619047619047616,3,60,5,0.6241421906652636
HYDROMORPHONE 0.05 MG/ML EPIDURAL INFUSION,0.018867924528301886,1,52,1,0.047619047619047616,3,60,3,0.6241421906652636
LR IV BOLUS - 250 ML,0.018867924528301886,1,52,1,0.047619047619047616,3,60,3,0.6241421906652636
VANCOMYCIN IN DEXTROSE 5 % 1 GRAM/200 ML IV PGBK,0.018867924528301886,1,52,1,0.047619047619047616,3,60,3,0.6241421906652636
INSULIN REGULAR 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (BEDTIME),0.018867924528301886,1,52,1,0.047619047619047616,3,60,3,0.6241421906652636
INSULIN REGULAR 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (MEALS),0.018867924528301886,1,52,1,0.047619047619047616,3,60,3,0.6241421906652636
TERAZOSIN 2 MG PO CAPS,0.018867924528301886,1,52,1,0.047619047619047616,3,60,4,0.6241421906652636
"BUPIVACAINE IN NACL(PF) 0.125 % (1,250 MCG/ML) EP SOLN",0.018867924528301886,1,52,1,0.047619047619047616,3,60,4,0.6241421906652636
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 INJ SOLN",0.018867924528301886,1,52,1,0.047619047619047616,3,60,3,0.6241421906652636
CEPHALEXIN 500 MG PO CAPS,0.05660377358490566,3,50,6,0.031746031746031744,2,61,3,0.6588195480741231
LIDOCAINE HCL 2 % VISCOUS ORAL SOLN,0.05660377358490566,3,50,3,0.031746031746031744,2,61,2,0.6588195480741231
INSULIN REGULAR 100 UNIT/ML SC MILD SCALE NPO,0.05660377358490566,3,50,3,0.031746031746031744,2,61,2,0.6588195480741231
APIXABAN 2.5 MG PO TABS,0.05660377358490566,3,50,3,0.031746031746031744,2,61,3,0.6588195480741231
"THROMBIN (BOVINE) 5,000 UNIT TP SOLR",0.05660377358490566,3,50,3,0.031746031746031744,2,61,2,0.6588195480741231
LISINOPRIL 2.5 MG PO TABS,0.05660377358490566,3,50,7,0.031746031746031744,2,61,4,0.6588195480741231
SODIUM CHLORIDE 0.9 % IV SOLP,0.2641509433962264,14,39,16,0.2222222222222222,14,49,18,0.6658204597814206
PREFERRED ANTIBIOTIC AGENT,0.03773584905660377,2,51,2,0.06349206349206349,4,59,4,0.6864828279600053
WARFARIN 4 MG PO TABS,0.03773584905660377,2,51,6,0.06349206349206349,4,59,4,0.6864828279600053
KETOROLAC 30 MG/ML (1 ML) INJ SOLN,0.03773584905660377,2,51,3,0.06349206349206349,4,59,6,0.6864828279600053
BUMETANIDE IVPB,0.03773584905660377,2,51,5,0.06349206349206349,4,59,5,0.6864828279600053
HYDROXYZINE HCL 10 MG PO TABS,0.03773584905660377,2,51,2,0.06349206349206349,4,59,7,0.6864828279600053
CLEVIDIPINE 50 MG/100 ML IV EMUL,0.660377358490566,35,18,50,0.6984126984126984,44,19,58,0.6930671345649628
INSULIN REGULAR IV BOLUS,0.3584905660377358,19,34,20,0.31746031746031744,20,43,22,0.6955510279375844
GENTAMICIN-SODIUM CITRATE 320 MCG/ML-4 % INTRA-CATHET SOLN,0.07547169811320754,4,49,87,0.047619047619047616,3,60,10,0.7007336085072776
HEPARIN + NS MIXTURE (SHC OR),0.07547169811320754,4,49,4,0.047619047619047616,3,60,3,0.7007336085072776
LIDOCAINE HCL 20 MG/ML (2 %) INJ SOLN,0.07547169811320754,4,49,5,0.047619047619047616,3,60,4,0.7007336085072776
HEPARIN + PHYSIOSOL FLUSH MIXTURE (SHC OR),0.07547169811320754,4,49,4,0.047619047619047616,3,60,4,0.7007336085072776
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.07547169811320754,4,49,6,0.047619047619047616,3,60,3,0.7007336085072776
SODIUM CHLORIDE 0.65 % NASAL SPRA,0.07547169811320754,4,49,7,0.047619047619047616,3,60,3,0.7007336085072776
INSULIN REGULAR 1 UNIT/ML IV INFUSION (HYPERGLYCEMIA),0.4339622641509434,23,30,33,0.3968253968253968,25,38,41,0.7088853507023056
SCOPOLAMINE BASE 1 MG OVER 3 DAYS TD PT3D,0.05660377358490566,3,50,3,0.07936507936507936,5,58,6,0.7254436775296123
BUMETANIDE 0.25 MG/ML INJ SOLN,0.09433962264150944,5,48,15,0.06349206349206349,4,59,9,0.7300196162374523
WARFARIN 1 MG PO TABS,0.09433962264150944,5,48,20,0.06349206349206349,4,59,4,0.7300196162374523
NARCAN 4 MG/ACTUATION NASAL SPRY,0.07547169811320754,4,49,4,0.1111111111111111,7,56,7,0.7519506625173462
ATORVASTATIN 10 MG PO TABS,0.07547169811320754,4,49,6,0.1111111111111111,7,56,9,0.7519506625173462
THERAPEUTIC MULTIVITAMIN (GENERIC) PO TABS,0.9245283018867925,49,4,68,0.8888888888888888,56,7,61,0.7519506625173464
NICARDIPINE IN NACL (ISO-OS) 40 MG/200 ML IV PGBK,0.07547169811320754,4,49,5,0.09523809523809523,6,57,11,0.7527282466473862
ASCORBIC ACID (VITAMIN C) 500 MG PO TABS,0.9245283018867925,49,4,80,0.9047619047619048,57,6,79,0.7527282466473864
POTASSIUM CHLORIDE ORAL TABLET REPLACEMENT SCALE,0.8867924528301887,47,6,61,0.9047619047619048,57,6,63,0.7691622491998165
HYDROMORPHONE 1 MG/ML IV PCA,0.11320754716981132,6,47,8,0.09523809523809523,6,57,6,0.7691622491998167
SODIUM PHOSPHATE IVPB,0.1320754716981132,7,46,14,0.1111111111111111,7,56,11,0.7803679652580777
WARFARIN PER PHARMACY PROTOCOL,0.1509433962264151,8,45,18,0.12698412698412698,8,55,14,0.7900550758307238
POTASSIUM CHLORIDE 10 MEQ PO TBSR,0.1320754716981132,7,46,10,0.15873015873015872,10,53,14,0.7947788366245327
CARVEDILOL 6.25 MG PO TABS,0.20754716981132076,11,42,24,0.1746031746031746,11,52,35,0.8125807902663811
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.16981132075471697,9,44,11,0.19047619047619047,12,51,16,0.8132361021885264
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.24528301886792453,13,40,20,0.2222222222222222,14,49,19,0.8273902999853141
TRAZODONE 50 MG PO TABS,0.2641509433962264,14,39,27,0.23809523809523808,15,48,22,0.8306792017102739
ASPIRIN 81 MG PO TBEC,0.5849056603773585,31,22,58,0.6190476190476191,39,24,75,0.8490419297063159
ENOXAPARIN 30 MG/0.3 ML SC SYRG,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
RENAL SOLUTION,0.03773584905660377,2,51,5,0.031746031746031744,2,61,3,1.0
WARFARIN 7.5 MG PO TABS,0.03773584905660377,2,51,3,0.031746031746031744,2,61,2,1.0
DRONABINOL 2.5 MG PO CAPS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
ROSUVASTATIN 20 MG PO TABS,0.09433962264150944,5,48,9,0.09523809523809523,6,57,8,1.0
ROSUVASTATIN 5 MG PO TABS,0.03773584905660377,2,51,4,0.047619047619047616,3,60,3,1.0
ARGATROBAN 50 MG IN 50 ML IV INFUSION (LVAD HIGH BLEED RISK),0.03773584905660377,2,51,2,0.031746031746031744,2,61,2,1.0
ASPIRIN 300 MG PR SUPP,0.7358490566037735,39,14,46,0.746031746031746,47,16,48,1.0
DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,0.03773584905660377,2,51,7,0.031746031746031744,2,61,4,1.0
ASPIRIN 325 MG PO TABS,0.018867924528301886,1,52,2,0.015873015873015872,1,62,1,1.0
SENNOSIDES 8.6 MG PO TABS,1.0,53,0,165,0.9841269841269841,62,1,142,1.0
"DOPAMINE IN 5 % DEXTROSE 400 MG/250 ML (1,600 MCG/ML) IV SOLN",0.18867924528301888,10,43,15,0.1746031746031746,11,52,18,1.0
ACETAZOLAMIDE 250 MG PO TABS,0.09433962264150944,5,48,7,0.1111111111111111,7,56,9,1.0
EPLERENONE 25 MG PO TABS,0.05660377358490566,3,50,6,0.06349206349206349,4,59,7,1.0
DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.018867924528301886,1,52,2,0.031746031746031744,2,61,2,1.0
FERROUS SULFATE 300 MG (60 MG IRON)/5 ML PO LIQD,0.03773584905660377,2,51,2,0.031746031746031744,2,61,3,1.0
FAMOTIDINE 40 MG/5 ML (8 MG/ML) PO SUSP,0.03773584905660377,2,51,2,0.031746031746031744,2,61,2,1.0
FAMOTIDINE 20 MG PO TABS,0.2830188679245283,15,38,19,0.2698412698412698,17,46,30,1.0
POTASSIUM CHLORIDE IN 5 % DEX 20 MEQ/L IV SOLP,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
POTASSIUM CHLORIDE IN WATER 10 MEQ/100 ML IV PGBK,1.0,53,0,86,0.9841269841269841,62,1,90,1.0
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,1.0,53,0,83,0.9841269841269841,62,1,81,1.0
EPINEPHRINE 1 MG/ML INJ SOLN,0.03773584905660377,2,51,2,0.031746031746031744,2,61,2,1.0
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK,1.0,53,0,166,0.9841269841269841,62,1,123,1.0
EPOPROSTENOL (VELETRI) INHALATION SYRINGE (PREMIX),0.07547169811320754,4,49,6,0.06349206349206349,4,59,4,1.0
POTASSIUM PHOSPHATE IVPB,0.16981132075471697,9,44,13,0.15873015873015872,10,53,12,1.0
"EPOETIN ALFA-EPBX 10,000 UNIT/ML INJ SOLN",0.018867924528301886,1,52,3,0.015873015873015872,1,62,1,1.0
POVIDONE-IODINE 10 % TP SWAB,0.03773584905660377,2,51,2,0.047619047619047616,3,60,3,1.0
EPLERENONE 50 MG PO TABS,0.018867924528301886,1,52,1,0.031746031746031744,2,61,5,1.0
"ALBUMIN, HUMAN 25 % 25 % IV SOLP",0.05660377358490566,3,50,7,0.047619047619047616,3,60,6,1.0
WHITE PETROLATUM-MINERAL OIL OPHTH OINT WRAPPER,0.8113207547169812,43,10,48,0.7936507936507936,50,13,54,1.0
DILTIAZEM HCL 60 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
ASPIRIN 81 MG PO CHEW,0.8679245283018868,46,7,102,0.8571428571428571,54,9,81,1.0
TRIPLE MIX,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
BISACODYL 5 MG PO TBEC,0.018867924528301886,1,52,1,0.031746031746031744,2,61,2,1.0
CHLOROTHIAZIDE 250 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
CHLORHEXIDINE GLUCONATE 0.12 % MM MWSH,0.9622641509433962,51,2,113,0.9682539682539683,61,2,123,1.0
BUDESONIDE 0.5 MG/2 ML INH NBSP,0.03773584905660377,2,51,6,0.047619047619047616,3,60,4,1.0
ANTI-INHIBITOR COAGULANT CMPLX 350-650 UNIT IV SOLR,0.018867924528301886,1,52,4,0.015873015873015872,1,62,1,1.0
CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OPHT DPET,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
SPIRONOLACTONE 25 MG PO TABS,0.07547169811320754,4,49,7,0.06349206349206349,4,59,7,1.0
CAMPHOR-MENTHOL 0.5-0.5 % TP LOTN,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
"VANCOMYCIN 1,750 MG IN D5W 500 ML IVPB",0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
CAFFEINE 200 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
TORSEMIDE 20 MG PO TABS,0.018867924528301886,1,52,2,0.015873015873015872,1,62,1,1.0
"VANCOMYCIN 1,000 MG IV SOLR",0.09433962264150944,5,48,6,0.07936507936507936,5,58,5,1.0
BUPROPION HCL 150 MG PO TB24,0.018867924528301886,1,52,2,0.015873015873015872,1,62,1,1.0
VALACYCLOVIR 1 GRAM PO TABS,0.018867924528301886,1,52,2,0.015873015873015872,1,62,1,1.0
CALCIUM ACETATE(PHOSPHAT BIND) 667 MG PO CAPS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
DIAZEPAM 5 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
BENZOCAINE-MENTHOL 15-3.6 MG MM LOZG,0.05660377358490566,3,50,3,0.06349206349206349,4,59,4,1.0
CLONIDINE HCL 0.3 MG PO TABS,0.018867924528301886,1,52,2,0.015873015873015872,1,62,1,1.0
SIMETHICONE 80 MG PO CHEW,0.09433962264150944,5,48,8,0.09523809523809523,6,57,8,1.0
AMLODIPINE 2.5 MG PO TABS,0.03773584905660377,2,51,3,0.047619047619047616,3,60,4,1.0
SODIUM BICARBONATE 8.4 % (1 MEQ/ML) IV SYRG,0.018867924528301886,1,52,2,0.015873015873015872,1,62,2,1.0
ATENOLOL 25 MG PO TABS,0.03773584905660377,2,51,2,0.031746031746031744,2,61,4,1.0
DEXTROSE 10 % IN WATER (D10W) 10 % IV SOLP,0.018867924528301886,1,52,1,0.015873015873015872,1,62,3,1.0
ATORVASTATIN 80 MG PO TABS,0.1320754716981132,7,46,7,0.12698412698412698,8,55,8,1.0
SODIUM POLYSTYRENE SULFONATE PO POWD,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
D5W WITH SODIUM BICARBONATE 150 MEQ/L  IV INFUSION FOR CONTRAST STUDY,0.018867924528301886,1,52,2,0.015873015873015872,1,62,1,1.0
CUSTOM INV (HIGH ALERT) - MIXTURE,0.018867924528301886,1,52,2,0.031746031746031744,2,61,6,1.0
COLCHICINE 0.6 MG PO TABS,0.018867924528301886,1,52,2,0.031746031746031744,2,61,3,1.0
FLU VACC QS2019-20 6MOS UP(PF) 60 MCG (15 MCG X 4)/0.5 ML IM SYRG,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
CLOPIDOGREL 75 MG PO TABS,0.09433962264150944,5,48,10,0.07936507936507936,5,58,11,1.0
ACETAMINOPHEN 500 MG PO TABS,0.9622641509433962,51,2,137,0.9682539682539683,61,2,129,1.0
BARIUM SULFATE 81 % (W/W) PO POWD,0.018867924528301886,1,52,3,0.015873015873015872,1,62,1,1.0
CYCLOBENZAPRINE 10 MG PO TABS,0.018867924528301886,1,52,1,0.031746031746031744,2,61,2,1.0
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN (RT PANEL),0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
GABAPENTIN 100 MG PO CAPS,0.3018867924528302,16,37,22,0.2857142857142857,18,45,31,1.0
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,1.0,53,0,212,0.9841269841269841,62,1,188,1.0
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.9811320754716981,52,1,121,0.9682539682539683,61,2,100,1.0
MEGESTROL 400 MG/10 ML (10 ML) PO SUSP,0.03773584905660377,2,51,4,0.031746031746031744,2,61,2,1.0
IOPAMIDOL 61 % IV SOLN (RADIOLOGY) 50 ML,0.03773584905660377,2,51,2,0.031746031746031744,2,61,2,1.0
INSULIN REGULAR HUMAN 100 UNIT/ML INJ SOLN,0.09433962264150944,5,48,13,0.07936507936507936,5,58,14,1.0
INSULIN REGULAR 100 UNIT/ML SC MODERATE SCALE FEEDING (MEALS),0.03773584905660377,2,51,2,0.031746031746031744,2,61,2,1.0
INSULIN REGULAR 100 UNIT/ML SC MODERATE SCALE FEEDING (BEDTIME),0.03773584905660377,2,51,2,0.031746031746031744,2,61,2,1.0
METFORMIN 500 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
METHYLPHENIDATE HCL 10 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,2,1.0
METHYLPREDNISOLONE SOD SUC(PF) 125 MG/2 ML INJ SOLR,0.018867924528301886,1,52,3,0.015873015873015872,1,62,1,1.0
METOCLOPRAMIDE HCL 10 MG PO TABS,0.018867924528301886,1,52,1,0.031746031746031744,2,61,2,1.0
METOCLOPRAMIDE HCL 5 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (MEALS),0.18867924528301888,10,43,10,0.1746031746031746,11,52,11,1.0
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (BEDTIME),0.18867924528301888,10,43,10,0.1746031746031746,11,52,11,1.0
METOPROLOL SUCCINATE 50 MG PO TB24,0.1320754716981132,7,46,12,0.12698412698412698,8,55,17,1.0
IBUPROFEN 600 MG PO TABS,0.018867924528301886,1,52,1,0.031746031746031744,2,61,3,1.0
METOPROLOL TARTRATE 37.5 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,3,1.0
HYDROMORPHONE 2 MG PO TABS,0.03773584905660377,2,51,2,0.047619047619047616,3,60,4,1.0
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 150 ML,0.03773584905660377,2,51,2,0.047619047619047616,3,60,3,1.0
MAGNESIUM OXIDE-MG AA CHELATE 133 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,2,1.0
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 200 ML,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
AMIODARONE 400 MG PO TABS,0.09433962264150944,5,48,5,0.07936507936507936,5,58,6,1.0
LEVOTHYROXINE 75 MCG PO TABS,0.018867924528301886,1,52,5,0.031746031746031744,2,61,4,1.0
LEVOTHYROXINE 25 MCG PO TABS,0.03773584905660377,2,51,2,0.031746031746031744,2,61,2,1.0
LEVOFLOXACIN 750 MG PO TABS,0.018867924528301886,1,52,3,0.015873015873015872,1,62,2,1.0
LEVETIRACETAM IN NACL (ISO-OS) 500 MG/100 ML IV PGBK,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
LIDOCAINE IN 5 % DEXTROSE (PF) 8 MG/ML (0.8 %) IV SOLP,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
LEVETIRACETAM 500 MG/5 ML (5 ML) PO SOLN,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
LIOTHYRONINE 5 MCG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
LISINOPRIL 10 MG PO TABS,0.05660377358490566,3,50,5,0.047619047619047616,3,60,8,1.0
METOPROLOL TARTRATE 75 MG PO TABS,0.03773584905660377,2,51,3,0.031746031746031744,2,61,2,1.0
LATANOPROST 0.005 % OPHT DROP,0.018867924528301886,1,52,3,0.015873015873015872,1,62,1,1.0
LACTOBACILLUS RHAMNOSUS GG 15 BILLION CELL PO CPSP,0.03773584905660377,2,51,4,0.047619047619047616,3,60,4,1.0
LOPERAMIDE 2 MG PO CAPS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,3,1.0
LORAZEPAM 0.5 MG PO TABS,0.018867924528301886,1,52,1,0.015873015873015872,1,62,3,1.0
LORAZEPAM 2 MG/ML INJ SOLN,0.09433962264150944,5,48,12,0.07936507936507936,5,58,8,1.0
LOSARTAN 100 MG PO TABS,0.018867924528301886,1,52,2,0.015873015873015872,1,62,1,1.0
LABETALOL 200 MG PO TABS,0.018867924528301886,1,52,3,0.031746031746031744,2,61,6,1.0
KETOROLAC 15 MG/ML INJ SOLN,0.22641509433962265,12,41,20,0.23809523809523808,15,48,27,1.0
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 75 ML,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
LISINOPRIL 20 MG PO TABS,0.03773584905660377,2,51,7,0.047619047619047616,3,60,6,1.0
HYDROMORPHONE 1 MG/ML INJ SYRG,1.0,53,0,267,1.0,63,0,245,1.0
ALUM-MAG HYDROXIDE-SIMETH 400-400-40 MG/5 ML PO SUSP,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
HYDROCORTISONE SOD SUCC (PF) 100 MG/2 ML INJ SOLR,0.018867924528301886,1,52,2,0.015873015873015872,1,62,2,1.0
NS W/ GENTAMICIN + VANCOMYCIN MIXTURE (SHC OR),0.018867924528301886,1,52,1,0.031746031746031744,2,61,2,1.0
ONDANSETRON 4 MG PO TBDL,1.0,53,0,109,0.9841269841269841,62,1,117,1.0
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,53,0,85,1.0,63,0,83,1.0
OXYCODONE 10 MG PO TABS,0.018867924528301886,1,52,1,0.031746031746031744,2,61,2,1.0
OXYCODONE 10 MG PO TR12,0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
OXYCODONE 5 MG PO TABS,1.0,53,0,341,0.9841269841269841,62,1,375,1.0
GABAPENTIN 600 MG PO TABS,0.018867924528301886,1,52,3,0.015873015873015872,1,62,2,1.0
OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.018867924528301886,1,52,4,0.015873015873015872,1,62,1,1.0
NS IV BOLUS - 500 ML,0.09433962264150944,5,48,10,0.07936507936507936,5,58,6,1.0
GABAPENTIN 300 MG PO CAPS,0.6226415094339622,33,20,70,0.6190476190476191,39,24,73,1.0
PAPAVERINE + NS MIXTURE (SHC OR),0.018867924528301886,1,52,1,0.015873015873015872,1,62,1,1.0
PAPAVERINE 30 MG/ML INJ SOLN,0.05660377358490566,3,50,3,0.047619047619047616,3,60,3,1.0
PATCH CHECK,0.07547169811320754,4,49,7,0.07936507936507936,5,58,6,1.0
PHENOL 1.4 % MM SPRA,0.018867924528301886,1,52,1,0.031746031746031744,2,61,2,1.0
ALBUTEROL SULFATE 2.5 MG /3 ML (0.083 %) INH NEBU,0.03773584905660377,2,51,2,0.047619047619047616,3,60,3,1.0
