features,indices
S72.90XA,2423
LOMOTIL PO,2424
TACLONEX TP,2425
KETOROLAC 30 MG/ML (1 ML) INJ SOLN,2426
KEFLEX PO,2427
CARBAMAZEPINE PO,2428
CELEXA 20 MG PO TABS,2429
GENTAMICIN 60 MG IVPB,2430
AMOXICILLIN 250 MG PO CAPS,2431
ENEMA 19-7 GRAM/118 ML PR ENEM,2432
G45.9,2433
DULCOLAX 10 MG PR SUPP,2434
EXCEDRIN PO,2435
C81.90,2436
TYLENOL EXTRA STRENGTH 500 MG PO TABS,2437
VINORELBINE IV CHEMO INJECTION,2438
D5-1/2 NS & POTASSIUM CHLORIDE 40 MEQ/L IV SOLP,2439
KADIAN 100 MG PO CSRP,2440
MORPHINE 30 MG PO CAPS,2441
LOVASTATIN 10 MG PO TABS,2442
G51.0,2443
MORPHINE 100 MG PO TBSR,2444
PREMARIN 1.25 MG PO TABS,2445
CONJUGATED ESTROGENS 1.25 MG PO TABS,2446
SENNA LAXATIVE PO,2447
BYSTOLIC 10 MG PO TABS,2448
LEVOXYL 75 MCG PO TABS,2449
EZETIMIBE 10 MG PO TABS,2450
BUPROPION HCL 150 MG PO TBSR,2451
Z00.00,2452
AMOXICILLIN-POT CLAVULANATE 875-125 MG PO TABS,2453
AZATHIOPRINE 50 MG PO TABS,2454
D46.20,2455
DECITABINE CHEMO INFUSION,2456
LIDOCAINE-PRILOCAINE 2.5-2.5 % TP CREA,2457
M25.519,2458
INDERAL PO,2459
S06.369A,2460
"Z98.890, Z86.79",2461
B16.9,2462
POST VOID TEST,2463
ENTECAVIR 1 MG PO TABS,2464
DOXAZOSIN 4 MG PO TABS,2465
K83.1,2466
VENLAFAXINE 25 MG PO TABS,2467
C54.9,2468
MULTIVITAMIN PO CAPS,2469
ALENDRONATE 10 MG PO TABS,2470
PRILOSEC OTC PO,2471
H49.20,2472
SIMVASTATIN 5 MG PO TABS,2473
PREMARIN 0.625 MG PO TABS,2474
M17.12,2475
F17.210,2476
PRAVASTATIN 40 MG PO TABS,2477
"VITAMIN D 2,000 UNIT PO CAPS",2478
ATIVAN 0.5 MG PO TABS,2479
CHOLECALCIFEROL (VITAMIN D3) 400 UNIT PO TABS,2480
NEPHRO-VITE PO,2481
NOVOLOG 100 UNIT/ML SC SOLN,2482
FEOSOL 325 MG (65 MG IRON) PO TABS,2483
ASPIRIN 162 MG PO TBEC,2484
HUMALOG 100 UNIT/ML SC SOLN,2485
DILTIAZEM HCL 120 MG PO CDCR,2486
TUMS 300 MG (750 MG) PO CHEW,2487
LIPOPROTEIN,2488
K43.9,2489
D62,2490
J96.90,2491
"WEST NILE VIRUS AB, IGG AND IGM",2492
Z94.2,2493
J84.10,2494
MISCELLANEOUS PROCESSING,2495
"EPOETIN ALFA 40,000 UNIT/ML INJ SOLN",2496
D58.9,2497
PREDNISONE PO,2498
TUMS PO,2499
Z85.820,2500
C20,2501
VERAPAMIL 120 MG PO C24P,2502
HBE ANTIGEN,2503
PERCOCET PO,2504
Z98.1,2505
S83.209A,2506
VISUAL FIELD EXAM/UNI/BILAT W/INTRP/RTP EXTENDED,2507
B69.0,2508
G40.209,2509
N42.89,2510
C25.9,2511
CAMPHOR-MENTHOL 0.5-0.5 % TP LOTN,2512
C43.60,2513
ENSURE PLUS PO LIQD,2514
"FOLATE, RBC",2515
ATORVASTATIN 10 MG PO TABS,2516
DUONEB 0.5-2.5 MG/3 ML INH NEBU,2517
OXYGEN-AIR DELIVERY SYSTEMS MISC DEVI,2518
FLUTICASONE-SALMETEROL 250-50 MCG/DOSE INH DSDV,2519
METHYLPREDNISOLONE SODIUM SUCC 40 MG/ML INJ SOLR,2520
VALSARTAN 80 MG PO TABS,2521
J30.2,2522
METHOTREXATE SODIUM 2.5 MG PO TABS,2523
ACTIVELLA PO,2524
OXYCONTIN PO,2525
Z78.0,2526
Z78.9,2527
"VANCOMYCIN 1,000 MG IV SOLR",2528
LEVOTHYROXINE 88 MCG PO TABS,2529
CLINDAMYCIN HCL 150 MG PO CAPS,2530
CARVEDILOL 25 MG PO TABS,2531
I71.4,2532
LIPITOR 20 MG PO TABS,2533
TERAZOSIN 1 MG PO CAPS,2534
TERAZOSIN 2 MG PO CAPS,2535
I70.1,2536
LOSARTAN 50 MG PO TABS,2537
CHLORPROMAZINE 10 MG PO TABS,2538
CHLORPROMAZINE 25 MG/ML INJ SOLN,2539
R06.6,2540
E11.65,2541
SUMATRIPTAN SUCCINATE 50 MG PO TABS,2542
E23.6,2543
N91.2,2544
VANOS TP,2545
ZONISAMIDE PO,2546
SUCRALFATE 1 GRAM PO TABS,2547
BONIVA PO,2548
QUINAPRIL 20 MG PO TABS,2549
K76.89,2550
CALCIUM 500+D PO,2551
ZYVOX 600 MG PO TABS,2552
"N18.9, D63.1",2553
K90.41,2554
ALLEGRA PO,2555
Z94.0,2556
E10.51,2557
E10.319,2558
BENAZEPRIL PO,2559
E10.29,2560
ZANTAC PO,2561
HUMULIN L SC,2562
EUCERIN TP CREA,2563
I31.3,2564
D61.9,2565
DAPTOMYCIN 500 MG IV SOLR,2566
THERAPEUTIC MULTIVITAMIN PO LIQD,2567
FERROUS SULFATE 220 MG/5 ML PO ELIX,2568
OMEPRAZOLE 40 MG PO CPDR,2569
K64.8,2570
F01.50,2571
R09.89,2572
F41.0,2573
I05.2,2574
I35.2,2575
K22.0,2576
K31.84,2577
SERTRALINE PO,2578
H53.8,2579
H35.379,2580
H40.1190,2581
H57.04,2582
H35.369,2583
H35.449,2584
H43.819,2585
VOLTAREN 0.1 % OPHT DROP,2586
TRIAMCINOLONE ACETONIDE 0.1 % TP CREA,2587
CALCIUM CITRATE + D 315-200 MG-UNIT PO TABS,2588
I21.9,2589
A15.0,2590
A15.9,2591
N30.10,2592
R53.81,2593
MICRONOR (28) PO,2594
"R10.2, G89.29",2595
M79.10,2596
MALARIA PREP,2597
MONO SCREEN WITH REFLEX EBV AB,2598
D89.811,2599
AMBIEN 10 MG PO TABS,2600
ACETAMINOPHEN 100 MG/ML PO DROP,2601
"CALCIUM 500 500 MG (1,250 MG) PO TABS",2602
K86.89,2603
R29.6,2604
R93.89,2605
F11.23,2606
METHADONE 10 MG PO TABS,2607
S82.209A,2608
CYANOCOBALAMIN 250 MCG PO TABS,2609
VITAMIN B-6 50 MG PO TABS,2610
GLUCOSAMINE COMPLEX PO,2611
METHYLPREDNISOLONE IV INFUSION,2612
METHYLPREDNISOLONE IVPB,2613
PROPARACAINE 0.5 % OPHT DROP,2614
ARTIFICIAL TEAR (HYPROMELLOSE) 0.5 % OPHT DROP,2615
MECLIZINE 25 MG PO TABS,2616
PPN ADULT STANDARD,2617
R06.03,2618
Z85.038,2619
M.V.M. PO,2620
FSH,2621
ESTRADIOL,2622
M85.80,2623
Z90.13,2624
PLAVIX PO,2625
EXTRA STRENGTH BAYER PO,2626
NORCO PO,2627
CARBOHYDRATE DEFICIENT TRANSFERRIN,2628
LEVOFLOXACIN IN D5W 250 MG/50 ML IV PGBK,2629
MISCELLANEOUS CHEMISTRY,2630
HYDROMORPHONE 2 MG PO TABS,2631
K76.7,2632
GRAPE SEED EXTRACT PO,2633
GLUCOSAMINE 1500 COMPLEX 500-400 MG PO CAPS,2634
OMEGA-3 ACID ETHYL ESTERS 1 GRAM PO CAPS,2635
VALTREX 1 G PO TABS,2636
NICOTINE 7 MG/24 HR TD PT24,2637
GLUCOMETER ELITE CLASSIC MISC KIT,2638
DEXAMETHASONE (CUSTOM DOSE) IVPB,2639
ARTIFICIAL SALIVA (YERBAS-LYT) MM SPRA,2640
LANCETS & BLOOD GLUCOSE STRIPS MISC CMPK,2641
I31.9,2642
REPAGLINIDE 0.5 MG PO TABS,2643
K83.09,2644
GLUCERNA PO LIQD,2645
IMIPENEM AND CILASTATIN 500 MG IVPB,2646
"PANGESTYME CN 10 33,200-10,000- 37,500 UNIT PO CPDR",2647
"AMYLASE-LIPASE-PROTEASE 30,000-10,000- 30,000 UNIT PO CPDR",2648
"VITAMIN A 25,000 UNIT PO CAPS",2649
Z95.1,2650
LANSOPRAZOLE 30 MG PO SUDR,2651
PSYLLIUM PO POWD,2652
DUONEB IN,2653
LOVENOX 40 MG/0.4 ML SC SYRG,2654
DEXTROSE 5%-LACTATED RINGERS IV SOLP,2655
"NYSTATIN (BULK) 1,000,000,000 UNIT MISC POWD",2656
VRE SCREEN,2657
"LEGIONELLA AG, URINE",2658
CAL-CITRATE PO,2659
GUAR GUM PO POWD,2660
VALPROIC ACID 250 MG PO CAPS,2661
CELEXA PO,2662
VERAPAMIL PO,2663
RPR QUANTITATIVE,2664
VALPROIC ACID,2665
I67.9,2666
D72.820,2667
WARFARIN 6 MG PO TABS,2668
M-VIT PO,2669
EPHEDRINE SULFATE 50 MG/ML INJ SOLN,2670
GRANISETRON (PF) 100 MCG/ML IV SOLN,2671
BENAZEPRIL 40 MG PO TABS,2672
METOPROLOL TARTRATE 100 MG PO TABS,2673
D5 1/2 NS WITH KCL AND SOD BICARBONATE IV INFUSION,2674
Q28.3,2675
NORVASC PO,2676
CLARITIN 10 MG PO TABS,2677
BENICAR HCT 20-12.5 MG PO TABS,2678
"K22.70, K20.90",2679
Q40.3,2680
SOY 50 MG PO TABS,2681
N52.9,2682
G12.21,2683
RILUTEK PO,2684
D48.1,2685
I50.42,2686
J98.4,2687
I07.1,2688
Z86.79,2689
ORTHO-NOVUM 1/35 (28) 1-35 MG-MCG PO TABS,2690
PROVERA 10 MG PO TABS,2691
BIOPSY OF UTERUS LINING,2692
FERROUS SULFATE PO,2693
NECON 1/35 (28) 1-35 MG-MCG PO TABS,2694
CALCIUM 500 PO,2695
MEDROXYPROGESTERONE 10 MG PO TABS,2696
NORETHINDRONE-ETHIN ESTRADIOL 1-35 MG-MCG PO TABS,2697
"D69.42, Q89.9",2698
TRIAMCINOLONE ACETONIDE 0.1 % TP OINT,2699
CLINDAMYCIN PHOSPHATE 1 % TP GEL,2700
HSV/VZ DFA (DIRECT VIRAL EXAM),2701
MINERAL OIL-HYDROPHIL PETROLAT TP OINT,2702
"HSV 1 AND 2 PCR, NON CSF",2703
B07.8,2704
L98.2,2705
M60.009,2706
ACYCLOVIR IVPB,2707
D65,2708
M62.838,2709
M94.8X9,2710
"BACITRACIN-POLYMYXIN B 500-10,000 UNIT/G TP OINT",2711
FAMCICLOVIR 500 MG PO TABS,2712
MORPHINE 100 MG PO CSRP,2713
F11.20,2714
E66.3,2715
M51.24,2716
RELAFEN PO,2717
C88.0,2718
B25.9,2719
"B25.9, H30.90",2720
GANCICLOVIR IVPB,2721
SIROLIMUS LEVEL,2722
FUNDUS PHOTOGRAPHY W/INTERP/RPT,2723
B02.9,2724
B34.8,2725
CAPSAICIN TP,2726
B37.9,2727
J94.8,2728
D33.3,2729
PRENATAL VITAMIN PO,2730
M16.10,2731
DOCUSATE SODIUM 100 MG PO TABS,2732
ULTRAM 50 MG PO TABS,2733
C71.9,2734
CARISOPRODOL 350 MG PO TABS,2735
SOMA 350 MG PO TABS,2736
D52.9,2737
NADOLOL 20 MG PO TABS,2738
MULTIVITAMINS-ZINC GLUCONATE PO CHEW,2739
TACROLIMUS 1 MG PO CAPS,2740
ARICEPT PO,2741
MAGNESIUM PO,2742
CALCIUM PO,2743
T82.7XXA,2744
K62.5,2745
ANUSOL-HC 2.5 % PR CREA,2746
G93.0,2747
ADVAIR HFA IN,2748
GROWTH HORMONE,2749
"CYSTICERCUS AB REFLEX PANEL, SERUM",2750
SINGULAIR PO,2751
"CYSTICERCOSIS, CSF AND SERUM",2752
PROLACTIN,2753
INSULIN-LIKE GROWTH FACTOR 1,2754
N15.1,2755
ISOSORBIDE DINITRATE 30 MG PO TABS,2756
B12-FOLIC ACID-B6-SOY BEAN EXT 6-400-2-93 MCG-MCG-MG-MG PO TABS,2757
"N18.6, Z99.2",2758
"PHENYTOIN TOTAL AND FREE, PLASMA",2759
G93.1,2760
I20.9,2761
G24.9,2762
LACTOBACILLUS ACIDOPHILUS PO TABS,2763
FERROUS SULFATE 300 MG (60 MG IRON)/5 ML PO LIQD,2764
PHENYTOIN 100 MG/4 ML PO SUSP,2765
Z93.0,2766
OXYCODONE 5 MG/5 ML PO SOLN,2767
CLOTRIMAZOLE 10 MG MM TROC,2768
VALGANCICLOVIR 450 MG PO TABS,2769
TRIAMTERENE-HYDROCHLOROTHIAZID 37.5-25 MG PO CAPS,2770
ERYTHROPOIETIN,2771
MAGNESIUM AMINO ACID CHELATE PO,2772
CYCLOSPORINE MODIFIED (GENGRAF) 100 MG/ML ORAL SOLN,2773
SIROLIMUS 1 MG PO TABS,2774
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSP,2775
BLOOD PARASITE EXAM (NOT MALARIA),2776
MG-PLUS PO TABS,2777
FOSAMAX 70 MG PO TABS,2778
LAMIVUDINE 100 MG PO TABS,2779
PREDNISOLONE 5 MG PO TABS,2780
GENGRAF 25 MG PO CAPS,2781
DIRECT COOMBS BROAD SPECTRUM,2782
K86.1,2783
M70.60,2784
NABUMETONE 500 MG PO TABS,2785
"AMINOLEVULINIC ACID, URINE",2786
HYDROCORTISONE 10 MG PO TABS,2787
METHADONE 10 MG/5 ML PO SOLN,2788
PROCHLORPERAZINE 25 MG PR SUPP,2789
E05.80,2790
PREGABALIN 75 MG PO CAPS,2791
R20.2,2792
M25.40,2793
R53.82,2794
ADRENOCORTICOTROPIC HORMONE (ACTH),2795
HYDROCORTISONE 5 MG PO TABS,2796
ENALAPRIL MALEATE 10 MG PO TABS,2797
H49.00,2798
ERYTHROMYCIN 5 MG/G OPHT OINT,2799
C69.60,2800
H02.409,2801
BACITRACIN-POLYMYXIN B OPHT OINT,2802
K57.30,2803
INFLUENZA 2009-10 VAC (PF) (FLUZONE) SYRG (FOR AGE > 36 MO),2804
COLISTIN SULFATE (BULK) MISC,2805
CIPROFLOXACIN ER 500 MG PO TM24,2806
SHC TXP EXTERNAL PFT (MANUAL ENTRY),2807
AREDIA IV,2808
TOBRAMYCIN 300 MG/5 ML INH NEBU,2809
MOMETASONE 110 MCG (30 DOSES) INH AEPB,2810
B18.1,2811
B37.7,2812
ACID REDUCER PO,2813
C22.1,2814
ADENOSINE 3 MG/ML IV SOLN,2815
"HEPARIN IV BOLUS (A-FIB PROTOCOL, A-FIB & INR < 2)",2816
NORPACE 150 MG PO CAPS,2817
"SODIUM, URINE (TIMED)",2818
OFLOXACIN 0.3 % OTIC DROP,2819
CLONIDINE 0.2 MG PO TABS,2820
INSULIN ASP PRT-INSULIN ASPART 100 UNIT/ML (70-30) SC SOLN,2821
NADOLOL 40 MG PO TABS,2822
DEPAKOTE PO,2823
V89.2XXA,2824
"COAGULATION FACTOR VIIA RECOMB 5 MG (5,000 MCG) IV SOLR",2825
FLUORESCEIN 1 MG OPHT STRP,2826
GENTAMICIN 0.3 % (3 MG/G) OPHT OINT,2827
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,2828
BACITRACIN 500 UNIT/G OPHT OINT,2829
ETOMIDATE 2 MG/ML IV SOLN,2830
C78.00,2831
Z01.818,2832
LIDOCAINE VISCOUS 2 % MM SOLN,2833
C49.20,2834
CYCLOPHOSPHAMIDE 50 MG PO TABS,2835
FOR PICC LINE PLACEMENT USE ORDER SET #1437,2836
C79.51,2837
B95.8,2838
C72.9,2839
E79.0,2840
C91.00,2841
K04.7,2842
PROPECIA PO,2843
AVAPRO PO,2844
MORPHINE (PF) 30 MG/30 ML (1 MG/ML) IV SPCA,2845
C71.2,2846
G93.9,2847
ALBUTEROL SULFATE 5 MG/ML INH NEBU,2848
N39.41,2849
L02.31,2850
M54.17,2851
ACYCLOVIR 200 MG/5 ML PO SUSP,2852
"VISCOSITY, SERUM",2853
LIDOCAINE HCL 2 % MM SOLN,2854
PHENOL-PHENOLATE SODIUM MM SPRA,2855
RESOURCE BENECALORIE 7 KCAL/ML PO LIQD,2856
I62.00,2857
ISOPTO TEARS OP,2858
B-COMPLEX WITH VITAMIN C PO TABS,2859
"CRYPTOCOCCAL AG LATEX, CSF",2860
LENALIDOMIDE 10 MG PO CAPS,2861
C90.10,2862
GABAPENTIN 250 MG/5 ML PO SOLN,2863
RESTORIL 15 MG PO CAPS,2864
CLONIDINE 0.1 MG/24 HR TD PTWK,2865
FAMVIR 250 MG PO TABS,2866
DURAGESIC 100 MCG/HR TD PT72,2867
LYRICA 150 MG PO CAPS,2868
A41.2,2869
A41.02,2870
"A41.9, R65.20",2871
"R74.01, R74.02",2872
J15.9,2873
VERAPAMIL 240 MG PO C24P,2874
I67.848,2875
B COMPLEX 1 PO,2876
NIACIN 500 MG PO TABS,2877
R91.1,2878
M62.81,2879
HYDROMORPHONE EPIDURAL INJECTION,2880
MAGNESIUM PO TABS,2881
BUPROPION HCL 100 MG PO TABS,2882
VYTORIN 10-40 10-40 MG PO TABS,2883
FENTANYL 50 MCG/ML EPIDURAL PCA,2884
BUPIVACAINE 0.25% (1/4%) EPIDURAL INFUSION,2885
GENTAMICIN 80 MG IVPB,2886
CEPHALEXIN 500 MG PO TABS,2887
WHITE PETROLATUM OPHT OINT,2888
TOBRAMYCIN SULFATE 0.3 % OPHT OINT,2889
HYDROMORPHONE 0.05 MG/ML EPIDURAL INFUSION,2890
ADVAIR DISKUS 500-50 MCG/DOSE INH DSDV,2891
MYLANTA PO,2892
LOTENSIN HCT PO,2893
ACETAMINOPHEN 325 MG PR SUPP,2894
DITROPAN PO,2895
FLUTICASONE 50 MCG/ACTUATION NASAL SPSN,2896
VITAMIN B12-VITAMIN B1 5.5-12.5 MG-MCG/5 ML PO LIQD,2897
VELCADE IV,2898
E85.3,2899
ACYCLOVIR 200 MG PO CAPS,2900
"ALBUMIN WITH CREATININE, URINE (RANDOM)",2901
"E85.4, I43",2902
REVLIMID PO,2903
SPIRIVA WITH HANDIHALER IN,2904
ADVAIR DISKUS 100-50 MCG/DOSE INH DSDV,2905
VENTOLIN PO,2906
EPINEPHRINE HCL 0.1 MG/ML INJ SYRG,2907
ABILIFY 10 MG PO TABS,2908
LITHIUM CARBONATE PO,2909
CEPHALEXIN 250 MG PO CAPS,2910
E10.9,2911
C90.30,2912
G54.9,2913
J42,2914
J43.9,2915
W01.119A,2916
A43.9,2917
F30.9,2918
F40.10,2919
M51.36,2920
M25.551,2921
VERAPAMIL 80 MG PO TABS,2922
LEVOTHYROXINE 112 MCG PO TABS,2923
NITROGLYCERIN 0.3 MG SL SUBL,2924
Q86.2,2925
"LARYNGOSCOPY, FLEXIBLE FIBEROPTIC; DIAGNOSTIC",2926
NAFCILLIN IN D2.4W 1 GRAM/50 ML IV PGBK,2927
"B18.2, K74.60",2928
PEPCID 40 MG PO TABS,2929
I30.9,2930
C92.01,2931
D63.0,2932
ENALAPRIL MALEATE 5 MG PO TABS,2933
FLUTICASONE 220 MCG/ACTUATION INH AERO,2934
I42.7,2935
L27.0,2936
"E84.8, E08.9",2937
E84.0,2938
"AMYLASE-LIPASE-PROTEASE 371 MG (65,000- 20K-65K UNIT) PO CPDR",2939
DILTIAZEM HCL 180 MG PO CP24,2940
E84.9,2941
K90.9,2942
FLUCONAZOLE 100 MG PO TABS,2943
VIRAL STOOL CULTURE,2944
C44.92,2945
CARBOXYMETHYLCELLULOSE SODIUM 1 % OPHT DPET,2946
NYSTATIN AND DIPHENHYDRAMINE ORAL SOLUTION,2947
N82.8,2948
L22,2949
K63.0,2950
MORPHINE (PF) IN D5W 100 MG/100 ML (1 MG/ML) IV SOLP,2951
F14.10,2952
CALCIUM 300 PO,2953
AZTREONAM IN DEXTROSE(ISOOSM) 1 GRAM/50 ML IV PGBK,2954
INSULIN REGULAR 1 UNIT/ML IV INFUSION (DKA PROTOCOL),2955
COMPAZINE PO,2956
AZTREONAM 1 GRAM INJ SOLR,2957
AMYLASE-LIPASE-PROTEASE (30K-6K-19K UNIT) PO CAP,2958
HYDROCODONE HD PO,2959
ALCOHOL PREP SWABS TP PADM,2960
INSULIN SYRINGES (DISPOSABLE) 1 ML MISC SYRG,2961
SODIUM BICARBONATE 50 MEQ / 50 ML IV BAG (DKA PROTOCOL),2962
NOVOLOG MIX 70-30 FLEXPEN 100 UNIT/ML (70-30) SC INPN,2963
LEFLUNOMIDE 20 MG PO TABS,2964
AUGMENTIN 875-125 MG PO TABS,2965
R31.0,2966
IFOSFAMIDE IV CHEMO INFUSION,2967
C41.9,2968
RISPERIDONE 0.5 MG PO TBDL,2969
PROTHROMBIN 20210A,2970
ANTI PHOSPHOLIPID AB PANEL,2971
BETA - 2 - GLYCOPROTEIN,2972
ANCA INFLAMMATORY BOWEL DISEASE WITH REFLEX,2973
"Z79.899, Z94.0",2974
SCL 70 AB,2975
ANTI - TPO AB,2976
ANTI - DSDNA AB,2977
"PROTEIN C&S, TOTAL",2978
MYCOPHENOLATE MOFETIL 500 MG PO TABS,2979
CENTROMERE ANTIBODIES,2980
"CHOLESTEROL TOTAL, SERUM/PLASMA",2981
BENICAR HCT PO,2982
Z98.2,2983
BENICAR HCT 40-25 MG PO TABS,2984
BYSTOLIC 20 MG PO TABS,2985
F10.20,2986
Z59.00,2987
DOXYCYCLINE CALCIUM PO,2988
F33.9,2989
AMITRIPTYLINE 10 MG PO TABS,2990
J44.1,2991
GUAIFENESIN 600 MG PO TBSR,2992
THEOPHYLLINE 400 MG PO TBSR,2993
Z72.0,2994
EPIPEN IM,2995
UNIPHYL 400 MG PO TBSR,2996
PROAIR HFA 90 MCG/ACTUATION INH HFAA,2997
PROMETHAZINE-CODEINE 6.25-10 MG/5 ML PO SYRP,2998
OPTICHAMBER ADULT MASK-LARGE MISC DEVI,2999
F70,3000
F90.9,3001
F91.9,3002
ARIPIPRAZOLE 30 MG PO TABS,3003
CELONTIN 300 MG PO CAPS,3004
RISPERIDONE 1 MG PO TABS,3005
HALOPERIDOL 5 MG PO TABS,3006
"T4, TOTAL",3007
SILDENAFIL PO,3008
ATROPINE 1 % OPHT DROP,3009
MIDAZOLAM 2 MG/ML PO SYRP,3010
CYCLOPENTOLATE 1 % OPHT DROP,3011
H33.009,3012
H35.419,3013
S42.309B,3014
G89.4,3015
G31.84,3016
TYLENOL PM PO,3017
MULTAQ 400 MG PO TABS,3018
DRONEDARONE 400 MG PO TABS,3019
S36.439A,3020
ALPRAZOLAM PO,3021
NAPROSYN 375 MG PO TABS,3022
EFFEXOR PO,3023
VENLAFAXINE 37.5 MG PO CP24,3024
DESONIDE 0.05 % TP CREA,3025
COSYNTROPIN 0.25 MG INJ SOLR,3026
PRENATAL VITAMINS WITH IRON PO TABS,3027
I36.9,3028
I37.9,3029
OMEGA-3 FATTY ACIDS PO CAPS,3030
PNV W/O CALCIUM-IRON FUM-FA 27-1 MG PO TABS,3031
Q21.3,3032
TELMISARTAN 40 MG PO TABS,3033
ACACIA-INULIN-C-LOSE-MV-MN-FA 2-200 GRAM-MCG PO CHEW,3034
TORSEMIDE 20 MG PO TABS,3035
ROZEREM 8 MG PO TABS,3036
C19,3037
"HYDRATIONIV INFUSION,INIT",3038
XELODA PO,3039
PROMETHAZINE PO,3040
ROXANOL CONCENTRATE PO,3041
VALIUM 2 MG PO TABS,3042
MULTIVIT & MIN-FA-DIET COMB 19 0.4 MG PO CAPS,3043
SELENIUM SULFIDE 2.5 % TP SUSP,3044
S02.609A,3045
NICOTINE 21 MG/24 HR TD PT24,3046
BONIVA IV,3047
F31.81,3048
Z76.0,3049
HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,3050
FLONASE NA,3051
N39.9,3052
EPTIFIBATIDE 0.75 MG/ML IV SOLN,3053
Z94.7,3054
E11.51,3055
CELLCEPT 500 MG PO TABS,3056
LIPID PANEL PLUS RISK,3057
B35.3,3058
"5 - OH-INDOLEACETIC AC, URINE",3059
C7A.8,3060
PP,3061
Z98.61,3062
"GLUCOSAMINE 1,000 MG PO TABS",3063
B49,3064
C82.40,3065
METRONIDAZOLE 1 % TP GEL,3066
C43.9,3067
RBC PHENOTYPE,3068
COLD AGGLUTININ SCREEN,3069
COREG 3.125 MG PO TABS,3070
TRAVATAN 0.004 % OPHT DROP,3071
DOXAZOSIN PO,3072
ERYTHROMYCIN PO,3073
F51.5,3074
L70.9,3075
MIRAPEX 0.75 MG PO TABS,3076
STALEVO 150 PO,3077
DIGITEK PO,3078
INFLIXIMAB IV INFUSION,3079
FEXOFENADINE 60 MG PO TABS,3080
FLUOCINOLONE 0.025 % TP OINT,3081
SEZARY CELL SCREEN,3082
L44.0,3083
FLUOCINONIDE 0.05 % TP CREA,3084
SEZARY PANEL,3085
DESONIDE 0.05 % TP OINT,3086
FLUOCINONIDE 0.05 % TP OINT,3087
"T SUBSETS AND B LYMPHOCYTES, FLUID",3088
KETAMINE 100 MG/ML INJ SOLN,3089
OCEAN NASAL 0.65 % NASAL SPRA,3090
E44.0,3091
KETAMINE 10 MG/ML INJ SOLN,3092
N81.6,3093
N81.11,3094
N81.2,3095
N81.12,3096
KAPIDEX 60 MG PO CPDM,3097
E34.8,3098
TESTIM 50 MG/5 GRAM (1 %) TD GEL,3099
D25.9,3100
TRI-NORINYL (28) PO,3101
ALTACE 2.5 MG PO CAPS,3102
NIACIN 500 MG PO TBSR,3103
"GARLIC 1,000 MG PO CAPS",3104
ASTELIN NA,3105
FLUTICASONE NA,3106
"VITAMIN C 1,000 MG PO TABS",3107
VITAMIN D 400 UNIT PO TABS,3108
OXYCODONE 5 MG PO CAPS,3109
"GLYCERIN-DIMETHICONE-PETRO, WH TP CREA",3110
OXYMETAZOLINE 0.05 % NASAL SPRA,3111
MAGNESIUM OXIDE-MG AA CHELATE 133 MG PO TABS,3112
VIT E-GLYCERIN-DIMETHICONE TP LOTN,3113
BENZONATATE 100 MG PO CAPS,3114
TPN BMT,3115
CYCLOSPORINE IV INFUSION,3116
CYCLOSPORINE MODIFIED (GENGRAF) 100 MG PO CAPS,3117
ISOPROTERENOL IV INFUSION,3118
CALTRATE PLUS PO,3119
S42.209A,3120
D49.6,3121
TEMOZOLOMIDE 140 MG PO CAPS,3122
SUCCINYLCHOLINE CHLORIDE 100 MG/ML INJ SOLN,3123
TEMOZOLOMIDE 5 MG PO CAPS,3124
ERTAPENEM 1 GRAM INJ SOLR,3125
FLAGYL 500 MG PO TABS,3126
NEURONTIN 100 MG PO CAPS,3127
FENTANYL 100 MCG/HR TD PT72,3128
Z85.048,3129
DRONABINOL 5 MG PO CAPS,3130
MAGNESIUM SULFATE 16 MEQ/100 ML NS IVPB (ITA-CANCER CENTER),3131
MESNA 400 MG PO TABS,3132
IRON (FERROUS SULFATE) PO,3133
AMMONIUM LACTATE 12 % TP LOTN,3134
PROZAC PO,3135
RESPALOR PO,3136
K59.03,3137
G80.9,3138
"NYSTATIN 100,000 UNIT/G TP OINT",3139
ZONISAMIDE,3140
"POTASSIUM WITH CREATININE, URINE (RANDOM)",3141
LAMOTRIGINE,3142
CERULOPLASMIN,3143
D27.9,3144
LAMOTRIGINE 25 MG PO TABS,3145
TRAZODONE LEVEL,3146
"CHLORIDE WITH CREATININE, URINE (RANDOM)",3147
PRIMIDONE 250 MG PO TABS,3148
GABAPENTIN,3149
COMTAN PO,3150
"HEMOGLOBIN, URINE",3151
SINEMET PO,3152
ICTOTEST,3153
CARBIDOPA-LEVODOPA 25-100 MG PO TBDL,3154
R93.5,3155
B02.29,3156
ZOFRAN ODT 4 MG PO TBDL,3157
E16.2,3158
M13.10,3159
ONE TOUCH ULTRA TEST IN VITRO STRP,3160
E11.8,3161
J06.9,3162
SUPRAX PO,3163
Z82.49,3164
DOXEPIN 25 MG PO CAPS,3165
COMPAZINE 5 MG PO TABS,3166
GEMTUZUMAB IV INFUSION,3167
FLUCONAZOLE IN DEXTROSE(ISO-O) 200 MG/100 ML IV PGBK,3168
