Count	Word	Tag
4	PROGRESSIVE	DroppingHgb
2	PROGRESSIVELY	DroppingHgb
1	PRONE	
4	PROSTATE	
3	PROTECT	
51	PROTOCOL	PerProtocol
1	PROVEN	
1	PROVIDER	
1	PROXIMAL	
301	PT	
1	"PT.""S"	
9	PTS	
1	PULM	
4	PULMONARY	
1	PURPOSE	
1	Q	
1	QUICKLY	
1	R/T	
5	RADIATION	Radiotherapy
1	RADIOTHERAPY	Radiotherapy
1	RAISED	
3	RAPID	
2	RAPIDLY	
4	RBC	
2	RBCS	
1	READ	
1	REALLY	
4	REC	
3	RECEIVE	
2	RECEIVES	
11	RECEIVING	
36	RECENT	
1	RECENTLY	
9	RECEPIENT	
1	RECEVING	
1	RECHECK	
1	RECIEVED	
1	RECIPENT	
3	RECIPIENT	
6	RECOMMENDATION	
1	RECOMMENDATIONS	
6	RECOMMENDED	
1	RECOMMENDING	
2	RECONSTRUCTION	
1	RECOVERING	
2	RECOVERY	
5	RECS	
2	RED	
1	REDUCE	
1	REECENT	
1	REENTERED	
2	REFRACTORY	
1	REGIMEN	
1	REGULARLY	
1	REJECTION	
2	RELATED	
1	REMAINS	
15	RENAL	RenalFailure
2	RENAL--PT	RenalFailure
1	RE-ORDER	
4	REPAIR	
1	REPLACEMENT	
1	REPLENISH	
1	REPORTED	
1	REPORTS	
3	REQ	
13	REQUEST	
3	REQUESTED	
1	REQUESTS	
1	REQUIRE	
3	REQUIRED	
6	REQUIREMENT	
3	REQUIREMENTS	
7	REQUIRES	
7	REQUIRING	
1	RESCUSITATION	
1	RESECTION	
2	RESERVE	
1	RESERVES	
1	RESOLVED	
2	RESOLVING	
6	RESPIRATORY	
3	RESPOND	InadequateResponse
2	RESPONDING	
1	RESPONDS	
2	RESPONSE	InadequateResponse
2	RESPONSIVE	InadequateResponse
1	REST	
2	RESUSCITATION	
3	RETURN	
1	RETURNING	
1	REVISION	
1	RIGHT	
1	RISE	
1	RISING	
19	RISK	
1	RISKS	
1	ROUTINE	
1	RUPTURED	
2	RVR	
1	RYU	
64	S/P	
1	S/S	
1	SACRECTOMY	
3	SAH	CNS
1	SALVAGE	
1	SARCOMA	Cancer
4	SAT	
1	SATS	Hypoxia
1	SATURATION	Hypoxia
2	SC	
2	SCC	Cancer
1	SCD	
2	SCHEDULED	
1	SCHRIER	PerHeme
1	SCREEN	
1	SCT	
1	SCV02	Hypoperfusion
3	SCVO2	Hypoperfusion
1	SCVO2S	Hypoperfusion
1	SDH	CNS
5	SECONDARY	
1	SEE	
1	SEND	
1	SENSE	
32	SEPSIS	Sepsis
1	SEPSIS/SIRS	Sepsis
22	SEPTIC	Sepsis
1	SEROSANGUINOUS	
4	SERVICE	
1	SERVICES	
12	SETTING	
21	SEVERE	
1	SEVERELY	
3	SHE	
12	SHOCK	Hypotension
1	SHORT	SOB
5	SHORTNESS	SOB
3	SHOULD	
1	SICKEL	HemeDisorder
8	SICKLE	HemeDisorder
2	SICU	
1	SIGN	
10	SIGNIFICANT	
2	SIGNIFICANTLY	
1	SIGNOUT	
4	SIGNS	
4	SINUS	
2	SITE	
1	SLO	
3	SLOW	
7	SLOWLY	
2	SMALL	
3	SNF	ImminentDischarge
1	SNORKEL	
10	SO	
11	SOB	SOB
1	SOFT	
2	SOME	
3	SOON	
2	SOONER	
1	SOUNDS	
3	SOURCE	
2	SP	
2	SPINAL	CNS
1	SPINE	CNS
1	SPUR	
1	SPUTUM	
1	SRINIVAS	PerOtherMD
2	SS	
1	STABILIZE	
4	STABLE	
1	STAGE	
1	STAIRS	
1	STANDARD	
1	STANDING	
1	STANFORD	
3	START	
2	STARTING	
13	STATUS	
2	STAY	
1	STEADILY	
1	STEM	ACS
1	STEMI	ACS
4	STENOSIS	
2	STENT	
6	STILL	
2	STOOL	
1	STRESS	
3	STROKE	CNS
1	STUDY	
1	STUPID	
1	SUBARACHNOID	CNS
1	SUBOPTIMAL	
1	SUCTION	
1	SUDDEN	
2	SUPPLY	
1	SUPPOSED	
3	SUPPRESSION	
6	SURG	Surgery
2	SURGEON	Surgery
1	SURGER	Surgery
2	SURGERIES	Surgery
81	SURGERY	Surgery
31	SURGICAL	Surgery
2	SURVIVE	
1	SUSPECT	
4	SVO2	Hypoperfusion
1	SVO2<60	Hypoperfusion
1	SVO2S	Hypoperfusion
2	SVT	Arrhythmia
5	SX	Symptomatic
2	SYMPOTMATIC	Symptomatic
187	SYMPTOMATIC	Symptomatic
1	SYMPTOMOLOGY	Symptomatic
11	SYMPTOMS	Symptomatic
2	SYMTOMATIC	Symptomatic
3	SYNCOPAL	Lightheaded
4	SYNCOPE	Lightheaded
1	SYNDOME	
1	SYNDROM	
6	SYNDROME	
2	SYNMPTOMATIC	Symptomatic
1	SYSTLIC	
1	TACH	Tachycardia
5	TACHY	Tachycardia
28	TACHYCARDIA	Tachycardia
1	TACHYCARDIA/SOB	SOB
20	TACHYCARDIC	Tachycardia
1	TACHYPNEA	SOB
1	TAKE	
1	TAMPENODE	
4	TAMPONADE	
1	TAP	
4	TBI	CNS
1	T-CELL	
10	TEAM	
1	TEAMS	
2	TENUOUS	
1	TFUSE	
2	THA	
1	THALASEMIA	HemeDisorder
3	THALASSEMIA	HemeDisorder
29	THAN	
1	THAN8	
8	THAT	
13	THE	
1	THEM	
1	THERAPEUTIC	
8	THERAPY	
1	THERE	
1	THESE	
1	THEY	
1	THINKS	
20	THIS	
1	THOGUH	
1	THOMBOCYTOPENIA	Thrombocytopenia
2	THREE	
12	THRESHOLD	
2	THRIVE	
3	THROMBOCYTOPENIA	Thrombocytopenia
1	THROMBUS	
1	THROWN	
1	THUS	
1	TIA	CNS
1	TIM	
2	TIME	
2	TIPS	Procedure
1	TIRED	
1	TIRONE	
1	TMRW	
196	TO	
51	TODAY	
2	TOLERATE	
1	TOLERATED	
41	TOMORROW	
1	TOMORRROW	
1	TOMROROW	
1	TONIGHT	
1	TONSILLAR	
1	TOTAL	
1	TOWARD	
1	TPL	
1	TRACT	
2	TRANFUSE	
3	TRANFUSION	
25	TRANSFUSE	
9	TRANSFUSED	
2	TRANSFUSING	
63	TRANSFUSION	
1	TRANSFUSION)	
10	TRANSFUSIONS	
70	TRANSPLANT	Transplant
1	TRANSUFSION	
1	TRASPLANT	Transplant
2	TRAUMA	Trauma
2	TRAUMATIC	Trauma
2	TREATMENT	
2	TREND	
29	TRENDING	
5	TRIAL	
1	TRIALYSIS	RenalFailure
1	TROP	
5	TROPONIN	ACS
1	TROPONINS	ACS
2	TTP	HemeDisorder
4	TUBE	
3	TUMOR	
1	T-WAVE	
6	TWO	
12	TX	
2	TXF	
6	TXP	Transplant
3	TYPE	
1	TYPICAL	
3	U	
7	UNABLE	
3	UNDER	
5	UNDERGO	
7	UNDERGOING	
3	UNDERLYING	
1	UNDERSTANDS	
1	UNDERYLING	
1	UNEXPLAINED	
18	UNIT	
5	UNITS	
3	UNKNOWN	
13	UNSTABLE	Unstable
1	UNWELL	
1	UO	
5	UP	
2	UPCOMING	
1	UPCOMNIG	
1	UPON	
1	URD	
1	URGENT	
1	USUALLY	
2	VAC	
1	VAD	
1	VAGINAL	
1	VALUE	
7	VALVE	
1	VARICES	
1	VASC	
7	VASCULAR	
1	VASCULOPATHY	
2	VASOPRESSOR	Vasopressors
1	VASOPRESSORS	Vasopressors
4	VASOSPASM	Vasospasm
1	VAWSCULOPATHY	
1	VB	
10	VENOUS	
1	VERBAL	
1	VERONICA	
9	VERY	
1	VESSELS	
7	VOLUME	
1	VT	Arrhythmia
1	VTACH	Arrhythmia
15	W	
16	W/	
1	W/ALL	LeukemiaAcute
1	W/AML	LeukemiaAcute
3	W/HGB	
3	W/SAH	CNS
2	WALDENSTROMS	HemeDisorder
6	WANT	
1	WANTING	
8	WANTS	
1	WARNING	
5	WAS	
1	WASTE	
1	WBLEEDING	
1	WE	
1	WEAK	Fatigue
1	WEAKER	Fatigue
4	WEAKNESS	Fatigue
1	WEAKNESS)	Fatigue
1	WEAN	
2	WEANING	
3	WEEK	
4	WEEKEND	
2	WEEKLY	
5	WEEKS	
1	WELL	
2	WENT	
3	WHEN	
2	WHICH	
1	WHILE	
1	WHIPPLE	Surgery
7	WHO	
1	WHOSE	
1	WIHT	
1	WIHTOUT	
36	WILL	
3	--WILL	
1	WIT	
331	WITH	
2	WITHIN	
1	WITHOUT	
1	WKS	
1	WOMAN	
2	WONG	
1	WORSEN	
11	WORSENING	
7	WOULD	
5	WOUND	
1	WTIH	
1	X	
1	X2	
1	XFUSION	
2	XRT	
3	Y/O	
1	YEAR	
1	YEST	
5	YESTERDAY	
2	YET	
5	YO	
3	YOUR	
1	ZWEIG	
4		
