clinical_item_category_id	source_table	description	external_id	clinical_item_id	name	description	item_count	patient_count
29	stride_order_proc	Nursing Referral	621218	49035	CON402	CONSULT TO WOUND/OSTOMY	926	599
4	stride_order_proc	Nursing	472895	45951	NUR1016	MEASURE URINARY OUTPUT	642	594
6	stride_order_proc	Lab	472670	46019	LABFE	IRON, TOTAL	728	593
6	stride_order_proc	Lab	471945	45966	LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	868	593
8	stride_order_proc	Imaging	474166	46065	IMGMRHWWO	MR BRAIN WITH AND WITHOUT CONTRAST	699	592
74	stride_order_med	Med (Subcutaneous)	6387	51592	RXCUI6387	Lidocaine (Subcutaneous)	916	591
4	stride_order_proc	Nursing	518291	45936	NUR351	CIRCULATORY MOTOR SENSORY CHECKS (CMS)	691	590
72	stride_order_med	Med (Intravenous)	6902	44586	RXCUI6902	Methylprednisolone (Intravenous)	1683	589
72	stride_order_med	Med (Intravenous)	4850	44682	RXCUI4850	Glucose (Intravenous)	1217	588
73	stride_order_med	Med (Oral)	82122	44324	RXCUI82122	Levofloxacin (Oral)	1201	574
6	stride_order_proc	Lab	472149	46286	LABDIC	DIC SCREEN	1408	574
72	stride_order_med	Med (Intravenous)	2189	43992	RXCUI2189	Cefoxitin (Intravenous)	763	569
73	stride_order_med	Med (Oral)	6205	46321	RXCUI6205	Lactobacillus Acidophilus (Oral)	812	568
6	stride_order_proc	Lab	473773	46236	LABVOLTL	VOLATILE SCREEN	748	563
8	stride_order_proc	Imaging	898658	62362	IMGDXCHROF	XR CHEST OUTSIDE STUDY FOR REFERENCE ONLY	759	562
73	stride_order_med	Med (Oral)	10737	44760	RXCUI10737	Trazodone (Oral)	847	561
72	stride_order_med	Med (Intravenous)	8782	44292	RXCUI8782	Propofol (Intravenous)	1056	557
73	stride_order_med	Med (Oral)	2231	46394	RXCUI2231	Cephalexin (Oral)	955	555
72	stride_order_med	Med (Intravenous)	6960	44000	RXCUI6960	Midazolam (Intravenous)	1286	553
72	stride_order_med	Med (Intravenous)	6915	44199	RXCUI6915	Metoclopramide (Intravenous)	758	550
73	stride_order_med	Med (Oral)	3264	44257	RXCUI3264	Dexamethasone (Oral)	1394	547
15	stride_order_proc	Microbiology	541702	46157	LABBLCTIP	BLOOD CULT - 2ND SET VIA CATHETER	1136	545
6	stride_order_proc	Lab	472976	46082	LABNONGYN	NON-GYN CYTOLOGY EXAM	727	544
15	stride_order_proc	Microbiology	541700	46291	LABBLCSTK	BLOOD CULT - FIRST SET, VIA PHLEBOTOMY	1103	543
103	stride_order_med	Med (Nerve Block)	1815	44009	RXCUI1815	Bupivacaine (Nerve Block)	675	538
79	stride_order_med	Med (Injection)	36676	46225	RXCUI36676	Sodium Bicarbonate (Injection)	699	538
73	stride_order_med	Med (Oral)	32968	44212	RXCUI32968	Clopidogrel (Oral)	1131	536
38	stride_order_proc	HIV Lab Restricted	472553	61864	LABHIVWBL	ANTI-HIV	633	532
72	stride_order_med	Med (Intravenous)	5492	44230	RXCUI5492	Hydrocortisone (Intravenous)	1451	530
73	stride_order_med	Med (Oral)	7555	44282	MED7555	Sulfamethoxazole-Trimethoprim (Oral)	1196	528
4	stride_order_proc	Nursing	572452	46070	NUR4035	DRESSING CHANGE OCCLUSIVE	597	526
4	stride_order_proc	Nursing	660658	46056	NUR6500	INSERTION SITE CARE	572	522
7	stride_order_proc	Respiratory Care	472975	46030	RT73	RESP - NON INVASIVE POS. PRESS VENT (BIPAP/CPAP)	1087	516
9	stride_order_proc	Diet	8.71E+05	62007	DIET135	DIET POST SURGICAL - STEP TWO	700	516
4	stride_order_proc	Nursing	472092	48820	NUR811	IRRIGATE TUBE/DRAIN	747	515
83	stride_order_med	Med (Transdermal)	6387	46535	RXCUI6387	Lidocaine (Transdermal)	956	511
6	stride_order_proc	Lab	473132	65644	LABPALB	PREALBUMIN	929	509
6	stride_order_proc	Lab	473345	48929	LABURNA	SODIUM, URINE (RANDOM)	982	508
72	stride_order_med	Med (Intravenous)	20481	36210	RXCUI20481	Cefepime (Intravenous)	1027	507
73	stride_order_med	Med (Oral)	519	44334	RXCUI519	Allopurinol (Oral)	829	505
4	stride_order_proc	Nursing	471676	46035	NUR629	DRESSING CHECKS	550	503
72	stride_order_med	Med (Intravenous)	49737	44248	RXCUI49737	Esmolol (Intravenous)	647	502
6	stride_order_proc	Lab	473331	46197	LABSLHELD	SLIDE HELD FOR REVIEW	790	500
3	stride_order_proc	Point of Care Testing	472683	50253	LABPCCG4O	ISTAT CG4, OTHER	548	499
6	stride_order_proc	Lab	471569	48744	LABALB	ALBUMIN, SERUM/PLASMA	714	495
4	stride_order_proc	Nursing	473274	49579	NUR1153	RN ESCORT NEEDED IF PATIENT LEAVES FLOOR	647	491
4	stride_order_proc	Nursing	508688	46155	NUR2255	REINFUSE CONTENTS	530	491
72	stride_order_med	Med (Intravenous)	29561	44008	RXCUI29561	Meropenem (Intravenous)	1216	490
4	stride_order_proc	Nursing	889668	65638	NUR01373	URINARY CATHETER REMOVAL	565	487
7	stride_order_proc	Respiratory Care	473357	46106	RT90	RESP - SPONTANEOUS BREATHING TRIAL	1017	484
27	stride_order_proc	Neurology	624813	48702	NEUR18	INTRA OP NEUROPHYS MONITOR PER HOUR	544	481
73	stride_order_med	Med (Oral)	39993	44246	RXCUI39993	Zolpidem (Oral)	681	480
72	stride_order_med	Med (Intravenous)	8163	43993	RXCUI8163	Phenylephrine (Intravenous)	865	479
73	stride_order_med	Med (Oral)	52175	44374	RXCUI52175	Losartan (Oral)	1042	477
6	stride_order_proc	Lab	473254	46046	LABRETIC	RETICULOCYTE COUNT AUTOMATED	679	475
12	stride_order_proc	Procedures	885235	63723	2109368	ARTERIAL LINE	640	475
73	stride_order_med	Med (Oral)	7646	44376	RXCUI7646	Omeprazole (Oral)	601	472
57	stride_order_proc	Transfusion Communication	472137	61976	NUR820	TRANSFUSE PLT (DOES NOT ORDER PRODUCT)	2452	472
34	stride_order_proc	Consult	518192	49678	CON350	CONSULT TO PSYCHIATRY	564	472
6	stride_order_proc	Lab	668085	48815	LABSTOBGD	OCCULT BLD, GUAIAC, STOOL, DIAG TEST	834	472
75	stride_order_med	Med (Inhalation)	435	46309	RXCUI435	Albuterol (Inhalation)	820	471
4	stride_order_proc	Nursing	508585	46232	NUR2245	VASCULAR CHECKS	591	469
73	stride_order_med	Med (Oral)	6711	47190	RXCUI6711	Melatonin (Oral)	965	467
73	stride_order_med	Med (Oral)	5640	44271	RXCUI5640	Ibuprofen (Oral)	673	463
4	stride_order_proc	Nursing	489239	46063	NUR1465	KEEP MAP GREATER THAN	732	460
74	stride_order_med	Med (Subcutaneous)	274783	44293	RXCUI274783	Insulin Glargine (Subcutaneous)	1702	458
34	stride_order_proc	Consult	647340	48502	CON417	CONSULT TO IR	607	455
4	stride_order_proc	Nursing	489238	46213	NUR1464	KEEP MAP LESS THAN	989	453
3	stride_order_proc	Point of Care Testing	591306	46167	POC25	POC ISTAT INR AND PROTIME	487	453
73	stride_order_med	Med (Oral)	4511	44361	RXCUI4511	Folic Acid (Oral)	856	452
6	stride_order_proc	Lab	472376	46028	LABFIB	FIBRINOGEN	962	450
8	stride_order_proc	Imaging	473814	48522	IMGCT3T	CT ANGIO CHEST	519	447
53	stride_order_proc	Nursing Transfusion	927925	65640	NUR700	TRANSFUSE RED BLOOD CELLS	1262	446
8	stride_order_proc	Imaging	618895	48676	IMGCTPE	CT PULMONARY EMBOLISM CHEST ONLY	494	444
73	stride_order_med	Med (Oral)	9997	44430	RXCUI9997	Spironolactone (Oral)	1235	444
57	stride_order_proc	Transfusion Communication	472135	61993	NUR819	TRANSFUSE FFP (DOES NOT ORDER PRODUCT)	1244	444
4	stride_order_proc	Nursing	473676	48775	NUR1218	BLADDER SCAN	547	441
84	stride_order_med	Med (Intramuscular)	225803	60167	MED225803	INFLUENZA 2012-13 VAC (PF) (FLUZONE) SYRG (FOR AGE >= 36 MO)	540	441
4	stride_order_proc	Nursing	471910	45829	NUR744	ASSESS LEVEL OF SEDATION	517	440
72	stride_order_med	Med (Intravenous)	3.77E+18	44021	RXCUI236719,235496	Sodium Phosphate, Dibasic-Sodium Phosphate, Monobasic (Intravenous)	866	440
4	stride_order_proc	Nursing	489485	62009	NUR1712	STRAIGHT CATHETER	516	438
4	stride_order_proc	Nursing	871150	62616	NUR30019	DELIRIUM ASSESSMENT	468	437
72	stride_order_med	Med (Intravenous)	3992	44020	RXCUI3992	Epinephrine (Intravenous)	830	436
75	stride_order_med	Med (Inhalation)	7213	44211	RXCUI7213	Ipratropium (Inhalation)	769	435
15	stride_order_proc	Microbiology	471556	48770	LABAFBD	AFB CULTURE, NON - RESPIRATORY	842	435
4	stride_order_proc	Nursing	472307	46059	NUR852	ELEVATE EXTREMITY	542	433
72	stride_order_med	Med (Intravenous)	3628	44323	RXCUI3628	Dopamine (Intravenous)	626	432
73	stride_order_med	Med (Oral)	6218	44302	RXCUI6218	Lactulose (Oral)	1212	432
72	stride_order_med	Med (Intravenous)	7512	36086	RXCUI7512	Norepinephrine (Intravenous)	758	429
6	stride_order_proc	Lab	876711	62023	LABDVERVP	RESPIRATORY DFA PANEL	871	426
7	stride_order_proc	Respiratory Care	473786	45990	RT97	RESP - WEAN VENTILATOR	501	426
34	stride_order_proc	Consult	489046	49251	CON303	CONSULT TO CARDIOLOGY	477	425
6	stride_order_proc	Lab	472489	45819	LABHAP	HAPTOGLOBIN	669	424
7	stride_order_proc	Respiratory Care	660689	63743	RT111	RESP-CPAP/BIPAP FOR OBSTRUCTIVE SLEEP APNEA	630	424
87	stride_order_med	Med (Epidural)	1815	44012	RXCUI1815	Bupivacaine (Epidural)	617	423
6	stride_order_proc	Lab	473134	49134	LABUPREG	PREGNANCY TEST, URINE	697	419
4	stride_order_proc	Nursing	898767	62263	NUR12121	NURSING COMMUNICATION POSTOP	549	419
73	stride_order_med	Med (Oral)	1202	44200	RXCUI1202	Atenolol (Oral)	743	418
15	stride_order_proc	Microbiology	471771	65664	LABBXTG	BIOPSY/TISSUE WITH GRAM STAIN	634	418
73	stride_order_med	Med (Oral)	281	44318	RXCUI281	Acyclovir (Oral)	1174	417
35	stride_order_proc	SLP	489057	46303	SLP7	SLP ONGOING TREATMENT	501	415
72	stride_order_med	Med (Intravenous)	2582	44364	RXCUI2582	Clindamycin (Intravenous)	612	414
6	stride_order_proc	Lab	473729	45880	LABUAS	URINALYSIS MACROSCOPIC ONLY	752	414
34	stride_order_proc	Consult	508105	49055	CON322	CONSULT TO GENERAL SURGERY	462	414
76	stride_order_med	Med (Rectal)	1191	44315	RXCUI1191	Aspirin (Rectal)	500	411
73	stride_order_med	Med (Oral)	3443	44393	RXCUI3443	Diltiazem (Oral)	1104	411
73	stride_order_med	Med (Oral)	703	44352	RXCUI703	Amiodarone (Oral)	1203	410
3	stride_order_proc	Point of Care Testing	473185	45942	LABPCINR	ISTAT INR AND PROTIME	435	410
25	stride_order_proc	Precaution	624834	46101	PRE10	SEIZURE PRECAUTIONS	530	407
6	stride_order_proc	Lab	472109	46095	LABUCR	CREATININE, URINE (RANDOM)	747	407
6	stride_order_proc	Lab	471954	48493	LABBFCT	CELL COUNT AND DIFF, FLUID	969	406
6	stride_order_proc	Lab	471610	46136	LABNH3	AMMONIA, PLASMA	810	405
6	stride_order_proc	Lab	471820	46217	LABCA	CALCIUM, SERUM/PLASMA	543	405
72	stride_order_med	Med (Intravenous)	703	35968	RXCUI703	Amiodarone (Intravenous)	1240	405
4	stride_order_proc	Nursing	471666	45815	NUR619	DRESSING CHANGE	469	403
73	stride_order_med	Med (Oral)	6922	44338	RXCUI6922	Metronidazole (Oral)	784	402
6	stride_order_proc	Lab	472407	46204	LABFOL	FOLIC ACID	512	402
7	stride_order_proc	Respiratory Care	870868	62047	RT998	RN/RT PERFORM SAFETY SCREEN	468	400
6	stride_order_proc	Lab	473041	46319	LABUOSM	OSMOLALITY, URINE	883	400
83	stride_order_med	Med (Transdermal)	9601	44273	RXCUI9601	Scopolamine (Transdermal)	605	399
28	stride_order_proc	GI	473718	45969	GIEGD	UPPER GI ENDOSCOPY	922	397
21	stride_order_proc	PT	647377	46361	PT9	REHAB ENGINEERING	530	397
7	stride_order_proc	Respiratory Care	472011	45920	RT72	RESP - CHEST PHYSIOTHERAPY	741	392
6	stride_order_proc	Lab	472527	48618	LABHBSAG	HBSAG	568	391
4	stride_order_proc	Nursing	518172	61988	NUR336	MONITOR RESPIRATIONS AND SEDATION SCALE	468	391
73	stride_order_med	Med (Oral)	33228	44398	MED33228	Amoxicillin-Clavulanate (Oral)	711	390
4	stride_order_proc	Nursing	472886	46057	NUR1006	AMBULATE	427	389
73	stride_order_med	Med (Oral)	1897	44386	RXCUI1897	Calcium Carbonate (Oral)	601	387
4	stride_order_proc	Nursing	518166	61828	NUR326	EPIDURAL/ INTERTHECAL INSERTION SITE CARE	463	387
3	stride_order_proc	Point of Care Testing	610670	48561	POC26	POC URINE PREGNANCY	453	385
73	stride_order_med	Med (Oral)	8308	44404	RXCUI8308	Vitamin K 1 (Oral)	638	384
3	stride_order_proc	Point of Care Testing	591300	46185	POC22	POC ISTAT, ARTERIAL BLOOD GASES (G3+)	429	383
8	stride_order_proc	Imaging	473822	48716	IMGCTTAP	CT CHEST ABDOMEN PELVIS	509	383
31	stride_order_proc	NOURISHMENTS	471503	46004	DIET129	DIET NOURISHMENTS	587	380
6	stride_order_proc	Lab	473260	48586	LABPATHR	REVIEW BY PATHOLOGIST	583	380
6	stride_order_proc	Lab	473682	46133	LABTRIG	TRIGLYCERIDES, SERUM / PLASMA	741	376
73	stride_order_med	Med (Oral)	6809	44243	RXCUI6809	Metformin (Oral)	648	373
6	stride_order_proc	Lab	869056	62042	LABPROCT	PROCALCITONIN	572	372
4	stride_order_proc	Nursing	518219	49164	NUR345	PSYCH PROGRAMMING	485	371
4	stride_order_proc	Nursing	489398	48798	NUR1624	PRIVILEGES-LEVEL 1 (PSYCH UNIT)	491	370
6	stride_order_proc	Lab	473343	48942	LABNA	SODIUM, SERUM / PLASMA	1047	370
6	stride_order_proc	Lab	886807	62105	LABTSHFT4	TSH W/ REFLEX FT4	453	369
4	stride_order_proc	Nursing	498222	62049	NUR1991	DC IV	482	365
6	stride_order_proc	Lab	497498	45757	LABFK506L	TACROLIMUS (FK506)	1767	365
9	stride_order_proc	Diet	472155	65658	DIET127	COMBINATION DIET	665	365
85	stride_order_med	Med (Nasal)	41126	44329	RXCUI41126	Fluticasone (Nasal)	561	362
8	stride_order_proc	Imaging	474367	65659	IMGUSKID	US RADIOLOGY KIDNEY SCAN	452	360
72	stride_order_med	Med (Intravenous)	18631	35849	RXCUI18631	Azithromycin (Intravenous)	459	359
72	stride_order_med	Med (Intravenous)	325642	43998	RXCUI325642	Ertapenem (Intravenous)	566	359
73	stride_order_med	Med (Oral)	36437	44427	RXCUI36437	Sertraline (Oral)	761	359
73	stride_order_med	Med (Oral)	42316	44218	RXCUI42316	Tacrolimus (Oral)	2390	357
4	stride_order_proc	Nursing	489547	45917	NUR1774	VOID ON CALL TO OR/PROCEDURE	418	356
6	stride_order_proc	Lab	471521	48829	LABACETA	ACETAMINOPHEN, SERUM	486	356
8	stride_order_proc	Imaging	898590	62246	IMGCTHROF	CT HEAD OUTSIDE STUDY FOR REFERENCE ONLY	437	356
6	stride_order_proc	Lab	472043	65645	LABCMVQT	CMV DNA PCR QUANT, PLASMA	781	356
73	stride_order_med	Med (Oral)	3322	44408	RXCUI3322	Diazepam (Oral)	539	354
34	stride_order_proc	Consult	506981	46255	CON367	NSG REFERRAL TO WOUND/OSTOMY	459	354
73	stride_order_med	Med (Oral)	51272	44674	RXCUI51272	Quetiapine (Oral)	987	353
73	stride_order_med	Med (Oral)	18631	44388	RXCUI18631	Azithromycin (Oral)	691	352
73	stride_order_med	Med (Oral)	2418	44433	RXCUI2418	Cholecalciferol (Oral)	549	352
72	stride_order_med	Med (Intravenous)	78963	46251	MED78963	Egg Yolk Phospholipids-Glycerin-Safflower Oil-Soybean Oil (Intravenous)	4354	352
4	stride_order_proc	Nursing	472923	45868	NUR1042	ORTHOSTATIC BLOOD PRESSURE	481	351
30	stride_order_proc	Cast Room	519271	46194	CR130	CPM	389	351
72	stride_order_med	Med (Intravenous)	4917	44241	RXCUI4917	Nitroglycerin (Intravenous)	454	349
7	stride_order_proc	Respiratory Care	472400	49144	RT101	RESP - FLUTTER/PEP THERAPY	505	348
4	stride_order_proc	Nursing	647327	49765	NUR7001	BELONGINGS SEARCH	433	348
72	stride_order_med	Med (Intravenous)	5093	44269	RXCUI5093	Haloperidol (Intravenous)	931	346
4	stride_order_proc	Nursing	473137	48531	NUR1106	ASSESSMENT FREQUENCY (PSYCH UNIT)	629	341
73	stride_order_med	Med (Oral)	114477	44225	RXCUI114477	Levetiracetam (Oral)	819	340
6	stride_order_proc	Lab	472101	45978	LABCORT	CORTISOL, SERUM	533	338
73	stride_order_med	Med (Oral)	28889	46235	RXCUI28889	Loratadine (Oral)	556	338
34	stride_order_proc	Consult	519274	57862	CON357	CONSULT TO TRAUMA-ACUTE CARE SURGERY	355	338
73	stride_order_med	Med (Oral)	5470	44412	RXCUI5470	Hydralazine (Oral)	1067	337
4	stride_order_proc	Nursing	871151	61995	NUR30020	RASS SEDATION ASSESSMENT	370	337
73	stride_order_med	Med (Oral)	42463	45359	RXCUI42463	Pravastatin (Oral)	661	337
73	stride_order_med	Med (Oral)	10454	44418	RXCUI10454	Thiamine (Oral)	659	337
15	stride_order_proc	Microbiology	611926	48544	LABRESPG	RESPIRATORY CULTURE AND GRAM STAIN	604	336
73	stride_order_med	Med (Oral)	61381	44363	RXCUI61381	Olanzapine (Oral)	1064	333
73	stride_order_med	Med (Oral)	42347	44394	RXCUI42347	Bupropion (Oral)	664	333
6	stride_order_proc	Lab	471953	48880	LABCSFCT	CELL COUNT AND DIFF, CSF	1062	332
4	stride_order_proc	Nursing	572417	45845	NUR4019	ICE PACK TO	372	324
8	stride_order_proc	Imaging	473865	48524	IMGCTHSC	CT HEAD C SPINE	342	324
71	stride_order_med	Med (Topical)	82190	44233	MED82190	Benzocaine-Tetracaine-Butamben (Topical)	416	323
73	stride_order_med	Med (Oral)	19483	44343	MED19483	Calcium Carbonate-Cholecalciferol (Oral)	621	323
6	stride_order_proc	Lab	473200	63730	LABQFTBG	QUANTIFERON TEST FOR LATENT TB	422	323
4	stride_order_proc	Nursing	489067	46027	NUR1293	D/C BY ESCORT IF D/C CRITERIA IS MET	441	322
72	stride_order_med	Med (Intravenous)	11149	44580	RXCUI11149	Vasopressin (Usp) (Intravenous)	486	322
4	stride_order_proc	Nursing	508684	45840	NUR2252	ORAL CARE	422	321
93	stride_order_med	Med (Swish & Swallow)	7597	44351	RXCUI7597	Nystatin (Swish & Swallow)	554	320
4	stride_order_proc	Nursing	472972	45915	NUR1066	TURN, COUGH, DEEP BREATHE	335	319
73	stride_order_med	Med (Oral)	2556	44648	RXCUI2556	Citalopram (Oral)	586	318
15	stride_order_proc	Microbiology	473372	63729	LABSTLCX	STOOL CULTURE	563	318
6	stride_order_proc	Lab	472756	46011	LABLPDC	LIPID PANEL WITH CALCULATED LDL	397	316
73	stride_order_med	Med (Oral)	72625	44369	RXCUI72625	Duloxetine (Oral)	616	313
73	stride_order_med	Med (Oral)	203465	46379	MED203465	Potassium Phosphate-Sodium Phosphate (Oral)	554	311
72	stride_order_med	Med (Intravenous)	89444	44252	MED89444	Glucose-Piperacillin-Tazobactam (Intravenous)	519	310
6	stride_order_proc	Lab	473039	49353	LABOSM	OSMOLALITY, SERUM	533	310
73	stride_order_med	Med (Oral)	2598	44407	RXCUI2598	Clonazepam (Oral)	757	308
4	stride_order_proc	Nursing	471972	49163	NUR763	NEUROVASCULAR AND GROIN CHECKS	344	308
72	stride_order_med	Med (Intravenous)	5470	46299	RXCUI5470	Hydralazine (Intravenous)	487	308
3	stride_order_proc	Point of Care Testing	472688	48624	LABPCEG7	ISTAT EG7, ARTERIAL	1343	307
34	stride_order_proc	Consult	518222	50202	CON333	CONSULT TO NEUROLOGY	332	307
15	stride_order_proc	Microbiology	471555	49516	LABAFBC	AFB CULTURE, RESPIRATORY	807	306
27	stride_order_proc	Neurology	519481	46200	NEUR2	EEG	443	305
34	stride_order_proc	Consult	497729	46120	CON311	CONSULT TO PALLIATIVE CARE	359	305
74	stride_order_med	Med (Subcutaneous)	105694	44272	RXCUI105694	Epoetin Alfa (Subcutaneous)	458	302
6	stride_order_proc	Lab	473341	45851	LABUNA	SODIUM WITH CREATININE, URINE (RANDOM)	530	301
6	stride_order_proc	Lab	473726	45995	LABURIC	URIC ACID, SERUM / PLASMA	956	300
6	stride_order_proc	Lab	472474	48577	LABCSFGL	GLUCOSE, CSF	822	299
8	stride_order_proc	Imaging	519237	46343	IMGUSABDD	US ABDOMEN W DUPLEX	364	299
8	stride_order_proc	Imaging	898598	62552	IMGCTAPROF	CT ABDOMEN/PELVIS OUTSIDE STUDY FOR REFERENCE ONLY	381	299
83	stride_order_med	Med (Transdermal)	7407	44228	RXCUI7407	Nicotine (Transdermal)	559	298
7	stride_order_proc	Respiratory Care	473712	45834	RT82	RESP - UNLISTED RESPIRATORY CARE ORDER	488	297
8	stride_order_proc	Imaging	474066	62055	IMGDXFLP	PHYSIATRY FLUORO	312	297
6	stride_order_proc	Lab	473171	49020	LABCSFTP	PROTEIN TOTAL, CSF	811	297
4	stride_order_proc	Nursing	489312	62062	NUR1538	FEEDING TUBE	460	297
6	stride_order_proc	Lab	4.72E+05	46078	LABUEP	ELECTROLYTE PANEL, URINE WITH CREATININE	562	296
73	stride_order_med	Med (Oral)	3407	44389	RXCUI3407	Digoxin (Oral)	722	295
6	stride_order_proc	Lab	978516	63923	LABRESPCR	RESPIRATORY VIRUS PCR PANEL	605	295
4	stride_order_proc	Nursing	624823	49032	NUR4074	GUIDELINES FOR MD ORDERING 1	446	294
87	stride_order_med	Med (Epidural)	3423	44018	RXCUI3423	Hydromorphone (Epidural)	394	293
73	stride_order_med	Med (Oral)	68149	46222	RXCUI68149	Mycophenolate Mofetil (Oral)	902	293
73	stride_order_med	Med (Oral)	187832	44442	RXCUI187832	Pregabalin (Oral)	660	293
73	stride_order_med	Med (Oral)	9796	44401	RXCUI9796	Simethicone (Oral)	416	293
6	stride_order_proc	Lab	497490	48949	LABLIDOL	LIDOCAINE	712	292
73	stride_order_med	Med (Oral)	7052	44641	RXCUI7052	Morphine (Oral)	785	292
76	stride_order_med	Med (Rectal)	90206	44197	MED90206	Sodium Phosphate, Dibasic-Sodium Phosphate, Monobasic (Rectal)	364	292
6	stride_order_proc	Lab	473287	49173	LABSALICY	SALICYLATE LEVEL	367	290
73	stride_order_med	Med (Oral)	15996	44210	RXCUI15996	Mirtazapine (Oral)	799	289
4	stride_order_proc	Nursing	489366	45974	NUR1592	ORTHOPAT	300	289
15	stride_order_proc	Microbiology	472117	49083	LABCSFC	CSF CULTURE AND GRAM STAIN	757	288
73	stride_order_med	Med (Oral)	602811	46891	RXCUI602811	Lactobacillus Rhamnosus Gg (Oral)	521	288
3	stride_order_proc	Point of Care Testing	1007411	65655	LABPCCH8	ISTAT CR, HCT/HB, CL , BUN, NA, K, GLUCOSE, ICA, TCO2	428	287
6	stride_order_proc	Lab	473351	49024	LABPROC	SPECIMEN PROCESSING	353	285
73	stride_order_med	Med (Oral)	4450	46437	RXCUI4450	Fluconazole (Oral)	623	282
73	stride_order_med	Med (Oral)	2599	44406	RXCUI2599	Clonidine (Oral)	671	279
34	stride_order_proc	Consult	515841	49481	CON400	CONSULT TO GASTROENTEROLOGY	319	279
73	stride_order_med	Med (Oral)	321988	44858	RXCUI321988	Escitalopram (Oral)	493	277
9	stride_order_proc	Diet	472178	48542	DIET124	DIET TUBE FEEDING AND MEAL TRAY	1502	277
84	stride_order_med	Med (Intramuscular)	230510	60163	MED230510	FLU VAC TS 2013-14(36MOS+)(PF) 45 MCG (15 MCG X 3)/0.5 ML IM SYRG	380	277
3	stride_order_proc	Point of Care Testing	472686	45888	LABPCEC4V	ISTAT EC4, VENOUS	314	277
4	stride_order_proc	Nursing	472410	46115	NUR881	FOLLOW EPIDURAL PROTOCOL	315	276
4	stride_order_proc	Nursing	11971474	50275	NUR11561	BEACON COMMUNICATION	872	276
75	stride_order_med	Med (Inhalation)	237159	44375	RXCUI237159	Levalbuterol (Inhalation)	486	275
3	stride_order_proc	Point of Care Testing	472693	48818	LABPCG3V	ISTAT G3+, VENOUS	996	274
4	stride_order_proc	Nursing	644738	45876	NUR4065	DIALYZE PATIENT	1352	273
6	stride_order_proc	Lab	471768	48513	LABTBILFR	BILIRUBIN TOTAL AND FRACTIONATED, SERUM	454	273
6	stride_order_proc	Lab	471635	48797	LABANAS	ANTI - NUCLEAR AB	323	272
4	stride_order_proc	Nursing	593092	48566	NUR4042	OK TO USE CENTRAL LINE	310	271
12	stride_order_proc	Procedures	885236	62022	2109371	INTUBATION	343	271
74	stride_order_med	Med (Subcutaneous)	68442	45225	RXCUI68442	Filgrastim (Subcutaneous)	654	271
73	stride_order_med	Med (Oral)	2623	46435	RXCUI2623	Clotrimazole (Oral)	541	270
24	stride_order_proc	Pathology	871228	61852	PATH20	NON-GYN CYTOLOGY	401	270
73	stride_order_med	Med (Oral)	69749	44347	RXCUI69749	Valsartan (Oral)	488	270
6	stride_order_proc	Lab	471616	45837	LABAMY	AMYLASE, SERUM	406	267
40	stride_order_proc	Legal	489265	61838	LEG7	LEGAL STATUS: VOLUNTARY	343	267
6	stride_order_proc	Lab	633373	46131	LABSTSS	SYPHILIS TREPONEMAL SCREEN	324	266
8	stride_order_proc	Imaging	474063	65670	IMGFLESO	XR ESOPHAGRAM	323	266
43	stride_order_proc	NSG PICC Refer	660648	50554	NUR6147	PICC REMOVAL	296	265
72	stride_order_med	Med (Intravenous)	9788	44395	MED9788	Calcium Chloride-Glucose-Lactate-Potassium Chloride-Sodium Chloride (Intravenous)	293	264
75	stride_order_med	Med (Inhalation)	9863	46611	RXCUI9863	Sodium Chloride (Inhalation)	433	264
4	stride_order_proc	Nursing	610658	46108	NUR4050	HEMODIALYSIS	1890	263
73	stride_order_med	Med (Oral)	6915	44209	RXCUI6915	Metoclopramide (Oral)	436	262
75	stride_order_med	Med (Inhalation)	69120	44313	RXCUI69120	Tiotropium (Inhalation)	452	262
8	stride_order_proc	Imaging	473900	48604	IMGCTTAPW	CT CHEST ABDOMEN PELVIS W CONTRAST	304	262
4	stride_order_proc	Nursing	489488	49141	NUR1715	STRICT I & O AFTER FOLEY DC\'D	277	262
9	stride_order_proc	Diet	472176	46159	DIET108	DIET RENAL	593	259
34	stride_order_proc	Consult	519845	49228	CON371	CONSULT TO ONCOLOGY	313	259
72	stride_order_med	Med (Intravenous)	4450	44384	RXCUI4450	Fluconazole (Intravenous)	445	259
73	stride_order_med	Med (Oral)	4493	44392	RXCUI4493	Fluoxetine (Oral)	513	258
34	stride_order_proc	Consult	508106	50405	CON321	CONSULT TO ORTHOPEDICS	272	257
72	stride_order_med	Med (Intravenous)	140108	44684	RXCUI140108	Caspofungin (Intravenous)	651	256
24	stride_order_proc	Pathology	624416	46192	PATH10	SURGICAL GENERAL	306	256
75	stride_order_med	Med (Inhalation)	77973	44208	MED77973	Fluticasone-Salmeterol (Inhalation)	423	252
15	stride_order_proc	Microbiology	473802	45938	LABWDC	WOUND CULTURE	413	252
8	stride_order_proc	Imaging	473965	46123	IMGDXSP1	XR SPINE 1V	283	252
34	stride_order_proc	Consult	506907	50225	CON363	NSG REFERRAL TO DIABETES CNS	299	251
9	stride_order_proc	Diet	472165	45899	DIET104	DIET LOW CHOLESTEROL LOW SATURATED FAT	302	251
