item_collection_id	collection_type_id	value	comment	clinical_item_id
1000009	3	2		45750
1000009	1	1		46041
1000009	3	2		46041
1000009	1	2		45900
1000009	3	1		45900
1000009	1	2		45864
1000009	3	1		45864
1000009	1	2		45955
1000009	3	2		45955
1000009	1	1		46185
1000009	3	1	9 General Investigation - Arterial Blood Gas	46185
1000009	1	2	67-69 Need not be routine, but offer if difficulty expectorating	50116
1000009	3	2.5	67-69 Need not be routine, but offer if difficulty expectorating	50116
1000009	1	2	67-69 Need not be routine, but offer if difficulty expectorating	49144
1000009	3	2.5	67-69 Need not be routine, but offer if difficulty expectorating	49144
1000009	1	1		46336
1000009	3	2		46336
1000009	1	2		45921
1000009	3	1		45921
1000009	1	2		46445
1000009	1	2		46335
1000009	3	1		46445
1000009	3	1		46335
1000009	1	2		35849
1000009	1	2		44388
1000009	3	2		35849
1000009	3	2		44388
1000009	1	2		35733
1000009	1	2		45060
1000009	3	1		35733
1000009	3	1		45060
1000009	1	2		46261
1000009	1	2		44626
1000009	3	1		46261
1000009	3	1		44626
1000009	1	1		44222
1000009	3	2		44222
1000009	1	3	Not routine	44230
1000009	3	3	Not routine	44230
1000009	1	1		44250
1000009	3	2		44250
1000009	1	3	Not routine	45225
1000009	3	3	Not routine	45225
1000009	1	2		46468
1000009	3	1		46468
1000009	1	2		44299
1000009	1	2		44324
1000009	3	1		44299
1000009	3	1		44324
1000009	1	2		44262
1000009	3	1	High Severity (Table) - Empiric Pseudomonas coverage?	44262
1000010	1	1		45818
1000010	3	1		45818
1000010	1	1		45801
1000010	3	1		45801
1000010	1	2	Suspect viral source	49054
1000010	3	1	Suspect viral source	49054
1000010	1	2	Diagnostic tests may not help that much routinely, but may still help individual cases and offer epidemiologic information	45752
1000010	3	1	Diagnostic tests may not help that much routinely, but may still help individual cases and offer epidemiologic information	45752
1000010	1	2		45901
1000010	3	1		45901
1000010	1	2	Check adrenal insufficiency if in shock	45978
1000010	3	2	Check adrenal insufficiency if in shock	45978
1000010	1	2		62023
1000010	3	2		62023
1000010	1	2		46006
1000010	3	1		46006
1000010	1	2		49478
1000010	3	2		49478
1000010	1	2		45835
1000010	3	1		45835
1000010	1	2		46179
1000010	3	1		46179
1000010	1	2.1		48544
1000010	3	1		48544
1000010	1	2		45972
1000010	3	2		45972
1000010	3	2		44237
1000010	1	2		44237
1000010	3	2		44391
1000010	1	2		44391
1000010	3	2		44252
1000010	1	2		44252
1000010	1	2	Trial before need intubation	46030
1000010	3	1	Trial before need intubation. Does not really apply to non-ICU patients	46030
1000010	1	2		46336
1000010	3	2		46336
1000010	1	2	MRSA	43997
1000010	3	1	MRSA	43997
1000010	1	2	Penicillin allergy	44678
1000010	3	1	Penicillin allergy	44678
1000010	1	1		46445
1000010	1	1		46335
1000010	3	1		46445
1000010	3	1		46335
1000010	1	1		35849
1000010	1	1		44388
1000010	3	1		35849
1000010	3	1		44388
1000010	3	1		36210
1000010	1	2		36210
1000010	1	1		35733
1000010	1	1		45060
1000010	3	1		35733
1000010	3	1		45060
1000010	1	2	Pseudomonas	44262
1000010	3	1	Pseudomonas	44262
1000010	1	1	Influenza A	45480
1000010	3	1	Influenza A	45480
1000010	3	1		44008
1000010	1	2		44008
1000010	3	1		43998
1000010	1	2		43998
1000010	1	2		46261
1000010	1	2		44626
1000010	3	1		46261
1000010	3	1		44626
1000010	1	1		46468
1000010	3	1		46468
1000010	1	1		44299
1000010	1	1		44324
1000010	3	1		44299
1000010	3	1		44324
1000010	1	2	Fluid resuscitation implied	44198
1000010	3	2	Fluid resuscitation implied	44198
1000001	1	1		50202
1000001	2	3		50202
1000001	3	1		50202
1000001	1	1		49678
1000001	2	2		49678
1000001	3	1		49678
1000001	1	1		61832
1000001	2	2		61832
1000001	3	1		61832
1000001	1	1		62176
1000001	2	2		62176
1000001	3	1		62176
1000001	1	1		52590
1000001	2	3		52590
1000001	3	1		52590
1000001	1	1		62057
1000001	2	2		62057
1000001	3	1		62057
1000001	1	1		45866
1000001	2	2		45866
1000001	3	1		45866
1000001	1	3		45983
1000001	2	2		45983
1000001	3	3		45983
1000001	1	3		48524
1000001	2	2		48524
1000001	3	3		48524
1000001	1	3		46039
1000001	2	2		46039
1000001	3	3		46039
1000001	1	3		46065
1000001	2	2		46065
1000001	3	3		46065
1000001	1	3		48773
1000001	2	2		48773
1000001	3	3		48773
1000001	1	2.1	Table 11 - Important Co-morbidities	45788
1000001	3	2	Table 11 - Important Co-morbidities	45788
1000001	1	2.1	Table 11 - Important Co-morbidities	45793
1000001	3	2	Table 11 - Important Co-morbidities	45793
1000001	1	2.1	Table 11 - Important Co-morbidities	45763
1000001	3	2	Table 11 - Important Co-morbidities	45763
1000001	1	2.1	Table 11 - Important Co-morbidities	45771
1000001	3	2	Table 11 - Important Co-morbidities	45771
1000001	1	2.1	3.4.1 Necessitates evaluation of ischemia?	45838
1000001	3	2	3.4.1 Necessitates evaluation of ischemia?	45838
1000001	1	2.1	3.4.1 Necessitates evaluation of ischemia?	45870
1000001	3	2	3.4.1 Necessitates evaluation of ischemia?	45870
1000001	1	3		46200
1000001	2	2		46200
1000001	3	3		46200
1000001	1	1		45868
1000001	2	2		45868
1000001	3	1		45868
1000001	1	1		45827
1000001	2	3		45827
1000001	3	1		45827
1000001	1	2.1	3.4.1 Necessitates evaluation of ischemia?	45914
1000001	3	2	3.4.1 Necessitates evaluation of ischemia?	45914
1000001	1	3	Adenosine (ATP) Test?	46605
1000001	2	2	Adenosine (ATP) Test?	46605
1000001	3	3	Adenosine (ATP) Test?	46605
1000001	1	2		46462
1000001	2	3		46462
1000001	3	1		46462
1000001	1	3		44005
1000001	2	1		44005
1000001	3	3		44005
1000001	1	2		44756
1000001	2	2		44756
1000001	3	1		44756
1000001	1	3		62214
1000001	2	2		62214
1000001	3	3		62214
1000001	1	1	Carotid Sinus Massage	
1000001	1	2	Electrophysiologic Testing	
1000001	1	1	Tilt Table	
1000001	2	2	Carotid Sinus Massage	
1000001	2	2	Electrophysiologic Testing	
1000001	2	3	Tilt Table	
1000001	3	1	Carotid Sinus Massage	
1000001	3	1	Electrophysiologic Testing	
1000001	3	1	Tilt Table	
1000002	1	2	Mixed recs depending on headache	63811
1000002	3	2		63811
1000002	1	2.1		49251
1000002	3	2	Admission	49251
1000002	1	2.1		49207
1000002	3	2	Admission	49207
1000002	1	2.1		61832
1000002	3	1		61832
1000002	1	2.1		62176
1000002	3	1		62176
1000002	1	2.1		45866
1000002	3	1		45866
1000002	1	2	Mixed recs depending on headache	45983
1000002	3	1		45983
1000002	1	2	Mixed recs depending on headache	48524
1000002	3	2		48524
1000002	1	2.1		48676
1000002	3	2	If suspect PE	48676
1000002	1	2.1		45762
1000002	3	2	If suspect PE	45762
1000002	1	2	Mixed recs depending on headache	50989
1000002	3	2		50989
1000002	1	2	Mixed recs depending on headache	46039
1000002	3	1		46039
1000002	1	2	Mixed recs depending on headache	46065
1000002	3	1		46065
1000002	1	2.1		45788
1000002	3	2		45788
1000002	1	2.1		45793
1000002	3	2		45793
1000002	1	2.1		45763
1000002	3	2		45763
1000002	1	2.1		45771
1000002	3	2		45771
1000002	1	2.5		45853
1000002	3	1		45853
1000002	1	2.5		45838
1000002	3	1		45838
1000002	1	2.5		45870
1000002	3	1		45870
1000002	1	2		46200
1000002	3	1		46200
1000002	1	2.1		45827
1000002	3	1		45827
1000002	1	2.5		45914
1000002	3	1		45914
1000002	1	2.1		48561
1000002	3	1		48561
1000013	1	2.1		45955
1000013	3	2	Headache, Hypoventilation - CO-Hgb	45955
1000013	1	2.1		45983
1000013	3	1	Trauma, Headache, Immunocompromised, Anticoagulants, Unarousable	45983
1000013	1	2.1		49173
1000013	3	1	Headache	49173
1000013	1	1		45900
1000013	3	2	CO Poisoning, Unarousable	45900
1000013	1	1		45864
1000013	3	2	CO Poisoning, Unarousable	45864
1000013	1	1		45921
1000013	3	2.5	CO Poisoning, Unarousable	45921
1000013	1	2.1		63811
1000013	3	1	Immunocompromised, Unarousable - Septic Workup - LP	63811
1000013	1	2.1		49083
1000013	1	2.1		48880
1000013	1	2.1		48577
1000013	1	2.1		49020
1000013	3	2	Immunocompromised, Unarousable - Septic Workup - LP	49083
1000013	3	2	Immunocompromised, Unarousable - Septic Workup - LP	48880
1000013	3	2	Immunocompromised, Unarousable - Septic Workup - LP	48577
1000013	3	2	Immunocompromised, Unarousable - Septic Workup - LP	49020
1000013	1	2.1		46039
1000013	1	2.1		46065
1000013	1	2.1		45889
1000013	3	2	Immunocompromised	46039
1000013	3	1	Immunocompromised	46065
1000013	3	2	Immunocompromised	45889
1000013	1	2.1		46200
1000013	3	1	Seizures, Unarousable	46200
1000013	1	2.1		49334
1000013	3	2	Seizures	49334
1000013	1	2.1		62051
1000013	3	2	Seizures	62051
1000013	1	2.1		50202
1000013	3	1	Seizures, Admit	50202
1000013	1	1		45759
1000013	3	1	Anticoagulants, Petechiae	45759
1000013	1	1		45770
1000013	3	1	Anticoagulants, Petechiae	45770
1000013	1	2.1		44715
1000013	3	1	Opioids, Unarousable	44715
1000013	1	2.1		46136
1000013	3	1	Alcohol	46136
1000013	1	2.1		44003
1000013	3	2	Alcohol, Unarousable	44003
1000013	1	2.1		50984
1000013	3	2	Alcohol, Unarousable	50984
1000013	1	2.1		45049
1000013	3	1	Alcohol, Unarousable	45049
1000013	1	2.1		45788
1000013	3	1	Alcohol	45788
1000013	1	2.1		45793
1000013	3	1	Alcohol, Unarousable	45793
1000013	1	2.1		45752
1000013	3	1	Alcohol, Unarousable - Septic Workup	45752
1000013	1	2.1		45901
1000013	3	1	Alcohol, Unarousable - Septic Workup	45901
1000013	1	2.1		45751
1000013	3	1	Alcohol, Unarousable - Septic Workup	45751
1000013	1	2.1		45873
1000013	3	1	Alcohol, Unarousable - Septic Workup	45873
1000013	1	2.1		45782
1000013	3	1	Alcohol, Unarousable - Septic Workup	45782
1000013	1	2.1		45818
1000013	3	1	Alcohol, Unarousable - Septic Workup	45818
1000013	1	2.1		45801
1000013	3	1	Alcohol, Unarousable - Septic Workup	45801
1000013	1	1		45827
1000013	3	1	Unarousable	45827
1000013	1	1		44682
1000013	3	1	Unarousable	44682
1000013	1	2.1		45763
1000013	3	2	Unarousable - Electrolytes	45763
1000013	1	2.1		45771
1000013	3	2	Unarousable - Electrolytes	45771
1000013	1	2.1		45772
1000013	3	1	Unarousable	45772
1000013	1	2.1		45866
1000013	3	1	Unarousable	45866
1000013	1	2.1		48599
1000013	3	2.5	Unarousable - Cervical Spine Immobilization	48599
1000013	1	2.1		51261
1000013	3	2.5	Unarousable - Cervical Spine Immobilization	51261
1000013	1	2.1		49965
1000013	3	2.5	Unarousable - Cervical Spine Immobilization	49965
1000013	1	2.1		48524
1000013	3	2.5	Unarousable - Cervical Spine Immobilization	48524
1000013	1	2.1		45887
1000013	3	2		45887
1000013	1	2.1		46217
1000013	3	2		46217
1000013	1	1		45760
1000013	3	2	CO Poisoning, Hypoventilation - CO Hgb	45760
1000013	1	2.1		44276
1000013	3	2	Agitated, Delirium Tremens - Chemical restraint	44276
1000013	1	2.1		46889
1000013	3	2	Agitated - Chemical restraint	46889
1000013	1	2.1		45941
1000013	3	2	Agitated - Toxicology	45941
1000013	1	2.1		46236
1000013	3	2	Agitated, Breather Odor, Ethanol - Toxicology	46236
1000013	1	2.1		49134
1000013	3	2	Hypertension	49134
1000013	1	2.1		48561
1000013	3	2	Hypertension	48561
1000013	1	2.1		45838
1000013	3	2	Hypertension - End-Organ Damage Assessment	45838
1000013	1	2.1		45870
1000013	3	2	Hypertension - End-Organ Damage Assessment	45870
1000013	1	2.1		45914
1000013	3	2	Hypertension - End-Organ Damage Assessment	45914
1000013	1	2.1		44198
1000013	3	2	Tachycardia - Crystalloid Challenge	44198
1000013	1	2.1		44290
1000013	3	2	Tachycardia - Crystalloid Challenge	44290
1000013	1	2.1		43997
1000013	3	2	Fever - Antibiotics	43997
1000013	1	2.1		35733
1000013	3	2	Fever - Antibiotics	35733
1000013	1	2.1		44237
1000013	3	2	Fever - Antibiotics	44237
1000013	1	2.1		44391
1000013	3	2	Fever - Antibiotics	44391
1000013	1	2.1		44252
1000013	3	2	Fever - Antibiotics	44252
1000013	1	2.1		44299
1000013	3	2.5	Fever - Antibiotics	44299
1000013	1	2.1		35849
1000013	3	2.5	Fever - Antibiotics	35849
1000013	1	2.1		44615
1000013	3	2	Fever - Antibiotics	44615
1000013	1	2.1		50267
1000013	3	2	Asterixis - Evaluate GI Bleed	50267
1000013	1	2.1		45895
1000013	3	1	Rigidity	45895
1000013	1	2.1		45910
1000013	3	2	Hepatic encephalopathy	45910
1000013	1	2.1		46090
1000013	3	1	Petechiae, Neuro Deficit	46090
1000013	1	2.1		63752
1000013	3	2.5	Breath Odor	63752
1000013	1	2.1		44281
1000013	3	2	Fever - Antipyretic	44281
1000013	1	2.1		56492
1000013	3	2	Fever - Antipyretic	56492
1000013	1	2.1		44213
1000013	3	2.5	Delirium Tremens	44213
1000013	3	2.5	Neuroleptic Malignant Syndrome - Bromocriptine	
1000013	3	2.5	Neuroleptic Malignant Syndrome - Dantrolene	
1000013	1	1		49207
1000013	3	2	Admit	49207
1000013	1	2.1		49678
1000013	3	2	Suicide/Homicide Potential - Consult/Admit	49678
1000026	1	2.1		44595
1000026	3	2	page 261-262 concern for sepsis including CNS infection	44595
1000026	1	2.1		44302
1000026	3	2	page 258 HE discussed	44302
1000026	1	2.1		63811
1000026	3	1	page 257, 258	63811
1000026	1	1		49207
1000026	3	2	page 259	49207
1000026	1	1		50202
1000026	3	1	page 258	50202
1000026	1	1		49678
1000026	3	2	260 psychiatric etiologies	49678
1000026	1	2.1		51261
1000026	3	1	page 259, 263	51261
1000026	1	1		45811
1000026	3	1	p259-260, if too lethargic for POs, might aspirate	45811
1000026	1	2.1		45866
1000026	3	1	p259-260, shotgun approach for patient	45866
1000026	1	2.1		45983
1000026	3	1	page 257-260	45983
1000026	1	2.5		49965
1000026	3	2	page 257 re: trauma	49965
1000026	1	2.5		48524
1000026	3	2	page 257 re: trauma	48524
1000026	1	2.5		48599
1000026	3	2	page 257 re: trauma	48599
1000026	1	2.1		45818
1000026	3	2	page 259 septic work-up includes PNA	45818
1000026	1	2.1		45801
1000026	3	2	page 259 septic work-up includes PNA	45801
1000026	1	2.5		45889
1000026	3	1	page 253 - MRI not readily available in many ERs, does not permit close monitoring, etc.	45889
1000026	1	2.5		46039
1000026	3	1	page 253 - MRI not readily available in many ERs, does not permit close monitoring, etc.	46039
1000026	1	2.5		46065
1000026	3	1	page 253 - MRI not readily available in many ERs, does not permit close monitoring, etc.	46065
1000026	1	1		45760
1000026	3	1	261 hypoventilation	45760
1000026	1	2.1		48829
1000026	3	2	260 psych etiology	48829
1000026	1	2.5		45823
1000026	3	2	if hemorrhage	45823
1000026	1	2.5		63752
1000026	3	2		63752
1000026	1	2.1		45752
1000026	3	1	p259-260, shotgun approach for patient	45752
1000026	1	2.1		45901
1000026	3	1	p259-260, shotgun approach for patient	45901
1000026	1	2.1		46217
1000026	3	1	p259-260, shotgun approach for patient	46217
1000026	1	2.5		45887
1000026	3	1	p259-260, shotgun approach for patient	45887
1000026	1	2.1		45788
1000026	3	1	p259-260, shotgun approach for patient	45788
1000026	1	2.1		45793
1000026	3	1	p259-260, shotgun approach for patient	45793
1000026	1	2.1		45895
1000026	3	2	page 250-260, implied if found down, consider rhabdo	45895
1000026	1	2.1		49083
1000026	3	1	page 257, 258	49083
1000026	1	2.1		48880
1000026	3	1	page 257, 258	48880
1000026	1	2.1		48577
1000026	3	1	page 257, 258	48577
1000026	1	2.1		49020
1000026	3	1	page 257, 258	49020
1000026	1	2.1		45941
1000026	3	1	260	45941
1000026	1	2.1		45910
1000026	3	1	p 262	45910
1000026	1	2.1		62051
1000026	3	2	p 258 consider seizure d/o 	62051
1000026	1	2.1		45763
1000026	3	1	p259-260, shotgun approach for patient	45763
1000026	1	2.1		45771
1000026	3	1	p259-260, shotgun approach for patient	45771
1000026	1	2.1		45806
1000026	3	1	p259-260, shotgun approach for patient	45806
1000026	1	2.1		46136
1000026	3	1	page 263-264 suspect liver pathology	46136
1000026	1	1		49301
1000026	3	1	261 hypoventilation	49301
1000026	1	2.1		46020
1000026	3	2	p259-260, shotgun approach for patient	46020
1000026	1	2.1		45838
1000026	3	2	p259-260, shotgun approach for patient	45838
1000026	1	2.1		49334
1000026	3	2	p 258 consider seizure d/o 	49334
1000026	1	2.1		45778
1000026	3	2	p259-260, shotgun approach for patient	45778
1000026	1	2.1		46090
1000026	3	2	p259-260, shotgun approach for patient	46090
1000026	1	2.1		45759
1000026	3	1	page 263-264 suspect liver pathology	45759
1000026	1	2.1		45770
1000026	3	1	page 263-264 suspect liver pathology	45770
1000026	1	2.1		45792
1000026	3	2	infection considered	45792
1000026	1	2.1		49173
1000026	3	2	260 psych etiology	49173
1000026	1	2.5		45879
1000026	3	2	page 259 i.e. ICH	45879
1000026	1	2.1		45870
1000026	3	2	p259-260, shotgun approach for patient	45870
1000026	1	2.1		45772
1000026	3	1	p259-260, shotgun approach for patient	45772
1000026	1	2.5		45945
1000026	3	2	if hemorrhage	45945
1000026	1	2.1		45751
1000026	3	1	p259-260, shotgun approach for patient	45751
1000026	1	2.1		45873
1000026	3	1	p259-260, shotgun approach for patient	45873
1000026	1	2.1		49134
1000026	3	1	page 260	49134
1000026	1	2.1		45782
1000026	3	1	p259-260, shotgun approach for patient	45782
1000026	1	2.1		46236
1000026	3	2	page 258 re: alcohol use	46236
1000026	1	2.1		44290
1000026	3	2	261 - tachycardia, crystalloid challenge	44290
1000026	1	2.1		44252
1000026	3	2	page 261-262 concern for sepsis including CNS infection	44252
1000026	1	2.1		44237
1000026	3	2	page 261-262 concern for sepsis including CNS infection	44237
1000026	1	2.1		44391
1000026	3	2	page 261-262 concern for sepsis including CNS infection	44391
1000026	1	2.1		46200
1000026	3	1	p259-260, shotgun approach for patient	46200
1000026	1	1		45787
1000026	3	2	implied as part of admission process	45787
1000026	1	1		45854
1000026	3	2	implied as part of admission process	45854
1000026	1	2.1		45955
1000026	3	2	p259-260, shotgun approach for patient	45955
1000026	1	2.1		45914
1000026	3	2	p259-260, shotgun approach for patient	45914
1000026	1	2.1		48561
1000026	3	1	page 260	48561
1000026	1	2.1		50267
1000026	3	2	p259-260, shotgun approach for patient	50267
1000026	1	2.1		46101
1000026	3	2	page 258 discussing seizure	46101
1000026	1	1		45776
1000026	3	2	implied as part of admission process	45776
1000026	1	1		45758
1000026	3	2	implied as part of admission process	45758
1000026	1	1		45921
1000026	3	1	p 261 O2 for hypoventilation	45921
1000026	1	1		45049
1000026	3	1	259-260	45049
1000026	1	2.1		43997
1000026	3	2	page 261-262 concern for sepsis including CNS infection	43997
1000026	1	2.1		56492
1000026	1	2.1		44281
1000026	3	1	p 261 temperature reduction if fever	56492
1000026	3	1	p 261 temperature reduction if fever	44281
1000026	1	2.1		35849
1000026	3	2	page 261-262 concern for sepsis including CNS infection	35849
1000026	1	2.1		44255
1000026	3	2	page 261-262 concern for sepsis including CNS infection	44255
1000026	1	2.1		35733
1000026	3	2	page 261-262 concern for sepsis including CNS infection	35733
1000026	1	2.1		44615
1000026	3	2	page 261-262 concern for sepsis including CNS infection	44615
1000026	1	2.5		44319
1000026	3	2	generally avoid if already altered	44319
1000026	1	2.1		44424
1000026	3	2	page 258 HE discussed	44424
1000026	1	2.1		44003
1000026	3	2	page 258 chronic EtOH	44003
1000026	1	2.1		50984
1000026	3	2	page 258 chronic EtOH	50984
1000026	1	2.1		44682
1000026	3	2	throughout, patient might have hypoglycemia, thiamine first if suspect Wernicke Korsakoff	44682
1000026	1	2.1		46889
1000026	3	2	page 260 for agitated patient consider potential for violence	46889
1000026	1	2.1		44222
1000026	3	2	implied for admit	44222
1000026	1	2.1		44276
1000026	3	1	page 258 withdrawal syndromes, page 266 serotonin syndrome, NMS, withdrawal common, others less so	44276
1000026	1	2.5		44213
1000026	3	1	page 266 re: DTs (?fairly rare)	44213
1000026	1	1		44715
1000026	3	1	page 259	44715
1000026	1	2.1		44299
1000026	3	2	page 261-262 concern for sepsis including CNS infection	44299
1000026	1	2.1		44198
1000026	3	2	261 - tachycardia, crystalloid challenge	44198
1000016	1	1		49251
1000016	3	1	page 2	49251
1000016	1	1		45811
1000016	3	2	pending urgent procedures	45811
1000016	1	2.1		45824
1000016	3	2	in patients with CV risk factors	45824
1000016	1	1		61832
1000016	3	1	page 2	61832
1000016	1	2.1	TEE for pts with renal insufficiency or allergy to contrast dye if suspect aortic pathology	45963
1000016	3	1	page 22	45963
1000016	1	1		62083
1000016	3	1	page 2,7 low risk pt management	62083
1000016	1	1		52590
1000016	3	1	page 2,7 low risk pt management	52590
1000016	1	1		45866
1000016	3	1	page 2 first step is EKG	45866
1000016	1	1		62037
1000016	3	1	page 2	62037
1000016	1	1		48522
1000016	3	2	page 5 alternative causes	48522
1000016	1	2		48676
1000016	3	1	page 5 alternative causes	48676
1000016	1	2.5		45762
1000016	3	2	page 5 alternative causes	45762
1000016	1	2.1		48698
1000016	3	1	page 2 for coronary CT	48698
1000016	1	1		45818
1000016	3	1	page 5 alternative causes	45818
1000016	1	1		45801
1000016	3	1	page 5 alternative causes	45801
1000016	1	2.1		45797
1000016	3	2	as part of risk factor assessment in this population	45797
1000016	1	2.5	if hypoxic should see on O2 sat	45760
1000016	3	1	page 5	45760
1000016	1	2.1		45788
1000016	3	2	starting anticoagulation, considering alternative dx like PNA	45788
1000016	1	2.1		45793
1000016	3	2	starting anticoagulation, considering alternative dx like PNA	45793
1000016	1	2.5	not primary marker	45895
1000016	3	1	page 17	45895
1000016	1	1		48532
1000016	3	1	page 5 alternative causes	48532
1000016	1	2.1		45891
1000016	3	2	starting anticoagulation, considering alternative dx like PNA	45891
1000016	1	1		63714
1000016	3	1	page 19	63714
1000016	1	2.1		61837
1000016	3	2	as part of risk factor assessment in this population	61837
1000016	1	2.5	not primary marker	45892
1000016	3	1	page 17	45892
1000016	1	2.1		45763
1000016	3	2	Cr	45763
1000016	1	2.5		45771
1000016	3	2		45771
1000016	1	2.1		45806
1000016	3	2	page 4 arrythmic complications	45806
1000016	1	2.5		45853
1000016	3	2	not mentioned for diagnosis of ACS	45853
1000016	1	1		46098
1000016	3	1	discussion page 2 or numerous tings that would require constrast	46098
1000016	1	1		45838
1000016	3	1	page 16, 17	45838
1000016	1	1		46090
1000016	3	1	page 19, need to get if heparinizing	46090
1000016	1	1		45759
1000016	3	1	page 19, need to get if heparinizing	45759
1000016	1	1		45770
1000016	3	1	page 19, need to get if heparinizing	45770
1000016	1	2.5		45879
1000016	3	2	page 5 chest tube	45879
1000016	1	1		45870
1000016	3	1	page 16, 17	45870
1000016	1	2.1		45787
1000016	3	2	implied for patients being admitted	45787
1000016	1	2.1		45854
1000016	3	2	implied for patients being admitted	45854
1000016	1	2.5		45955
1000016	3	2		45955
1000016	1	1		46064
1000016	3	1	discussion page 2 or numerous tings that would require constrast	46064
1000016	1	2.1		46185
1000016	3	1	page 5 ABG specifically mentioned	46185
1000016	1	1		45914
1000016	3	1	page 16, 17	45914
1000016	1	2.1		45776
1000016	3	2	implied for patients being admitted	45776
1000016	1	2.1		45758
1000016	3	2	implied for patients being admitted	45758
1000016	1	1		45921
1000016	3	1	page 2	45921
1000016	1	1		44206
1000016	1	1		44315
1000016	3	1		44206
1000016	3	1	page 2 first step is ASA	44315
1000016	1	1		44212
1000016	3	1	page 18	44212
1000016	1	2.5		44319
1000016	3	2	page 16 only morphine mentioned	44319
1000016	1	2.5		44236
1000016	3	2	GI causes in differential for alternative causes	44236
1000016	1	2	if recurrent symptoms despite beta blockers	44241
1000016	1	1		44256
1000016	1	2.5		44285
1000016	3	1	page 20 	44241
1000016	3	1	page 20 	44256
1000016	3	2		44285
1000016	1	2.1		44222
1000016	3	2	as part of admisison	44222
1000016	1	2		47006
1000016	3	1	page 18, prasugrel with more limitations than clopidogrel, ?should not be part of order set	47006
1000016	1	1		44294
1000016	3	1	page 16	44294
1000016	1	2.1		44240
1000016	3	2	STEMI algorithm -> 2nd risk factor modification	44240
1000016	1	2.1		44198
1000016	3	2		44198
1000017	1	1		49251
1000017	3	1	page 8 local protocols for STEMI - call cards!	49251
1000017	1	1		45811
1000017	3	2	page 8 local protocols for STEMI - implied if pending procedure	45811
1000017	1	2.1		45824
1000017	3	2	page 15 risk factors for ACS imply healthy diet preferred	45824
1000017	1	1		61832
1000017	3	2	page 12, can look for focal WMA	61832
1000017	1	2.5		45963
1000017	3	2	discussion of indications for echo, TEE generally not needed, for aortic dissection CTA preferred	45963
1000017	1	1		62083
1000017	3	1	page 19 non-invasive testing for select patients	62083
1000017	1	1		52590
1000017	3	1	page 19 non-invasive testing for select patients	52590
1000017	1	1		45866
1000017	3	1	page 7	45866
1000017	1	1		62037
1000017	3	1	page 8 local protocols for STEMI - call cards!	62037
1000017	1	2.1		48522
1000017	3	2	page 9 consider aortic dissection as alternative diagnosis	48522
1000017	1	2.1		48676
1000017	3	2	page 9 consider PE as alternative diagnosis	48676
1000017	1	2.5		45762
1000017	3	2	page 9 consider PE as alternative diagnosis, usually don't simultaneously CT LE	45762
1000017	1	2.1		48698
1000017	3	1	page 19 for CAD CT coronary angiography, technically not just a CT Thorax order	48698
1000017	1	2.1		45818
1000017	3	2	page 9 consider PNA as alternative diagnosis	45818
1000017	1	2.1		45801
1000017	3	2	page 9 consider PNA as alternative diagnosis	45801
1000017	1	1		45797
1000017	3	2	page 15 CV risk factor stratification including DM, lipid abnormalities	45797
1000017	1	2.5		45760
1000017	3	2	page 10 discussion of COPD subset	45760
1000017	1	2.5		45823
1000017	3	2	page 16 identify other conditions such as anemia	45823
1000017	1	2.1		45788
1000017	3	2	consider other causes like PNA page 9	45788
1000017	1	2.1		45793
1000017	3	2	page 16 identify other conditions such as anemia	45793
1000017	1	2.5		45895
1000017	3	2	page 11 discussion of biochemical markers, troponin discussed, CKMB not mentioned	45895
1000017	1	2.1		48532
1000017	3	2	discussion of excluding PE and aortic dissection	48532
1000017	1	2.1		45891
1000017	3	2	page 16 identify other conditions such as anemia	45891
1000017	1	2.1		63714
1000017	3	2	page 9 local protocols regarding ACS	63714
1000017	1	1		61837
1000017	3	2	page 15 CV risk factor stratification including DM, lipid abnormalities	61837
1000017	1	2.5		45892
1000017	3	2	page 11 discussion of biochemical markers, troponin discussed, CKMB not mentioned	45892
1000017	1	2.1		45763
1000017	3	2	need Cr if going to get contrast	45763
1000017	1	2.5		45771
1000017	3	2	not clear that need LFTs etc.	45771
1000017	1	2.5		45806
1000017	3	2		45806
1000017	1	2.5		45853
1000017	3	1	page 11, dont't use to diagnose ACS	45853
1000017	1	2.1		46098
1000017	3	2	need Cr if going to get contrast	46098
1000017	1	1		45838
1000017	3	1	page 7	45838
1000017	1	2.1		46090
1000017	3	2	might start heparin per protocols on page 9	46090
1000017	1	2.1		45759
1000017	3	2	might start heparin per protocols on page 9	45759
1000017	1	2.1		45770
1000017	3	2	might start heparin per protocols on page 9	45770
1000017	1	2.5		45879
1000017	3	2	presumably some people eventually go to CABG, but this need not be on admission order set	45879
1000017	1	1		45870
1000017	3	1	page 7	45870
1000017	1	2.5		45945
1000017	3	2	page 16 identify other conditions such as anemia	45945
1000017	1	2.1		45787
1000017	3	2	implied for patients being admitted	45787
1000017	1	2.1		45854
1000017	3	2	implied for patients being admitted	45854
1000017	1	2.5		45955
1000017	3	2	risk stratification	45955
1000017	1	2.1		46064
1000017	3	2	need Cr if going to get contrast	46064
1000017	1	2.5		46185
1000017	3	2	page 10 discussion of COPD subset	46185
1000017	1	1		45914
1000017	3	1	page 7	45914
1000017	1	2.1		45776
1000017	3	2	implied for patients being admitted	45776
1000017	1	2.1		45758
