2018 Clinical Diagnostic Laboratory Fee Schedule ,,,,,,
"CPT codes, descriptions and other data only are copyright 2018 American Medical Association. All rights reserved. CPT is a registered trademark of the American Medical Association (AMA).",,,,,,
2018,82595,,20180101,N,00007.98,Assay of cryoglobulin
2018,82600,,20180101,N,00023.95,Assay of cyanide
2018,82607,,20180101,N,00018.61,Vitamin b-12
2018,82608,,20180101,N,00017.68,B-12 binding capacity
2018,82610,,20180101,N,00018.52,Cystatin c
2018,82615,,20180101,N,00010.08,Test for urine cystines
2018,82626,,20180101,N,00031.20,Dehydroepiandrosterone
2018,82627,,20180101,N,00027.45,Dehydroepiandrosterone
2018,82633,,20180101,N,00038.25,Desoxycorticosterone
2018,82634,,20180101,N,00036.14,Deoxycortisol
2018,82638,,20180101,N,00015.12,Assay of dibucaine number
2018,82652,,20180101,N,00047.53,Vit d 1 25-dihydroxy
2018,82656,,20180101,N,00014.24,Pancreatic elastase fecal
2018,82657,,20180101,N,00022.29,Enzyme cell activity
2018,82658,,20180101,N,00044.03,Enzyme cell activity ra
2018,82664,,20180101,N,00061.50,Electrophoretic test
2018,82668,,20180101,N,00023.20,Assay of erythropoietin
2018,82670,,20180101,N,00034.49,Assay of estradiol
2018,82671,,20180101,N,00039.88,Assay of estrogens
2018,82672,,20180101,N,00026.78,Assay of estrogen
2018,82677,,20180101,N,00029.85,Assay of estriol
2018,82679,,20180101,N,00030.81,Assay of estrone
2018,82679,QW,20180101,N,00030.81,Assay of estrone
2018,82693,,20180101,N,00018.40,Assay of ethylene glycol
2018,82696,,20180101,N,00029.12,Assay of etiocholanolone
2018,82705,,20180101,N,00006.29,Fats/lipids feces qual
2018,82710,,20180101,N,00020.75,Fats/lipids feces quant
2018,82715,,20180101,N,00022.97,Assay of fecal fat
2018,82725,,20180101,N,00018.77,Assay of blood fatty acids
2018,82726,,20180101,N,00022.29,Long chain fatty acids
2018,82728,,20180101,N,00016.83,Assay of ferritin
2018,82731,,20180101,N,00079.52,Assay of fetal fibronectin
2018,82735,,20180101,N,00022.89,Assay of fluoride
2018,82746,,20180101,N,00018.15,Assay of folic acid serum
2018,82747,,20180101,N,00021.38,Assay of folic acid rbc
2018,82757,,20180101,N,00021.40,Assay of semen fructose
2018,82759,,20180101,N,00026.52,Assay of rbc galactokinase
2018,82760,,20180101,N,00013.82,Assay of galactose
2018,82775,,20180101,N,00026.01,Assay galactose transferase
2018,82776,,20180101,N,00011.74,Galactose transferase test
2018,82777,,20180101,N,00044.25,Galectin-3
2018,82784,,20180101,N,00011.48,Assay iga/igd/igg/igm each
2018,82785,,20180101,N,00020.32,Assay of ige
2018,82787,,20180101,N,00009.90,Igg 1 2 3 or 4 each
2018,82800,,20180101,N,00011.00,Blood ph
2018,82803,,20180101,N,00026.07,Blood gases any combination
2018,82805,,20180101,N,00078.77,Blood gases w/o2 saturation
2018,82810,,20180101,N,00010.77,Blood gases o2 sat only
2018,82820,,20180101,N,00013.34,Hemoglobin-oxygen affinity
2018,82930,,20180101,N,00006.72,Gastric analy w/ph ea spec
2018,82938,,20180101,N,00021.84,Gastrin test
2018,82941,,20180101,N,00021.77,Assay of gastrin
2018,82943,,20180101,N,00017.64,Assay of glucagon
2018,82945,,20180101,N,00004.85,Glucose other fluid
2018,82946,,20180101,N,00018.61,Glucagon tolerance test
2018,82947,,20180101,N,00004.85,Assay glucose blood quant
2018,82947,QW,20180101,N,00004.85,Assay glucose blood quant
2018,82948,,20180101,N,00005.04,Reagent strip/blood glucose
2018,82950,,20180101,N,00005.86,Glucose test
2018,82950,QW,20180101,N,00005.86,Glucose test
2018,82951,,20180101,N,00015.89,Glucose tolerance test (gtt)
2018,82951,QW,20180101,N,00015.89,Glucose tolerance test (gtt)
2018,82952,,20180101,N,00004.84,Gtt-added samples
2018,82952,QW,20180101,N,00004.84,Gtt-added samples
2018,82955,,20180101,N,00011.97,Assay of g6pd enzyme
2018,82960,,20180101,N,00007.47,Test for g6pd enzyme
2018,82962,,20180101,N,00003.28,Glucose blood test
2018,82963,,20180101,N,00026.52,Assay of glucosidase
2018,82965,,20180101,N,00013.15,Assay of gdh enzyme
2018,82977,,20180101,N,00008.89,Assay of ggt
2018,82977,QW,20180101,N,00008.89,Assay of ggt
2018,82978,,20180101,N,00017.60,Assay of glutathione
2018,82979,,20180101,N,00011.66,Assay rbc glutathione
2018,82985,,20180101,N,00018.61,Assay of glycated protein
2018,82985,QW,20180101,N,00018.61,Assay of glycated protein
2018,83001,,20180101,N,00022.94,Assay of gonadotropin (fsh)
2018,83001,QW,20180101,N,00022.94,Assay of gonadotropin (fsh)
2018,83002,,20180101,N,00022.86,Assay of gonadotropin (lh)
2018,83002,QW,20180101,N,00022.86,Assay of gonadotropin (lh)
2018,83003,,20180101,N,00020.58,Assay growth hormone (hgh)
2018,83006,,20180101,N,00075.60,Growth stimulation gene 2
2018,83009,,20180101,N,00083.16,H pylori (c-13) blood
2018,83010,,20180101,N,00015.53,Assay of haptoglobin quant
2018,83012,,20180101,N,00026.89,Assay of haptoglobins
2018,83013,,20180101,N,00083.16,H pylori (c-13) breath
2018,83014,,20180101,N,00009.70,H pylori drug admin
2018,83015,,20180101,N,00023.25,Heavy metal qual any anal
2018,83018,,20180101,N,00027.12,Heavy metal quant each nes
2018,83020,,20180101,N,00015.89,Hemoglobin electrophoresis
2018,83021,,20180101,N,00022.29,Hemoglobin chromotography
2018,83026,,20180101,N,00004.01,Hemoglobin copper sulfate
2018,83030,,20180101,N,00010.74,Fetal hemoglobin chemical
2018,83033,,20180101,N,00008.00,Fetal hemoglobin assay qual
2018,83036,,20180101,N,00011.99,Glycosylated hemoglobin test
2018,83036,QW,20180101,N,00011.99,Glycosylated hemoglobin test
2018,83037,,20180101,N,00011.99,Glycosylated hb home device
2018,83037,QW,20180101,N,00011.99,Glycosylated hb home device
2018,83045,,20180101,N,00006.49,Blood methemoglobin test
2018,83050,,20180101,N,00009.05,Blood methemoglobin assay
2018,83051,,20180101,N,00009.03,Assay of plasma hemoglobin
2018,83060,,20180101,N,00010.21,Blood sulfhemoglobin assay
2018,83065,,20180101,N,00009.00,Assay of hemoglobin heat
2018,83068,,20180101,N,00010.45,Hemoglobin stability screen
2018,83069,,20180101,N,00004.88,Assay of urine hemoglobin
2018,83070,,20180101,N,00005.86,Assay of hemosiderin qual
2018,83080,,20180101,N,00020.83,Assay of b hexosaminidase
2018,83088,,20180101,N,00036.46,Assay of histamine
2018,83090,,20180101,N,00020.83,Assay of homocystine
2018,83150,,20180101,N,00023.89,Assay of homovanillic acid
2018,83491,,20180101,N,00021.64,Assay of corticosteroids 17
2018,83497,,20180101,N,00015.92,Assay of 5-hiaa
2018,83498,,20180101,N,00033.54,Assay of progesterone 17-d
2018,83500,,20180101,N,00027.96,Assay free hydroxyproline
2018,83505,,20180101,N,00030.01,Assay total hydroxyproline
2018,83516,,20180101,N,00014.24,Immunoassay nonantibody
2018,83516,QW,20180101,N,00014.24,Immunoassay nonantibody
2018,83518,,20180101,N,00010.47,Immunoassay dipstick
2018,83518,QW,20180101,N,00010.47,Immunoassay dipstick
2018,83519,,20180101,N,00018.40,Ria nonantibody
2018,83520,,20180101,N,00017.27,Immunoassay quant nos nonab
2018,83520,QW,20180101,N,00017.27,Immunoassay quant nos nonab
2018,83525,,20180101,N,00014.11,Assay of insulin
2018,83527,,20180101,N,00015.98,Assay of insulin
2018,83528,,20180101,N,00019.82,Assay of intrinsic factor
2018,83540,,20180101,N,00007.99,Assay of iron
2018,83550,,20180101,N,00010.79,Iron binding test
2018,83570,,20180101,N,00010.93,Assay of idh enzyme
2018,83582,,20180101,N,00017.50,Assay of ketogenic steroids
2018,83586,,20180101,N,00015.80,Assay 17- ketosteroids
2018,83593,,20180101,N,00032.47,Fractionation ketosteroids
2018,83605,,20180101,N,00013.19,Assay of lactic acid
2018,83605,QW,20180101,N,00013.19,Assay of lactic acid
2018,83615,,20180101,N,00007.45,Lactate (ld) (ldh) enzyme
2018,83625,,20180101,N,00015.80,Assay of ldh enzymes
2018,83630,,20180101,N,00024.24,Lactoferrin fecal (qual)
2018,83631,,20180101,N,00024.24,Lactoferrin fecal (quant)
2018,83632,,20180101,N,00024.97,Placental lactogen
2018,83633,,20180101,N,00011.25,Test urine for lactose
2018,83655,,20180101,N,00014.95,Assay of lead
2018,83655,QW,20180101,N,00014.95,Assay of lead
2018,83661,,20180101,N,00027.14,L/s ratio fetal lung
2018,83662,,20180101,N,00023.35,Foam stability fetal lung
2018,83663,,20180101,N,00023.35,Fluoro polarize fetal lung
2018,83664,,20180101,N,00023.35,Lamellar bdy fetal lung
2018,83670,,20180101,N,00011.31,Assay of lap enzyme
2018,83690,,20180101,N,00008.51,Assay of lipase
2018,83695,,20180101,N,00015.98,Assay of lipoprotein(a)
2018,83698,,20180101,N,00046.31,Assay lipoprotein pla2
2018,83700,,20180101,N,00013.90,Lipopro bld electrophoretic
2018,83701,,20180101,N,00033.86,Lipoprotein bld hr fraction
2018,83704,,20180101,N,00038.95,Lipoprotein bld quan part
2018,83718,,20180101,N,00010.12,Assay of lipoprotein
2018,83718,QW,20180101,N,00010.12,Assay of lipoprotein
2018,83719,,20180101,N,00014.36,Assay of blood lipoprotein
2018,83721,,20180101,N,00011.78,Assay of blood lipoprotein
2018,83721,QW,20180101,N,00011.78,Assay of blood lipoprotein
2018,83727,,20180101,N,00021.22,Assay of lrh hormone
2018,83735,,20180101,N,00008.27,Assay of magnesium
2018,83775,,20180101,N,00009.10,Assay malate dehydrogenase
2018,83785,,20180101,N,00030.37,Assay of manganese
2018,83789,,20180101,N,00024.11,Mass spectrometry qual/quan
2018,83825,,20180101,N,00020.07,Assay of mercury
2018,83835,,20180101,N,00020.92,Assay of metanephrines
2018,83857,,20180101,N,00013.26,Assay of methemalbumin
2018,83861,,20180101,N,00022.48,Microfluid analy tears
2018,83861,QW,20180101,N,00022.48,Microfluid analy tears
2018,83864,,20180101,N,00028.50,Mucopolysaccharides
2018,83872,,20180101,N,00007.24,Assay synovial fluid mucin
2018,83873,,20180101,N,00021.24,Assay of csf protein
2018,83874,,20180101,N,00015.95,Assay of myoglobin
2018,83876,,20180101,N,00050.86,Assay myeloperoxidase
2018,83880,,20180101,N,00041.90,Assay of natriuretic peptide
2018,83880,QW,20180101,N,00041.90,Assay of natriuretic peptide
2018,83883,,20180101,N,00016.79,Assay nephelometry not spec
2018,83885,,20180101,N,00030.26,Assay of nickel
2018,83915,,20180101,N,00013.77,Assay of nucleotidase
2018,83916,,20180101,N,00027.39,Oligoclonal bands
2018,83918,,20180101,N,00023.60,Organic acids total quant
2018,83919,,20180101,N,00020.31,Organic acids qual each
2018,83921,,20180101,N,00021.21,Organic acid single quant
2018,83930,,20180101,N,00008.16,Assay of blood osmolality
2018,83935,,20180101,N,00008.42,Assay of urine osmolality
2018,83937,,20180101,N,00036.85,Assay of osteocalcin
2018,83945,,20180101,N,00015.89,Assay of oxalate
2018,83950,,20180101,N,00079.52,Oncoprotein her-2/neu
2018,83951,,20180101,N,00079.52,Oncoprotein dcp
2018,83970,,20180101,N,00050.96,Assay of parathormone
2018,83986,,20180101,N,00004.42,Assay ph body fluid nos
2018,83986,QW,20180101,N,00004.42,Assay ph body fluid nos
2018,83987,,20180101,N,00004.42,Exhaled breath condensate
2018,83993,,20180101,N,00024.24,Assay for calprotectin fecal
2018,84030,,20180101,N,00006.79,Assay of blood pku
2018,84035,,20180101,N,00004.52,Assay of phenylketones
2018,84060,,20180101,N,00009.12,Assay acid phosphatase
2018,84066,,20180101,N,00011.93,Assay prostate phosphatase
2018,84075,,20180101,N,00006.39,Assay alkaline phosphatase
2018,84075,QW,20180101,N,00006.39,Assay alkaline phosphatase
2018,84078,,20180101,N,00009.01,Assay alkaline phosphatase
2018,84080,,20180101,N,00018.25,Assay alkaline phosphatases
2018,84081,,20180101,N,00020.39,Assay phosphatidylglycerol
2018,84085,,20180101,N,00011.66,Assay of rbc pg6d enzyme
2018,84087,,20180101,N,00012.74,Assay phosphohexose enzymes
2018,84100,,20180101,N,00005.85,Assay of phosphorus
2018,84105,,20180101,N,00006.39,Assay of urine phosphorus
2018,84106,,20180101,N,00005.82,Test for porphobilinogen
2018,84110,,20180101,N,00010.42,Assay of porphobilinogen
2018,84112,,20180101,N,00098.11,Eval amniotic fluid protein
2018,84119,,20180101,N,00013.36,Test urine for porphyrins
2018,84120,,20180101,N,00018.16,Assay of urine porphyrins
2018,84126,,20180101,N,00039.11,Assay of feces porphyrins
2018,84132,,20180101,N,00005.68,Assay of serum potassium
2018,84132,QW,20180101,N,00005.68,Assay of serum potassium
2018,84133,,20180101,N,00005.32,Assay of urine potassium
2018,84134,,20180101,N,00018.01,Assay of prealbumin
2018,84135,,20180101,N,00023.63,Assay of pregnanediol
2018,84138,,20180101,N,00023.37,Assay of pregnanetriol
2018,84140,,20180101,N,00025.52,Assay of pregnenolone
2018,84143,,20180101,N,00028.16,Assay of 17-hydroxypregneno
2018,84144,,20180101,N,00025.76,Assay of progesterone
2018,84145,,20180101,N,00033.08,Procalcitonin (pct)
2018,84146,,20180101,N,00023.92,Assay of prolactin
2018,84150,,20180101,N,00041.77,Assay of prostaglandin
2018,84152,,20180101,N,00022.71,Assay of psa complexed
2018,84153,,20180101,N,00022.71,Assay of psa total
2018,84154,,20180101,N,00022.71,Assay of psa free
2018,84155,,20180101,N,00004.53,Assay of protein serum
2018,84155,QW,20180101,N,00004.53,Assay of protein serum
2018,84156,,20180101,N,00004.53,Assay of protein urine
2018,84157,,20180101,N,00004.53,Assay of protein other
2018,84157,QW,20180101,N,00004.53,Assay of protein other
2018,84160,,20180101,N,00006.39,Assay of protein any source
2018,84163,,20180101,N,00018.59,Pappa serum
2018,84165,,20180101,N,00013.26,Protein e-phoresis serum
2018,84166,,20180101,N,00022.01,Protein e-phoresis/urine/csf
2018,84181,,20180101,N,00021.02,Western blot test
2018,84182,,20180101,N,00029.21,Protein western blot test
2018,84202,,20180101,N,00017.71,Assay rbc protoporphyrin
2018,84203,,20180101,N,00010.63,Test rbc protoporphyrin
2018,84206,,20180101,N,00026.69,Assay of proinsulin
2018,84207,,20180101,N,00034.69,Assay of vitamin b-6
2018,84210,,20180101,N,00014.48,Assay of pyruvate
2018,84220,,20180101,N,00011.66,Assay of pyruvate kinase
2018,84228,,20180101,N,00014.36,Assay of quinine
2018,84233,,20180101,N,00087.88,Assay of estrogen
2018,84234,,20180101,N,00080.10,Assay of progesterone
2018,84235,,20180101,N,00071.23,Assay of endocrine hormone
2018,84238,,20180101,N,00045.14,Assay nonendocrine receptor
2018,84244,,20180101,N,00027.15,Assay of renin
2018,84252,,20180101,N,00024.98,Assay of vitamin b-2
2018,84255,,20180101,N,00031.52,Assay of selenium
2018,84260,,20180101,N,00038.25,Assay of serotonin
2018,84270,,20180101,N,00026.83,Assay of sex hormone globul
2018,84275,,20180101,N,00016.59,Assay of sialic acid
2018,84285,,20180101,N,00029.06,Assay of silica
2018,84295,,20180101,N,00005.94,Assay of serum sodium
2018,84295,QW,20180101,N,00005.94,Assay of serum sodium
2018,84300,,20180101,N,00006.00,Assay of urine sodium
2018,84302,,20180101,N,00006.00,Assay of sweat sodium
2018,84305,,20180101,N,00026.25,Assay of somatomedin
2018,84307,,20180101,N,00022.56,Assay of somatostatin
2018,84311,,20180101,N,00008.63,Spectrophotometry
2018,84315,,20180101,N,00003.28,Body fluid specific gravity
2018,84375,,20180101,N,00039.00,Chromatogram assay sugars
2018,84376,,20180101,N,00006.79,Sugars single qual
2018,84377,,20180101,N,00006.79,Sugars multiple qual
2018,84378,,20180101,N,00014.23,Sugars single quant
2018,84379,,20180101,N,00014.23,Sugars multiple quant
2018,84392,,20180101,N,00005.86,Assay of urine sulfate
2018,84402,,20180101,N,00031.45,Assay of free testosterone
2018,84403,,20180101,N,00031.87,Assay of total testosterone
2018,84410,,20180101,N,00063.32,Testosterone bioavailable
2018,84425,,20180101,N,00026.21,Assay of vitamin b-1
2018,84430,,20180101,N,00014.36,Assay of thiocyanate
2018,84431,,20180101,N,00035.11,Thromboxane urine
2018,84432,,20180101,N,00019.83,Assay of thyroglobulin
2018,84436,,20180101,N,00008.48,Assay of total thyroxine
2018,84437,,20180101,N,00007.98,Assay of neonatal thyroxine
2018,84439,,20180101,N,00011.13,Assay of free thyroxine
2018,84442,,20180101,N,00018.25,Assay of thyroid activity
2018,84443,,20180101,N,00020.75,Assay thyroid stim hormone
2018,84443,QW,20180101,N,00020.75,Assay thyroid stim hormone
2018,84445,,20180101,N,00062.78,Assay of tsi globulin
2018,84446,,20180101,N,00017.51,Assay of vitamin e
2018,84449,,20180101,N,00022.22,Assay of transcortin
2018,84450,,20180101,N,00006.39,Transferase (ast) (sgot)
2018,84450,QW,20180101,N,00006.39,Transferase (ast) (sgot)
2018,84460,,20180101,N,00006.54,Alanine amino (alt) (sgpt)
2018,84460,QW,20180101,N,00006.54,Alanine amino (alt) (sgpt)
2018,84466,,20180101,N,00015.76,Assay of transferrin
2018,84478,,20180101,N,00007.09,Assay of triglycerides
2018,84478,QW,20180101,N,00007.09,Assay of triglycerides
2018,84479,,20180101,N,00007.98,Assay of thyroid (t3 or t4)
2018,84480,,20180101,N,00017.51,Assay triiodothyronine (t3)
2018,84481,,20180101,N,00020.92,Free assay (ft-3)
2018,84482,,20180101,N,00019.46,T3 reverse
2018,84484,,20180101,N,00012.47,Assay of troponin quant
2018,84485,,20180101,N,00008.89,Assay duodenal fluid trypsin
2018,84488,,20180101,N,00009.01,Test feces for trypsin
2018,84490,,20180101,N,00009.93,Assay of feces for trypsin
2018,84510,,20180101,N,00012.84,Assay of tyrosine
2018,84512,,20180101,N,00010.09,Assay of troponin qual
2018,84520,,20180101,N,00004.88,Assay of urea nitrogen
2018,84520,QW,20180101,N,00004.88,Assay of urea nitrogen
2018,84525,,20180101,N,00005.13,Urea nitrogen semi-quant
2018,84540,,20180101,N,00005.86,Assay of urine/urea-n
2018,84545,,20180101,N,00008.16,Urea-n clearance test
2018,84550,,20180101,N,00005.58,Assay of blood/uric acid
2018,84550,QW,20180101,N,00005.58,Assay of blood/uric acid
2018,84560,,20180101,N,00005.86,Assay of urine/uric acid
2018,84577,,20180101,N,00020.75,Assay of feces/urobilinogen
2018,84578,,20180101,N,00004.47,Test urine urobilinogen
2018,84580,,20180101,N,00010.08,Assay of urine urobilinogen
2018,84583,,20180101,N,00006.21,Assay of urine urobilinogen
2018,84585,,20180101,N,00019.13,Assay of urine vma
2018,84586,,20180101,N,00043.62,Assay of vip
2018,84588,,20180101,N,00041.90,Assay of vasopressin
2018,84590,,20180101,N,00014.33,Assay of vitamin a
2018,84591,,20180101,N,00017.06,Assay of nos vitamin
2018,84597,,20180101,N,00016.94,Assay of vitamin k
2018,84600,,20180101,N,00019.85,Assay of volatiles
2018,84620,,20180101,N,00014.63,Xylose tolerance test
2018,84630,,20180101,N,00014.06,Assay of zinc
2018,84681,,20180101,N,00025.70,Assay of c-peptide
2018,84702,,20180101,N,00018.59,Chorionic gonadotropin test
2018,84703,,20180101,N,00009.29,Chorionic gonadotropin assay
2018,84703,QW,20180101,N,00009.29,Chorionic gonadotropin assay
2018,84704,,20180101,N,00018.59,Hcg free betachain test
2018,84830,,20180101,N,00012.70,Ovulation tests
2018,85002,,20180101,N,00005.57,Bleeding time test
2018,85004,,20180101,N,00007.98,Automated diff wbc count
2018,85007,,20180101,N,00004.24,Bl smear w/diff wbc count
2018,85008,,20180101,N,00004.24,Bl smear w/o diff wbc count
2018,85009,,20180101,N,00005.07,Manual diff wbc count b-coat
2018,85013,,20180101,N,00007.00,Spun microhematocrit
2018,85014,,20180101,N,00002.93,Hematocrit
2018,85014,QW,20180101,N,00002.93,Hematocrit
2018,85018,,20180101,N,00002.93,Hemoglobin
2018,85018,QW,20180101,N,00002.93,Hemoglobin
2018,85025,,20180101,N,00009.59,Complete cbc w/auto diff wbc
2018,85025,QW,20180101,N,00009.59,Complete cbc w/auto diff wbc
2018,85027,,20180101,N,00007.98,Complete cbc automated
2018,85032,,20180101,N,00005.32,Manual cell count each
2018,85041,,20180101,N,00003.73,Automated rbc count
2018,85044,,20180101,N,00005.32,Manual reticulocyte count
2018,85045,,20180101,N,00004.93,Automated reticulocyte count
2018,85046,,20180101,N,00006.88,Reticyte/hgb concentrate
2018,85048,,20180101,N,00003.13,Automated leukocyte count
2018,85049,,20180101,N,00005.53,Automated platelet count
2018,85055,,20180101,N,00035.74,Reticulated platelet assay
2018,85130,,20180101,N,00014.68,Chromogenic substrate assay
2018,85170,,20180101,N,00016.30,Blood clot retraction
2018,85175,,20180101,N,00020.37,Blood clot lysis time
2018,85210,,20180101,N,00016.03,Clot factor ii prothrom spec
2018,85220,,20180101,N,00021.79,Blooc clot factor v test
2018,85230,,20180101,N,00022.10,Clot factor vii proconvertin
2018,85240,,20180101,N,00022.10,Clot factor viii ahg 1 stage
2018,85244,,20180101,N,00025.21,Clot factor viii reltd antgn
2018,85245,,20180101,N,00028.32,Clot factor viii vw ristoctn
2018,85246,,20180101,N,00028.32,Clot factor viii vw antigen
2018,85247,,20180101,N,00028.32,Clot factor viii multimetric
2018,85250,,20180101,N,00023.51,Clot factor ix ptc/chrstmas
2018,85260,,20180101,N,00022.10,Clot factor x stuart-power
2018,85270,,20180101,N,00022.10,Clot factor xi pta
2018,85280,,20180101,N,00023.89,Clot factor xii hageman
2018,85290,,20180101,N,00020.17,Clot factor xiii fibrin stab
2018,85291,,20180101,N,00010.98,Clot factor xiii fibrin scrn
2018,85292,,20180101,N,00023.37,Clot factor fletcher fact
2018,85293,,20180101,N,00023.37,Clot factor wght kininogen
2018,85300,,20180101,N,00014.63,Antithrombin iii activity
2018,85301,,20180101,N,00013.35,Antithrombin iii antigen
2018,85302,,20180101,N,00014.83,Clot inhibit prot c antigen
2018,85303,,20180101,N,00017.08,Clot inhibit prot c activity
2018,85305,,20180101,N,00014.33,Clot inhibit prot s total
2018,85306,,20180101,N,00018.92,Clot inhibit prot s free
2018,85307,,20180101,N,00018.92,Assay activated protein c
2018,85335,,20180101,N,00015.89,Factor inhibitor test
2018,85337,,20180101,N,00017.27,Thrombomodulin
2018,85345,,20180101,N,00005.32,Coagulation time lee & white
2018,85347,,20180101,N,00005.26,Coagulation time activated
2018,85348,,20180101,N,00004.60,Coagulation time otr method
2018,85360,,20180101,N,00010.38,Euglobulin lysis
2018,85362,,20180101,N,00008.51,Fibrin degradation products
2018,85366,,20180101,N,00080.46,Fibrinogen test
2018,85370,,20180101,N,00014.02,Fibrinogen test
2018,85378,,20180101,N,00009.72,Fibrin degrade semiquant
2018,85379,,20180101,N,00012.56,Fibrin degradation quant
2018,85380,,20180101,N,00012.56,Fibrin degradj d-dimer
2018,85384,,20180101,N,00010.49,Fibrinogen activity
2018,85385,,20180101,N,00014.46,Fibrinogen antigen
2018,85390,,20180101,N,00015.48,Fibrinolysins screen i&r
2018,85397,,20180101,N,00030.86,Clotting funct activity
2018,85400,,20180101,N,00009.51,Fibrinolytic plasmin
2018,85410,,20180101,N,00009.51,Fibrinolytic antiplasmin
2018,85415,,20180101,N,00021.22,Fibrinolytic plasminogen
2018,85420,,20180101,N,00008.06,Fibrinolytic plasminogen
2018,85421,,20180101,N,00012.57,Fibrinolytic plasminogen
2018,85441,,20180101,N,00005.18,Heinz bodies direct
2018,85445,,20180101,N,00008.42,Heinz bodies induced
2018,85460,,20180101,N,00009.55,Hemoglobin fetal
2018,85461,,20180101,N,00009.36,Hemoglobin fetal
2018,85475,,20180101,N,00010.95,Hemolysin acid
2018,85520,,20180101,N,00016.16,Heparin assay
2018,85525,,20180101,N,00014.62,Heparin neutralization
2018,85530,,20180101,N,00016.16,Heparin-protamine tolerance
2018,85536,,20180101,N,00007.98,Iron stain peripheral blood
2018,85540,,20180101,N,00010.62,Wbc alkaline phosphatase
2018,85547,,20180101,N,00010.62,Rbc mechanical fragility
2018,85549,,20180101,N,00023.15,Muramidase
2018,85555,,20180101,N,00008.25,Rbc osmotic fragility
2018,85557,,20180101,N,00016.49,Rbc osmotic fragility
2018,85576,,20180101,N,00026.52,Blood platelet aggregation
2018,85576,QW,20180101,N,00026.52,Blood platelet aggregation
2018,85597,,20180101,N,00022.19,Phospholipid pltlt neutraliz
2018,85598,,20180101,N,00022.19,Hexagnal phosph pltlt neutrl
2018,85610,,20180101,N,00004.85,Prothrombin time
2018,85610,QW,20180101,N,00004.85,Prothrombin time
2018,85611,,20180101,N,00004.87,Prothrombin test
2018,85612,,20180101,N,00017.49,Viper venom prothrombin time
2018,85613,,20180101,N,00011.83,Russell viper venom diluted
2018,85635,,20180101,N,00012.16,Reptilase test
2018,85651,,20180101,N,00004.38,Rbc sed rate nonautomated
2018,85652,,20180101,N,00003.33,Rbc sed rate automated
2018,85660,,20180101,N,00006.80,Rbc sickle cell test
2018,85670,,20180101,N,00007.12,Thrombin time plasma
2018,85675,,20180101,N,00008.45,Thrombin time titer
2018,85705,,20180101,N,00011.89,Thromboplastin inhibition
2018,85730,,20180101,N,00007.42,Thromboplastin time partial
2018,85732,,20180101,N,00007.98,Thromboplastin time partial
2018,85810,,20180101,N,00014.41,Blood viscosity examination
2018,86000,,20180101,N,00008.62,Agglutinins febrile antigen
2018,86001,,20180101,N,00007.82,Allergen specific igg
2018,86003,,20180101,N,00006.44,Allg spec ige crude xtrc ea
2018,86005,,20180101,N,00009.84,Allg spec ige multiallg scr
2018,86008,,20180101,N,00022.14,Allg spec ige recomb ea
2018,86021,,20180101,N,00018.59,Wbc antibody identification
2018,86022,,20180101,N,00022.68,Platelet antibodies
2018,86023,,20180101,N,00015.38,Immunoglobulin assay
2018,86038,,20180101,N,00014.92,Antinuclear antibodies
2018,86039,,20180101,N,00013.78,Antinuclear antibodies (ana)
2018,86060,,20180101,N,00009.01,Antistreptolysin o titer
2018,86063,,20180101,N,00007.12,Antistreptolysin o screen
2018,86140,,20180101,N,00006.39,C-reactive protein
2018,86141,,20180101,N,00015.98,C-reactive protein hs
2018,86146,,20180101,N,00031.42,Beta-2 glycoprotein antibody
2018,86147,,20180101,N,00031.42,Cardiolipin antibody ea ig
2018,86148,,20180101,N,00019.84,Anti-phospholipid antibody
2018,86152,,20180101,N,00303.34,Cell enumeration & id
2018,86155,,20180101,N,00019.74,Chemotaxis assay
2018,86156,,20180101,N,00008.27,Cold agglutinin screen
2018,86157,,20180101,N,00009.95,Cold agglutinin titer
2018,86160,,20180101,N,00014.81,Complement antigen
2018,86161,,20180101,N,00014.81,Complement/function activity
2018,86162,,20180101,N,00025.09,Complement total (ch50)
2018,86171,,20180101,N,00012.36,Complement fixation each
2018,86200,,20180101,N,00015.98,Ccp antibody
2018,86215,,20180101,N,00016.35,Deoxyribonuclease antibody
2018,86225,,20180101,N,00016.97,Dna antibody native
2018,86226,,20180101,N,00014.95,Dna antibody single strand
2018,86235,,20180101,N,00022.14,Nuclear antigen antibody
2018,86255,,20180101,N,00014.88,Fluorescent antibody screen
2018,86256,,20180101,N,00014.88,Fluorescent antibody titer
2018,86277,,20180101,N,00019.43,Growth hormone antibody
2018,86280,,20180101,N,00010.12,Hemagglutination inhibition
2018,86294,,20180101,N,00025.57,Immunoassay tumor qual
2018,86294,QW,20180101,N,00025.57,Immunoassay tumor qual
2018,86300,,20180101,N,00025.70,Immunoassay tumor ca 15-3
2018,86301,,20180101,N,00025.70,Immunoassay tumor ca 19-9
2018,86304,,20180101,N,00025.70,Immunoassay tumor ca 125
2018,86305,,20180101,N,00025.70,Human epididymis protein 4
2018,86308,,20180101,N,00006.39,Heterophile antibody screen
2018,86308,QW,20180101,N,00006.39,Heterophile antibody screen
2018,86309,,20180101,N,00007.98,Heterophile antibody titer
2018,86310,,20180101,N,00009.10,Heterophile antibody absrbj
