billing_code,price_description,price
94930112,HC DPLX UP EXT ART/GRFT BIL," 2,151 "
94905163,HC INJ TRIGGER PT 3+ MUSC GROUP, 597 
94905023,HC ASPIRATION MEDIUM JOINT, 875 
94980083,HC BX ABD/TETRO MASS PERC NDL," 2,277 "
94928793,HC US:ABDOMEN LIMITED," 1,584 "
94930013,HC CAROTID DPLX BILAT," 3,055 "
94930153,HC DPLX IN/OUT ABD/PEL/SCR/RETRO," 2,995 "
94930203,HC DPLX ART/VEN PENILE LTD OR F-U, 436 
94905064,HC ASPIRATION SMALL JOINT, 864 
94928884,"HC US:TRANSVAGINAL,LIMITED", 728 
94980174,HC HYSTEROSONOGRAM, 893 
94928694,HC US:PELVIC NON-OB," 1,809 "
94905114,"HC US INFANT HIPS, LIMITED"," 1,173 "
94930054,HC UP+LWR EXT 1LVL BIL," 1,276 "
94930104,HC DPLX UP EXT ART/GRFT UNIL," 1,939 "
38305173,HC INJ PLSM IMAGE GUIDE HRVST/ PR," 2,768 "
40905176,HC INJ PLSM IMAGE GUIDE HRVST/," 2,768 "
50781574,HC 7046 11989R ISOL HP EA NA, 7 
50781582,HC 7046 11989R AMP NA SQ 1ST 2, 56 
50781590,HC 7046 11989R AMP EA ADTL, 28 
50781608,HC 7046 11989R MUT ID EA SEG, 28 
50781616,HC 7046 11989R SEP&ID HRT EA, 28 
50781624,HC 7046 11989R INTRP AND RPT, 7 
50781632,HC 6911 11899R GC RNA APT RCTL, 60 
50781640,HC 6911 11901R GC RNA APT THRT, 60 
50781657,HC 6911 11903R HIV1 WB DONOR, 110 
50781665,HC 6911 11906R HIV2 AB DONOR, 99 
50781673,HC 6911 11909R HIV2 WB DONOR, 105 
50781681,HC 6911 11912R CHAGAS RIPA DNR, 400 
50781699,HC 6911 11914R HBSAG CNFRM DNR, 195 
50781707,HC 6911 11921R HEPC RIBA DNR, 150 
50781715,HC 6911 11923R HCV NA APT DNR, 221 
50781723,HC 6911 11925R HIV1 NA APT DNR, 221 
50781731,HC 6911 11927R HBV NA APT DNR, 221 
50781749,HC 6911 11929R RPR IGG T PLDM, 45 
50781756,HC 6911 11942R HTLV I&II WB, 130 
95000139,HC MRI ABDOMEN," 5,769 "
95000337,HC MRI UPR EXTREM JNT," 5,950 "
95000402,HC MRI ANY JOINT LWR EXTREMITY," 4,973 "
95000436,HC MRI BRAIN," 6,610 "
95000444,HC MRI BRAIN W/CONTRAST," 7,269 "
95000485,HC MRI CHEST," 5,887 "
95000501,HC MRI C-SPINE W/CONTRAST," 7,335 "
95000535,HC MRI C SPINE," 5,727 "
95000741,HC MRI LWR EXTREM NON-JT WO/W CON," 7,969 "
95000782,HC MRI UPR EXTREM NON-JT WO/W CON," 7,794 "
95001426,HC MRI T-SPINE," 5,732 "
95001434,HC MRI T-SPINE W/CONTRAST," 6,419 "
95001525,HC MRI L-SPINE," 5,647 "
95001533,HC MRI L-SPINE W/CONTRAST," 6,681 "
95005005,HC MRI GAD CONTRAST /ML, 29 
95005120,HC MRI BRAIN FUNCTION NO MD," 1,641 "
95005138,HC MRI BRAIN FUNCTION W/MD," 2,477 "
95005146,"HC MRI CARD WO&W CON,STRESS"," 8,794 "
95005153,HC MRI 3D REND W/INTERP W/O PSTPR, 775 
95005161,HC MRI GUIDE NEEDLE PLACE," 4,256 "
95005179,HC FUNCTIONAL BRAIN MAPPING, 550 
95005971,"HC GADOFOSVESET, PER ML", 108 
95005989,HC SECRETIN VL 1MCG, 195 
95005997,"HC GADOXETATE DISODIUM, PER ML", 161 
95010005,"HC MRI ORBITS,FACE,NECK,W/CONT"," 6,253 "
95010013,"HC MRI ORBIT,FACE,NECK,WO/W CONT"," 8,855 "
95010021,HC MRI ANGIO HEAD," 5,681 "
95010039,"HC MRI ANGIO HEAD,W/CONTRST"," 7,199 "
95010047,HC MRI ANGIO HEAD.WO/W CONT," 8,699 "
95010054,HC MRI ANGIO NECK," 5,295 "
95010062,"HC MRI ANGIO NECK,W/CONTRST"," 6,350 "
95010070,"HC MRI ANGIO NECK,W/W/O CONT"," 7,957 "
95010088,HC MRI CHEST W/CONTRAST," 6,458 "
95010096,HC MRI CHEST WO/W CONTRAST," 8,190 "
95010104,HC MRI PELVIS," 5,566 "
95010112,HC MRI PELVIS WO/W CONTRAST," 7,794 "
95010120,HC MRI UPR EXTREM NON-JT," 5,594 "
95010138,HC MRI UPR EXTREM NON-JT W/CONT," 6,120 "
95010146,HC MRI UPR EXTREM JNT W/CONTRAST," 6,565 "
95010153,HC MRI UPR EXTREM JNT WO/W CONTRA," 8,002 "
95010161,HC MRI LOWER EXTREMITY NON-JOINT," 5,898 "
95010179,HC MRI LWR EXTREM NON-JT W/CONT," 6,629 "
95010187,HC MRI LWR EXTREM JNT W/CONTRAST," 6,152 "
95010195,HC MRI LWR EXTREM JNT WO/W CONT," 8,324 "
95010203,HC MRI ABD W/CONTRAST," 6,681 "
95010211,HC MRI ABD WO/W CONTRAST," 8,002 "
95010229,HC MRI TMJ(S)," 4,252 "
95030086,HC MRI PELVIS," 6,681 "
95031423,HC MR AVM ST ADDNL CPY," 1,068 "
95031621,HC MRI ORBITS FACE NECK," 5,554 "
95031662,HC MRA CHEST W OR WO CONTRAST," 8,190 "
95031688,HC MRA SPINAL CANAL W OR W/O CONT," 8,263 "
95031704,HC MRA PELVIS W OR WO CONTRAST," 7,794 "
95031720,HC MRA UPPER EXT WO/W CONTRAST," 7,794 "
95031746,HC MRA ABDOMEN W OR WO CONTRAST," 8,001 "
95031761,HC MR HEART MORPHOLOGY W/CONTRAST," 7,610 "
95031829,HC MRI BRST UNI W&OR WO CONTRAST," 3,233 "
95031845,HC MRI BRST BILAT W CONTRAST," 5,351 "
95031894,HC MR SPECTROSCOPY," 2,499 "
95060257,HC MR SYRINGE&TRAY COS, 199 
95060331,HC MR BRAIN WO/W CONTRST," 8,276 "
95060349,HC MR C SPINE WO/W CONT," 8,423 "
95060356,HC MR T SPINE WO/W CONT," 7,998 "
95060364,HC MR L SPINE WO/W CONT," 8,733 "
95060398,HC MRA LWR EXTRM W OR WO CONTRAST," 7,969 "
95060422,HC MR HEART W/O CONTRAST," 6,268 "
95060430,HC MR HEART VELOCITY FLOW," 4,171 "
95060539,HC MRI W/CONT BREAST UNI," 2,676 "
95060547,HC HC MRI W/O CONT BREAST UNI," 1,993 "
95060554,HC MRI W/O CONT BREAST BI," 3,985 "
95060562,HC MRI W/O FOL W/CONT BREAST BI," 6,466 "
40510498,HC POLIOVIRUS VACC INACT SQ/IM, 63 
58002107,HC OCTREOTIDE AMP 0.05MG/ML, 6 
94100252,HC PARING LESN BENIGN 2-4, 247 
94100260,HC PARING LESN BENIGN >4, 276 
32050070,HC CHEMICAL CAUTERIZATION OF TISSUE, 322 
41309402,HC JT SURVEY 1V 2 OR MORE JT, 140 
42016378,HC PLMT NTRSTL DEV PRQ IABDL IPEL," 3,978 "
62020854,HC TX RETINOPATHY W/PHOTOCOAG," 1,216 "
62021092,HC REDUCE OVERCORRCT PTOSIS," 2,858 "
41316308,HC KNEE THREE VIEWS-BILAT," 1,630 "
41316316,"HC KNEE, ONE OR TWO VIEWS - BILAT"," 1,464 "
81200373,HC HOLSTER VEST LRG LIPK REPLACEMENT," 2,976 "
81200374,HC HM MODLR BELT," 2,550 "
81200375,HC SYS MONITOR CABLE," 3,400 "
81200376,HC SYS DISPLAY CABLE," 3,122 "
81200379,HC HM TRAVEL CASE," 1,190 "
81200372,HC HOLSTER VEST MED LIPK," 2,976 "
81200371,HC HOLSTER VEST SML LIPK," 2,976 "
81200369,HC HM ER POWER CABLE," 1,530 "
81200370,HC HOLSTER VEST ADJSTBL," 2,976 "
81200368,HC PWR MODL AC CORD, 255 
81200367,HC POWER MODULE," 49,400 "
38216305,HC KNEE THREE VIEWS-BILAT," 1,630 "
38216313,"HC KNEE, ONE OR TWO VIEWS - BILAT"," 1,464 "
41016304,HC KNEE THREE VIEWS-BILAT," 1,630 "
41016312,"HC KNEE, ONE OR TWO VIEWS - BILAT"," 1,464 "
93616308,HC KNEE THREE VIEWS-BILAT," 1,630 "
93616316,"HC KNEE, ONE OR TWO VIEWS - BILAT"," 1,464 "
50781525,HC 7014 ISOL EXT EA NA, 31 
50781533,HC 7014 ENZY DIGEST EA TRTMT, 31 
50781541,HC 7014 11620R SEP GEL ELCT, 45 
50781558,HC 7014 11620R AMP EA NA SEQ, 187 
50781566,HC 7014 11620R INTRP AND RPT, 45 
50781764,HC 7051 BASO ACT CELL STIM, 94 
50781772,HC 7051 11408R BF HRT CEPHAL, 79 
50781781,HC 7051 11409R BF HRT PEN MIN, 79 
50781798,HC 7051 11410R BF HRT AMOX, 79 
50781806,HC 7051 11411R BF HRT CEFRXM, 79 
50781814,HC 7051 11425R BF HRT PEN MAJ, 79 
50781822,HC 7051 11426R BF HRT TETRCYLN, 79 
50781831,HC 7051 11427R BF HRT AMPCLLN, 79 
50781848,HC 7051 11428R BF HRT TRMTHPRM, 79 
50780659,HC 6949 DHIVB HIV 1/2 AB, 51 
42016386,HB ADRENAL BIOPSY WITH CT GUIDANCE," 19,718 "
62011192,HC LAYER CLOS WND 12.6-20.0, 659 
62011978,HC DESTR VASC LESIONS>50, 618 
62020078,INJ ANES NERVE SCIATIC SGL," 1,451 "
62020342,"HC  DESTRUCTION NEURLYTIC AGENT, CELIAC PLEXUS"," 1,425 "
62022298,"HC OPHTHALMOSCOPY, EXT I&R", 100 
81200377,HC HM CONSL BAG," 3,122 "
81200378,HC HM STABLZ BELT," 1,102 "
50780667,HC 6941 12095R DARUNAVIR QUANT, 84 
50780675,HC 6941 12096R LOPINAVIR QUANT, 84 
50780683,HC 6941 12097R ATAZANAVIR QNT, 84 
50781855,HC 6976 12098R TROFILE DNA," 1,960 "
46160958,HC MPVPCR BY NA RNA APT EA, 388 
46160966,HC RMPCR BY NA RNA APT EA, 388 
46160941,HC RSVPCR BY NA RNA APT EA, 388 
81200366,HC DISPLAY MODULE," 18,200 "
32051528,HC REIMPLANTATION OF TOOTH, 348 
32092000,HC REIMPLANTATION OF TOOTH, 348 
38216321,HC XR DISKOGRAM L-SPINE," 4,875 "
41016320,HC XR DISKOGRAM L-SPINE," 4,875 "
56269351,HC ADULT ASD/PFO CLOSURE," 36,899 "
56269460,HC ADULT ICE ECG," 10,926 "
62023403,HC LASER TX SKIN 250-500 CM, 481 
30602050,HC COLONOSCOPY WITH SUBMUC INJECT, 350 
50781863,HC 6997 12080R IS0L HP EA NA, 7 
50781871,HC 6997 12080R DOT BLOT PRD EA, 7 
50781889,HC 6997 12080R SEP GEL ECLT EA, 7 
50781897,HC 6997 12080R NA PROBE EA, 7 
50781905,HC 6997 12080R AMP MPLX NA 1&2, 59 
50781913,HC 6997 12080R AMP MPLX ADTL, 29 
50782077,HC 6911 12090R HE4, 256 
46160990,HC HPVPCR HPV 16 DNA APT, 555 
46161006,HC HPVPCR HPV 18 DNA APT, 555 
32050068,HC EXC LES BGN SCLP/HND .6-1.0," 1,644 "
91900410,HC PICKED ASSTD OOCYTE FERT 10 OR LESS, 300 
62010025,HC EXC MALIG FACE OVER 4.0CM," 2,256 "
62010027,HC S/T AUTOGR TRNK EXTR 100CM," 2,069 "
62010029,HC US MEASURE POST VOID, 127 
62027590,HC DEBR SUBQ TISS EA ADD 20 SQ CM, 268 
62027592,HC DEB MUS/FAS EA ADD 20 SQ CM, 283 
62027594,HC DEBR BONE EACH ADD 20 SQ CM, 802 
62027506,HC BRONCH W/BALLOON OCCLUSION," 1,652 "
62027536,HC DX GASTR INTUB W/ASP SPEC, 209 
62027538,HC DX GASTR INTUB W/ASP SPECS, 379 
62027540,HC DX DUOD INTUB W/ASP SPEC, 404 
62027542,HC DX DUOD INTUB W/ASP SPECS, 613 
62027548,HC INS VAG BRACHYTX DEVICE, 690 
62027552,HC COVER EYE W/MEMBRANE," 3,223 "
62027554,HC COVER EYE W/MEMBRANE; SUTURE," 6,351 "
62027556,HC XM ARCHIVE TISSUE MOLEC ANAL, 32 
62027558,HC ESOPH MOTIL STD W/I&R STIM/HC PERF, 459 
62027400,HC GE REFLUX TEST NASAL ELECTR, 719 
62027403,HC GE REFLUX TEST MUCOSAL," 1,848 "
62027406,HC GE REFLUX TEST IMPED ELECTR, 320 
62027409,HC GE REFLUX TEST IMPED ELEC PROL, 923 
62027412,HC ESOPH BALLOON DISTEN PROVOC, 546 
51564710,HC SCRN: 7 DRUGS MODER COMPLEX, 536 
51864720,HC SCRN: 9 DRUGS MODER COMPLEX, 536 
51865722,HC SCRN: 9 DRUG HI COMPLEX," 2,664 "
51565323,HC GDMC GTT EA ADL BYN 3, 176 
46160982,HC H1N1PC H275Y MUT RT AMP," 1,180 "
52110707,HC CYPT URN 3-5 MOL PRB EA MAN," 1,387 "
52110715,HC CYPT URN 3-5 MOL PRB EA CAT," 1,253 "
52110723,HC CYTP EVL FNA EA ADL EVL EP, 36 
52051463,HC EXM&SLCT ARCHV TIS MOL ANLY, 136 
41160001,"HC I&D ABSCESS, SINGLE, SIMPLE", 937 
41160100,"HC ILIAC, REVASC W PLASTY UNIL"," 8,209 "
41160103,"HC  ILIAC, REVASC W STENT UNIL"," 22,813 "
41160106,"HC ILIAC, ADD-ON EA ADDL"," 8,209 "
41160109,"HC ILIAC, ADD-ON W STENT"," 10,320 "
41160111,HC FEM-POP REVASC W PLASTY UNI," 10,300 "
41160117,HC FEM-POP REVASC W STENT," 22,218 "
41160120,HC FEM-POP REVASC W BOTH," 20,167 "
41160123,HC TIB-PERO REVASC W PLSTY UNI," 8,361 "
41160126,HC TIB-PERO REVASC W ATHER," 14,695 "
41160129,HC TIB-PERO REVASC W STENT," 13,506 "
41160131,HC TIB-PERO REVASC W BOTH," 19,217 "
41160133,HC TIB-PERO EA ADDL PLASTY," 8,209 "
41160136,HC TIB-PERO EA ADDL ATHEREC," 13,506 "
41160139,HC TIB-PERO EA ADDL STENT," 8,209 "
41160141,HC TIB-PERO EA ADDL BOTH," 8,209 "
56264005,HC RIGHT HEART CATH," 16,567 "
56264010,HC LEFT HEART CATH," 18,234 "
56264015,HC LEFT HEART CATH TRANS-SEPTAL," 7,637 "
56264020,HC ADD - PHARMACOLOGIC AGENTS," 8,095 "
56264025,HC  ADD - PHYSIOL EXERC STUDY, 531 
56264030,HC ADD - INJECTION COR ART," 3,053 "
56264035,HC ADD INJECT CONGEN BYPASSES," 2,100 "
56264040,HC ADD-INJECT L ATRIA/ VENTR," 2,026 "
56264045,HC ADD - INJECT R ATRIA/ VENTR," 2,149 "
56264050,HC ADD - SUPRAVALV AORTOGR," 2,424 "
56264055,HC ADD - PULMON ANGIOGRAPHY," 2,568 "
56264060,"HC L&R HEART CATH, W S&I"," 23,873 "
56264065,HC CATH PLACE COR S&I," 18,796 "
56264070,HC CATH PLACE BYPASS S&I," 21,899 "
56264075,HC CATH PLACE W R HEART CATH," 23,359 "
56264080,HC CATH PLACE BYPASS & RHC," 26,433 "
56264085,HC CATH PLACE L& VGRAM," 22,338 "
56264090,HC CATH PL BYPASS LVGRAM," 24,476 "
56264095,HC CATH PL L&R CATH L V-GRAM," 25,803 "
56264100,"HC CATH PL R&L CATH, ALL"," 30,023 "
41164105,HC RENAL ATHERECTOMY S&I," 15,710 "
41164110,HC VISCERAL ATHERECTOMY EACH," 15,710 "
41164115,HC ABDOM AORTA ATHERECTOMY," 15,710 "
41164125,HC ILIAC ATHERECTOMY EACH," 15,710 "
37216405,HC CT ABDOMEN-PELVIS," 6,470 "
37216413,HC CT ABDOMEN-PELVIS W CONTRAST," 7,711 "
37216421,HC CT ABDOMEN-PELVIS WO/W CONTRAST," 8,993 "
38016408,HC CT ABDOMEN-PELVIS NO CONTRAST," 6,470 "
38016416,HC CT ABDOMEN-PELVIS W CONTRAST," 7,711 "
38016424,HC CT ABDOMEN-PELVIS WO/W CONTRAST," 8,993 "
38305181,"HC US, EXTREMITY, NONVASC - COMPLETE"," 1,132 "
38305199,"HC US, EXTREMITY, NONVASC - LIMITED", 952 
38616413,HC CT ABDOMEN-PELVIS W CONTRAST," 7,711 "
38616421,HC CT ABDOMEN-PELVIS WO/W CONTRAST," 8,993 "
40905184,"HC US, EXTREMITY, NONVASC - COMPLETE"," 1,132 "
40905192,"HC US, EXTREMITY, NONVASC - LIMITED", 952 
42016402,HC CT ABDOMEN-PELVIS NO CONTRAST," 6,470 "
42016410,HC CT ABDOMEN-PELVIS W CONTRAST," 7,711 "
42016428,HC CT ABDOMEN-PELVIS WO/W CONTRAST," 8,993 "
56200050,HC I&D HEMATOMA," 2,774 "
56200054,HC INC ABSC SOFT TISS SUBFASC," 1,644 "
56200058,HC INS TUN CATH INTP COMPLETE," 6,421 "
94316411,HC CT ABDOMEN-PELVIS W CONTRAST," 7,711 "
94316429,HC CT ABDOMEN-PELVIS WO/W CONTRAST," 8,993 "
94905189,"HC US, EXTREMITY, NONVASC - COMPLETE"," 1,132 "
94905197,"HC US, EXTREMITY, NONVASC - LIMITED", 952 
38616405,HC CT ABD-PELVIS NO CONTR," 6,470 "
94316403,HC CT ABDOMEN-PELVIS NO CONTR," 6,470 "
41100014,"HC TEST STAT CATH LAB PROC, 1ST 30 MIN"," 22,000 "
41100015,"HC TEST STAT CATHLAB PX, EA ADDL 15 MIN"," 5,500 "
41100401,HC INTRAVASC DOPP COLOR FLOW 1ST," 1,967 "
62025168,HC INJ ANES HYPOGASTRIC PLEXUS," 1,304 "
41897865,HC IDE INTRACRANIAL EMOBLZN DEVC LVL 71," 29,600 "
62019989,HC INJ ANES CERVICAL PLEXUS, 379 
41100403,HC NITRIC OXIDE ADULT," 8,095 "
32001128,HC ER REMOVAL OF IUD, 334 
36079000,HC INS UTER TNDM/VAGINA OVOID," 6,328 "
91900420,HC CALCIUM IONOPHORE, 312 
50393883,HC CDTPCR C DIFF TOXIN AMP STL, 486 
50782085,HC 6911 12091R PMT DRUG SCRN U, 14 
50782093,HC 6911 12091R CREATININE URN, 5 
50782101,HC 6911 12091R PH BODY FLUID U, 4 
50782119,HC 6911 12091R OXIDANT SPCTM U, 7 
50782127,HC 6911 12092R FENTANYL QNT U, 40 
50782135,HC 6911 12093R SCREEN HEROIN U, 30 
50782143,HC 6911 12094R SCRN MDMA MDA U, 30 
50393891,HC SHIV12 HIV 1 AND 2 AB, 280 
50804616,HC T1517 AMP EA NA SEQ, 188 
41016288,HC XR ANKLE 1 VIEW - RESEARCH, 376 
26500620,HC IMMUN ADMIN ONE VACC, 263 
42016204,HC CT LIVER NANOKNIFE PROC," 1,910 "
42016212,HC CT LUNG NANOKNIFE PROC," 2,278 "
42016683,HC ABLATION PROBE L44," 15,750 "
42016691,HC NANO PROBE SPACER LVL 17," 1,615 "
92603046,HC ASP BONE MARROW W/BX SAME DAY, 287 
62020805,HC PROPHYL RETINAL PHOTOCOAG," 1,267 "
94101084,HC POLYMEM 6.5X 7.5CM, 85 
46161014,HC HPV6PC HPV 6 AND 11 DNA APT, 555 
50721083,HC 6959 DHEAS DHEA SULFATE, 16 
94101085,HC MEDIHONEY, 85 
94101086,HC FISTULA POUCH MEDI, 383 
94101087,HC FISTULA POUCH MAXI, 383 
51565331,HC HMET HEAVY METAL QUAN EA, 249 
50781921,HC 6997 12082R ENZY DIG EA, 10 
50781939,HC 6997 12082R NA PROBE EA, 10 
50781947,HC 6997 12082R AMP EA NA SEQ, 44 
50781954,HC 6997 12084R ENZY DIG EA, 14 
50781962,HC 6997 12084R NA PROBE EA, 14 
50781971,HC 6997 12084R AMP EA NA SEQ, 58 
50781988,HC 6997 12086R DOT BLOT PRD EA, 8 
50781996,HC 6997 12086R SEP GEL ECLT EA, 8 
50782002,HC 6997 12086R NA PROBE EA, 8 
50782011,HC 6997 12086R AMP MPLX NA 1&2, 63 
50782028,HC 6997 12088R DOT BLOT PRD EA, 5 
50782036,HC 6997 12088R SEP GEL ECLT EA, 5 
50782044,HC 6997 12088R NA PROBE EA, 5 
50782051,HC 6997 12088R AMP MPLX NA 1&2, 45 
50782069,HC 6997 12088R AMP MPLX ADTL, 22 
37223203,HC CT HEAD/BRAIN W/CONTRAST," 4,505 "
62801205,HC PROVOX TRACH PLUG L19," 2,338 "
62801206,HC PROVOX TRACH PLUG L18," 1,913 "
62801207,HC TRACH STARTER KIT L36," 9,375 "
40928673,HC US FETAL BIO PROFILE W/NST, 314 
40930190,HC DUPLEX PENILE VESSELS CMPL, 540 
40945511,"HC THORACENTESIS, PLEURAL WITH IMAGING"," 3,897 "
40980013,HC BX BONE TROC/NDL DEEP," 5,930 "
40980039,HC BX LUNG/MEDIAST PERC NDL," 3,287 "
39000255,HC GENETIC COUNSELING 30 MIN, 458 
40450605,HC FOAM RLR EXCR EQUIP L3, 85 
37001104,HC NM DACROCYSTOGRAM, 744 
41016379,HC XR DISKOGRAM C- OR T-SPINE," 4,875 "
62025330,HC ELEC ALYS NSTIM PLS GEN CPLX CRNL NRV 1ST HR," 1,312 "
55092332,HC ROSAUR STAPH AUREUS SCRN, 165 
55092340,HC ROSTRO STRONGLDS CUL STOOL, 165 
55092357,HC ROACAN ACANTHAMOEBA CUL, 165 
55092365,HC 6942 STRPNE STREP PHEUM, 30 
55092373,HC 6942 STRPNE STREP PHEUM, 30 
55092381,HC 6942 SYNERG ANTIMIC SYNERGY, 122 
55092399,HC 6942 HAESTA HMPHLS INFLNZ, 30 
55092407,HC 6942 HAESTB H INFL TY B, 309 
55092415,HC 6942 STSMIC ANTI SUSC MIC, 254 
55092423,HC 6942 ANTSUS ANTISUSC MIC1, 254 
38216370,HC XR DISKOGRAM C- OR T-SPINE," 4,875 "
32051685,HC DRAIN ABSC/HEMA EAR EXT SMP, 354 
26730380,HC PBSC HARVESTING ALLOGENIC," 6,795 "
41151500,HC INJECT SINUS TRACK THERAP," 3,820 "
50782648,HC 6959 UVH HVA HMVNLLC ACD UR, 26 
50782549,HC 6959 11518R BCRABL1 ISL EA, 14 
50782556,HC 6959 11518R BCRABL1 SEP GEL, 14 
50782564,HC 6959 11518R BCRABL1 AMP EA, 59 
50782572,HC 6959 11518R BCRABL1 REV TR, 50 
50782581,HC 6959 11518R BCRABL1 I & R, 14 
50782655,HC 6959 UVH VMA VNLYMDLC AC UR, 21 
50782598,HC 6959 C1INHP CMP C1 C4 AG EA, 23 
50782606,HC 6959 C1INHP CMP FNCT ACT EA, 23 
50782622,HC 6959 IBD FLRST NONINF AB EA, 40 
50782473,HC 6942 PNAB STRP PNEU IGG AB, 17 
50782465,HC 6942 PNAB STRP PNEU IGG AB, 18 
50782614,HC 6959 DT DIPHTH TETNS AB IGG, 20 
50782499,HC 6942 PNET2 STRP PNEU IGG AB, 26 
50782481,HC 6942 PNET2 STRP PNEU IGG AB, 26 
50782366,HC 6942 HUMP STRP PNEU IGG AB, 45 
50782416,HC 6942 LAS LYMPHOCYTE MIT&AG, 57 
50782408,HC 6942 LAS LYMPHOCYTE MIT&AG, 57 
50782457,HC 6942 PBAN POLIOVRS AB NEUT, 68 
50782192,HC 6942 ASPID ASPGLUS IMMDIF, 19 
50782201,HC 6942 ASPID ASPGLUS IMMDIF, 19 
50782218,HC 6942 BARSAB BARTNLA IGG IGM, 28 
50782226,HC 6942 BARSAB BARTNLA IGG IGM, 28 
50782374,HC 6942 HUMP DIPHTHERIA ANTXD, 46 
50782267,HC 6942 FABRO ENCPHLTS CA LCR, 63 
50782275,HC 6942 FABRO ENCPHLTS E EQN, 63 
50782283,HC 6942 FABRO ENCPHLTS STLOUIS, 63 
50782291,HC 6942 FABRO ENCPHLTS W EQN, 63 
50782309,HC 6942 FABRO ENCPHLTS W EQN, 63 
50782317,HC 6942 FENTP ENTEROVIRUS, 20 
50782664,HC 6942 FCHGA ANPLS AB EHRLCH, 77 
50782631,HC 6959 IBD FUNGUS AB SEMIQNT, 40 
50782325,HC 6942 HELPM H PYLORI IGM, 80 
50782382,HC 6942 HUMP HAEMOPHILUS INF B, 48 
50782432,HC 6942 LEGS LEGIONELLA AB IFA, 51 
50782424,HC 6942 LEGS LEGIONELLA AB IFA, 51 
50782441,HC 6942 LEISAB LEISHMANIA AB, 10 
50782151,HC 6942 12055R RCKTSA RMSF IGG, 83 
50782176,HC 6942 12059R RCKTSA TYPH IGG, 83 
50782168,HC 6942 12057R RCKTSA RMSF IGM, 90 
50782184,HC 6942 12061R RCKTSA TYPH IGM, 90 
50782391,HC 6942 HUMP TETANUS ANTIXD AB, 45 
50782507,HC 6942 WNVAB WESTNILE IGM CSF, 58 
50782515,HC 6942 WNVAB WESTNILE IGG CSF, 49 
50782259,HC 6942 DFA DENGUE FEV AB, 30 
50782341,HC 6942 HEVG HEP E AB IGG, 35 
50782358,HC 6942 HEVM HEP E VRS AB IGM, 52 
50782531,HC 6942 YENTE YERSINIA AB IGA, 47 
50782523,HC 6942 YENTE YERSINIA AB IGG, 47 
50782234,HC 6942 CHLAM CHLYM TRACHOMTS, 33 
50782242,HC 6942 CHLAM PSITTACI CULT, 9 
50782333,HC 6942 HEPDG HEP D ANTG EIA, 101 
30683621,HC GI TRACT EXM WIRELESS CAP," 2,644 "
32051132,HC  REM FB FOOT SUBQ," 1,644 "
32091776,HC CLOSE LAC MOUTH 2.5CM OR LS, 648 
32712558,HC CAPR IR DC SUPPYKIT, 425 
38704844,HC BURN DRS SKINSUB SQ CM L42," 10,350 "
38704852,HC BURN DRS SKINSUB SQCM L48," 14,000 "
38704860,HC MESH SKINSUB SQCM L54," 17,000 "
38704868,HC MESH SKINSUB SQCM L62," 22,400 "
41151167,HC URETEROT INSERT STENT," 1,987 "
41154385,HC US EXTR NON VASCULAR LTD, 952 
50470129,HC OD450 DELTA BODY FLUID, 121 
81200290,"HC CTDN MNGMT FEE,OUT OF AREA"," 10,500 "
81200291,HC CTDN FLYOUT FEE OUT OF AREA," 5,500 "
81400294,"HC CTDN MNGMT FEE,OUT OF AREA"," 10,500 "
81400295,HC CTDN FLYOUT FEE OUT OF AREA," 5,500 "
81500291,"HC CTDN MANAGEMENT FEE, OUT OF AREA"," 10,500 "
81500292,"HC CTDN FLY OUT FEE, OUT OF AREA"," 5,500 "
82200305,"HC CTDN MANAGEMENT FEE,OUT OF AREA"," 10,500 "
84200300,"HC CTDN MNGEMT FEE,OUT OF AREA"," 10,500 "
84200301,HC CTDN FLYOUT FEE OUT OF AREA," 5,500 "
94716305,HC KNEE THREE VIEWS-BILAT," 1,630 "
94716313,"HC KNEE, ONE OR TWO VIEWS - BILAT"," 1,464 "
32050050,HC DEBR SKN/SUBQ TISSUE 1-20CM, 591 
62600090,HC VOICE PRTHS PROF ISRT L16," 1,360 "
62600091,HC VOICE PRTHS PROF ISRT L17," 1,530 "
62600092,HC VOICE PRTHS PROF ISRT L18," 2,143 "
62600093,HC VOICE PRTHS PROF ISRT L19," 2,602 "
62600094,HC VOICE PRTHS PROF ISRT L20," 2,550 "
62600095,HC VOICE PROTH STARTER KIT," 9,375 "
50470111,HC PALB PREALBUMIN, 246 
50570050,HC ANTIXA LMW HEPARIN ACT, 466 
50804624,HC CFDS ISOL HP EA NA DNA, 146 
50804632,HC CFDS SEP GEL ELCT EA NA, 103 
50804640,HC CFDS AMP EA NA SEQ, 188 
50804657,HC CFDS MUT ID SEQ EA SEG, 54 
50804665,HC CFDS INTRP AND RPT, 138 
51565349,HC CAD HVY MTL CADMIUM QUAN, 249 
51565356,HC MERC HVY MTL MERCURY QUAN, 249 
51565364,HC ARS HVY MTL ARSENIC QUAN, 249 
92900020,HC LUPRON LEUPROLIDE 3.75MG," 2,190 "
92900030,HC LEUPROLIDE ACETATE /3.75 MG," 2,190 "
92900040,HC RHO D IMMUNE GLOB 300 MCG, 339 
92900050,HC IUD COPPER, 679 
92900070,HC ETONOGESTREL IMPLANT SYSTEM," 1,569 "
