proc_code	base_name
LABBFCT	BASOFLD
LABURK	UK
LABAFBCF	AFB
LABAFBCF	CULT
LABAFBCF	RPT
LABAFBCF	SDES
LABAFBCF	SREQ
LABP20210	PTCMT
LABP20210	PTDIS
LABP20210	PTMET
LABP20210	PTPRM
LABP20210	PTRES
LABTBP20	PRO
LABTBP20	SI
LABP20210	PT20DR
LABUA	URENAL
LABBLCTIP	CULT
LABHBCT	HBTINT
LABHBCT	HBTR
LABBLCTIP	RPT
LABBLCTIP	SDES
LABBLCTIP	SREQ
LABLUPUS	LUPDIR
LABHMCY	HMCY
LABEBPCRQ	EBVCP
LABEBPCRQ	EBVDNA
LABEBPCRQ	EBVIPR
LABEBPCRQ	EBVLOG
LABEBPCRQ	EBVSP
LABLPD	CHOL
LABLPD	CHOLHDL
LABLPD	HDL
LABLPD	LDL
LABLPD	NHDL
LABLPD	TGL
LABTBP18	UBT
LABTBP18	UNT
LABHELAG	CULT
LABHELAG	RPT
LABHELAG	SDES
LABHELAG	SREQ
LABABIDI	ABID
LABHSVPCR	HSV1PC
LABHSVPCR	HSV2PC
LABHSVPCR	HSVIN
LABHSVPCR	SDES11
LAB11075R	ASMA
LABAT3	AT3
LABCBCS	PSREV
LAB11060R	VITB1
LABORANER	CULT
LABTBP16	DI
LABORANER	RPT
LABORANER	SDES
LABORANER	SREQ
LABCMVIGM	CMMDES
LABCMVIGM	CMMQUL
LABORAERO	CULT
LABORAERO	RPT
LABORAERO	SDES
LABORAERO	SREQ
LABPB	PB
LABPB	PB
LABPB	PB2
LABPB	PB3
LABPB	PB4
LABTBP21	PRO
LABTBP21	SI
LABORSHOR	CULT
LABORAERO	GS
LABORSHOR	RPT
LABORSHOR	SDES
LABORSHOR	SREQ
LABYHISTU	YHISU5
LABPCCG4	BE
LABIGP	IGA
LABIGP	IGG
LABIGP	IGM
LABFACT8	FACTOR7
LABYHISTS	YHISS4
LABERURBC	RBCSTA
LABCYTGEN	CYTGN1
LABCSFCT	EOSCSF
LAB11049R	NEURSP
LABCMV	CMV
LABPCEC4O	GLU
LABPCEC4O	HCT
LABPCEC4O	HGB
LABPCEC4O	K
LABPCEC4O	NA
LABPCEC4O	PCCOM
LABGLOB	GLOB
LABPROL	PROLACTIN
LABTBP19	UBT
LABTBP19	UNT
LABCFRESP	CULT
LABCFRESP	RPT
LABCFRESP	SDES
LABCFRESP	SREQ
LABCLGC2	CHLAM
LABCLGC2	DCL2
LABCLGC2	GC
LABCLGC2	SDES2
LABHGBP	YHGBP1
LABCMV	CMV
LABTBP17	DI
LABABIDI	ABIDELUATE
LABANAS	ANAQNT
LABTBP12	XMR
LABHBPQ	HBIPR
LABHBPQ	HBPDNA
LABHBPQ	HBPLOG
LABHBPQ	HBPRES
LABHBPQ	HBPSP
LABISOF	CULT
LABVP4	HATINT
LABVP4	HATR
LABVP4	HBSAIN
LABVP4	HBSAQL
LABVP4	HBSAQT
LABVP4	HBSINT
LABVP4	HBSR
LABVP4	HBTINT
LABVP4	HBTR
LABVP4	HCVI
LABVP4	HCVR
LABISOF	RPT
LABISOF	SDES
LABISOF	SREQ
LABTBPCRS	CULT
LABTBPCRS	RPT
LABTBPCRS	SDES
LABTBPCRS	SREQ
LABGLF	GLUF
LABPCEG7O	HCO3
LABPCEG7O	PCCOM
LABPCEG7O	PCO2A
LABPCEG7O	PCO2SO
LABPCEG7O	PH
LABPCEG7O	PO2A
LABTBP22	PRO
LABTBP22	SI
LABPCEG7O	TCO2A
LABPCACT	ACT
LABPCACT	PCCOM
LABFLCR	FREEK
LABFLCR	FREEKL
LABFLCR	FREEL
LABURTP	UPROTTOT
LABPCEG7O	CAION
LABUAPRN	CAOX
LABPCEG7O	HCT
LABPCEG7O	HGB
LABPCEG7O	K
LABPCEG7O	NA
LABUA	HYST
LABTBLYM	C1656A
LABTBLYM	C1656P
LABTBLYM	CD19AB
LABTBLYM	CD19PC
LABTBLYM	CD3AB
LABTBLYM	CD3PC
LABTBLYM	CD4AB
LABTBLYM	CD4PC
LABTBLYM	CD8AB
LABTBLYM	CD8PC
LABTBLYM	HNS
LABTBLYM	HSABS
LABTBLYM	HSRATIO
LABTBLYM	LYM
LABTBLYM	LYMAB
LABTBLYM	WBC
LABTBP13	XMR
LABERUFFP	FFP
LABMETHB	METHB
LABYHISTS	YHISS5
LAB11071R	YAMA
LABCMVRO	CMQDNA
LABCMVRO	CMVDSV
LABCMVRO	CMVLIP
LABCMVRO	CMVQSP
LABCMVRO	CMVRC1
LABCMVRO	CMVRC2
LABCMVRO	CMVSPM
LABHIAB	HIARES
LABTBP20	UBT
LABTBP20	UNT
LABHIAB	HIACOM
LABEBVPAN	EAGQNT
LABCMVTSI	CMVTOT
LABDGHBP	HBCINT
LABDGHBP	HBCR
LABDGHBP	HBSAIN
LABDGHBP	HBSAQL
LABDGHBP	HBSAQT
LABDGHBP	HBSINT
LABDGHBP	HBSR
LABDGHBP	HBTINT
LABDGHBP	HBTR
LABTES	TESTOS
LABHIVQ2	HIVCP
LABHIVQ2	HIVIPR
LABHIVQ2	HIVLO
LABHIVQ2	HIVRNA
LABHIVQ2	HIVSP
LABTBP23	PRO
LABTBP23	SI
LAB12631R	12630R
LABCRCL	CORCL
LABCRCL	COREXC
LABCRCL	CR
LABCRCL	CRCL
LABCRCL	CRE
LABCRCL	CRUCL
LABCRCL	FLOWURN
LABCRCL	HT
LABCRCL	UT3
LABCRCL	VOL3
LABCRCL	WT
LABCRYST	CRYS
LABYA1AS	YA1A
LABCRYST	CXSOUR
LABC125	C125
LABCMVIGT	CMGTDS
LABCMVIGT	CMGTQL
LABT3	T3
10290R	9013R
10290R	9014R
10290R	9080R
10290R	9448R
LABUA	FRFAT
LABPTTINH	PTTINT
10290R	9015R
10290R	9016R
10290R	9017R
10290R	9018R
10290R	9019R
10290R	9075R
10290R	9076R
LABUA	OVFAT
LABUAPRN	HYST
LABTBP21	UBT
LABTBP21	UNT
LABCBCS	BASO
LABHV6DNA	HVDNA
LABGIARS	CULT
LABGIARS	RPT
LABGIARS	SDES
LABGIARS	SREQ
LABVZAB	VZAB
LABBXTG	CULT
LABBXTG	GS
LABBXTG	RPT
LABBXTG	SDES
LABBXTG	SREQ
LABUUNT	TUNU
LABUUNT	UREAVOL
LABUUNT	UT4
LABUUNT	UURN
LABCBCS	BASOAB
LABPROTC	PROTC
LABHSVZL	HSV1DN
LABHSVZL	HSV2DN
LABHSVZL	HSVZIP
LABHSVZL	HSVZSP
LABHSVZL	VZVDN
LABSTOBGC	OCCGU
10290R	9021R
10290R	9022R
10290R	9023R
10290R	9024R
10290R	9029R
10290R	9030R
LABSTOBGC	DATE1
LABFVARZ	VZVDNA
LABHITAB	PF4IGG
LAB11824R	11825R
LABDVERVR	ADVR
LABDVERVR	INFAR
LABDVERVR	INFBR
LABDVERVR	MPVRR
LABDVERVR	P1R
LABDVERVR	P2R
LABDVERVR	P3R
LABDVERVR	RSVR
LABDVERVR	RVRPIP
LABDVERVR	RVRSP
LABTBP18	DI
LABPROTS	PROTS
LABUA	URIC
LABCBCS	BLASTS
LABLEVETL	LEVET
LABLEVETL	LEVET1
LABLEVETL	LEVET2
LABLEVETL	LEVET3
LABLEVETL	LEVET4
LABHV6DNA	SOUR12
LABTT4	T4
LABCBCS	BLASTSAB
10290R	9027R
10290R	9028R
LABANTIXA	ANTIXA
LABARI	ARG
LABDVEVH	DVE
LABSTPOLY	EOSSTL
LABSTPOLY	POLYST
LABTBP24	PRO
LABDVEVH	RPT
LABDVEVH	SDES
LABTBP24	SI
LABDVEVH	SREQ
LABSTOBGC	DATE2
LABFVARZ	SOUR13
LABCMVIGT	CMGTQT
LABSTOBGC	DATE3
LABCMVM	CMVIGM
LABUTP	TTPU
LABUTP	UPROTTOT
LABUTP	UT10
LABUTP	VOL10
LABINSLF	INSF
LABMALAR	MAL
LABTBP14	XMR
LABCMVQL	CMQDNA
LABCMVQL	CMVLIP
LABCMVQL	CMVQSP
LABCBCS	MAOTH
LABNORW	NORW1
LABCSFCT	COTHER
LAB11123R	COCC
LABTHEOL	THEO
LABTHEOL	THEO1
LABTHEOL	THEO2
LABTHEOL	THEO3
LABTHEOL	THEO4
LABTBP22	UBT
LABTBP22	UNT
LABTBP19	DI
LABUAPRN	URENAL
LABANTIM	ATPO
LABUA	SPERM
LABTBP4	SPEXP
LAB11068R	ACE
LABBFCT	CILIA
LABBMT1	EGFR
LABMMAS	MMA
LABCZPL	CZP
LABCZPL	CZP1
LABCZPL	CZP2
LABCZPL	CZP3
LABCZPL	CZP4
LABTBP25	PRO
LABTBP25	SI
LABCBCS	OTHER
LABSTOBGC	OCCGU
LABSTOBGC	OCCGU
LAB11136R	HTLVS
LABURCL	UCL
LABEB	COM
LABTBP15	XMR
10335R	9271R
10335R	9275R
10335R	9282R
10335R	9585R
10335R	9605R
LABCMVM	CMVIGM
LABTRFN	TRFRN
10335R	9263R
10335R	9274R
10335R	9350R
10335R	9265R
LABYBOH	BOH
LABHGBP	12078R
LABANCA	ANCIGG
LABYFGL	GLUFLD
LABYFGL	YFLSC1
LABBMT2	EGFR
LABANCA	MPOAR
LABPTTINH	PTTDIR
LABANCA	SERINEPR3
LABTBP23	UBT
LABTBP23	UNT
10335R	9266R
LABSYNCT	SCMT
LABANTIXA	ANTIXA
LABTBP20	DI
LABCBCD	LYMPHM
LABBHB	BHB
LABTBP26	PRO
LABTBP26	SI
LABCSFCT	CRLYM
LABHSVGM	HSVSL1
LABHSVGM	HSVSL2
LABHSVGM	HSVSL3
LABHSVGM	HSVSL4
LABHSVGM	HSVSL5
LABHSVGM	HSVSL7
LABTBP5	SPEXP
LABYWNILE	WNVIGG
LABYWNILE	WNVIGM
LABYWNILE	YWNSC
LABVCULR	CULT
LABVCULR	RPT
LABVCULR	SDES
LABVCULR	SREQ
LABCBCD	PLYM
10330R	9244R
10330R	9246R
10330R	9249R
10330R	9250R
10330R	9251R
10330R	9262R
10330R	9604R
LABYCP	CPEP
10330R	9245R
10330R	9254R
10330R	9255R
10330R	9583R
10330R	9650R
10330R	9248R
10330R	9257R
10330R	9258R
10330R	9261R
10330R	9651R
LABWNVAB	WNVIGG
LABFLUAPC 	FLUADI
LABFLUAPC 	FLUAMT
LABFLUAPC 	FLUAR
LABFLUAPC 	FLUASP
LABUA	CECAST
LABCSFCT	CCNT
LABTBP21	DI
LABYUCDA	AMPHET
LAB11242R	11243R
LAB11242R	11247R
LABWNVAB	WNVIGM
LABCO2	CO2
LABCBCS	PRMY
LABFADAG	ADAG
LABCDPLI	CDPL
LABTBP27	PRO
LABTBP27	SI
LABCBCD	MEGA
LAB11098R	125OHD2
LABVZVIGG	VGGDES
LABVZVIGG	VGGQUL
LABTBP24	UBT
LABTBP24	UNT
LABCL	CL
LABUAPRN	URIC
LABYUCDA	ALCOHOL
LABYPTHRP	PTH
LABVZVIGG	VGGQNT
LABEB	11165R
LABEB	11166R
LABEB	12001R
LABEB	12002R
10290R	9078R
LABPCEG7O	FIO2
LABYCOPPR	COPPER
LABYUCDA	BARB
LABCMVIGM	CMMQNT
LABYUCDA	BENZO
LABYUCDA	COCAINE
LABYUCDA	OPIATE
LABYUCDA	YUPCP
LABYUCDA	YUTTHC
LAB11069R	ALDOLASE
LABTBP16	XMR
LABBCRABL	BCRCMT
LABBCRABL	BCRDIS
LABBCRABL	BCRMET
LABBCRABL	BCRPRM
LABBCRABL	BCRRES
LABADVQT	ADDNA
LABADVQT	ADVCP
LABADVQT	ADVLOG
LABADVQT	ADVSP
LABADVQT	ADVTIP
LABFHV12	HV1DNA
LABFHV12	HV2DNA
LABCBCS	REACTL
LABEBVPAN	VMQNT
LABCRYST	BIREF
LABCRYST	LOCAT
LABCRYST	SHAPE
LABCRYST	SIZE
LABAPHSA2	ACAIGG
LABAPHSA2	ACAIGM
LABHBCA	HBCINT
LABHBCA	HBCR
LABAPHSA2	LUPINT
LABTBP25	UBT
LABTBP25	UNT
LABBCRABL	BCRDIR
LABPCEG7O	BE
LABTBP22	DI
LABTBP28	PRO
LABTBP28	SI
LABTBP17	XMR
LABGNTPOL	GENTPK
LABGNTPOL	GNTPO2
LABGNTPOL	GNTPO3
LABGNTPOL	GNTPO4
LAB11234R	11235R
LAB11234R	11236R
LAB11234R	11237R
LABFMYAB	FMYABG
LABFMYAB	FMYABM
LABYERYTH	EPO
LABOLIG	ALBCPI
LABOLIG	CAB
LABOLIG	CIG
LABOLIG	CINDX
LABOLIG	CPIEI
LABOLIG	CPIER
LABOLIG	IGGCPI
LABLAMOL	LAMO
LABLAMOL	LAMO1
LABLAMOL	LAMO2
LABLAMOL	LAMO3
LABLAMOL	LAMO4
LABBLCA	CULT
LABGASBLD	OCCBLDGAS
LABBLCA	RPT
LABBLCA	SDES
LABBLCA	SREQ
LABWNVAB	WNITP
10335R	9264R
LABCBCD	DYSPL
LABHBSQT	HBSAIN
LABHBSQT	HBSAQL
LABHBSQT	HBSAQT
LABANTIXA	ANTIXA
LABEVPCR	EVIN
LABEVPCR	EVR
LABAPHSA2	B2GPIG
LABAPHSA2	B2GPIM
LABAPHSA2	DRVVCN
LABAPHSA2	DRVVIN
LABAPHSA2	DRVVMX
LABAPHSA2	DRVVSC
10290R	9077R
LABYCCPIG	CCPINT
LABYCCPIG	CCPR
LABEVPCR	EVSP
LABAPHSA2	DRVVLA
LABCKITMU	KITDI
LABCKITMU	KITDX
LABCKITMU	KITME
LABCKITMU	KITPR
LABCKITMU	KITRE
LAB12573R	12575R
LAB12573R	12576R
LABVCULT	CULT
LABVCULT	RPT
LABVCULT	SDES
LABVCULT	SREQ
LABYMETFF	UMETF
LABYMETFF	UNORMETF
10330R	9247R
LABTBP29	PRO
LABTBP29	SI
LABFHV12	SOURC9
LABBFCT	FRLYM
LABERUPLT	PLT
LABTBP26	UBT
LABTBP26	UNT
LAB11023R	11166R
LABCD4CT	C3P4PA
LABCD4CT	C3P4PC
LABCD4CT	LYM
LABCD4CT	LYMAB
LABCD4CT	WBC
LAB11020R	11165R
LABADPCRQ	ADPCR1
LABTBP23	DI
LABADPCRQ	SOUR10
LABIOPTH	IOPTH
LAB11024R	11167R
LAB11030R	11168R
LABFDP	FDP
10335R	10472R
LABSTRONG	STROG
LABRITUX	C45RAA
LABRITUX	C45RAP
LABRITUX	C45ROA
LABRITUX	C45ROP
LABRITUX	CD19AB
LABRITUX	CD19PC
LABRITUX	CD20AB
LABRITUX	CD20PC
LABRITUX	CD3AB
LABRITUX	CD3PC
LABRITUX	CD4AB
LABRITUX	CD4PC
LABRITUX	CD8AB
LABRITUX	CD8PC
LABRITUX	HNS
LABRITUX	HSABS
LABRITUX	HSRATIO
LABRITUX	LYM
LABRITUX	LYMAB
LABRITUX	RTXFDA
LABRITUX	WBC
LABCEBPA	CEPDI
LABCEBPA	CEPDX
LABCEBPA	CEPMT
LABQFTB	QTFNIN
LABQFTB	QTFNRS
LABUALB	UALB
LABUALB	UALBCR
LABUALB	UALBCRINTP
LABUALB	UCR
LABAPHSAB	ACAIGG
LABAPHSAB	ACAIGM
LABKOHP	KOH
LABAPHSAB	LUPINT
LABKOHP	RPT
LABKOHP	SDES
LABKOHP	SREQ
10335R	9277R
10335R	9278R
10335R	9281R
10335R	9652R
LABSSAABY	SSAIN
LABSSAABY	SSAQUL
LABYTESFT	TESTOSFREE
LABCEBPA	CEPRE
LABHHV6QT	HHV6CP
LABHHV6QT	HHV6DN
LABHHV6QT	HHV6LO
LABHHV6QT	HHV6SP
LABHHV6QT	HHV6TI
LABCKITMU	KITAA
LABCKITMU	KITCO
LABSTDY1	LABS1
LABSTDY1	RESS1
LABSHIV12	SHIV12
LABSTDY1	SPTYS1
LABSTDY1	TESTS1
10150R	10049R
LABIGA	IGA
10150R	RINFO
LABSTREP	BSTREP
LABCKITMU	KITMD
LABTBP30	PRO
LABTBP30	SI
LABTBP27	UBT
LABTBP27	UNT
10330R	10469R
LABBFCT	CCNT
LABHSVCSF	HSV1PC
LABHSVCSF	HSV2PC
LABHSVCSF	HSVINC
LABHSVCSF	SDES11
LABSSBABY	SSBINT
LABSSBABY	SSBQUL
10330R	10470R
LABFADA	ADAFLD
LABTBP24	DI
LABCRYO	PL24
LABCRYO	PL72
LABFADA	SPTYAD
LABCRYO	SR24
LABCRYO	SR72
LABTBP18	XMR
LABHIVQ2	HIVNO
LABB2M	B2M
LABVSTLC	CULT
LABVSTLC	RPT
LABVSTLC	SDES
LABVSTLC	SREQ
LABYFVPA	VPAFREE
LABYFVPA	VPATOTAL
LABPCEG7O	BD
LABCEBPA	CEPAA
POC6	ERYTHREMA
POC6	MMIND
LABYFPHEN	PHENFR
LABYFPHEN	PHENTOT
POC6	PHLOC
LABYPARVO	YPARV1
LABYPARVO	YPARV2
LABYPARVO	YPARV3
LABAMLP	FLT3DS
LABAMLP	FLT3DX
LABAMLP	FLT3IN
LABAMLP	FLT3MT
LABAMLP	FLT3RS
LABCEBPA	CEPCM
LABCEBPA	CEPMD
LABPLTMAP	ADP
LABTBP6	SPEXP
LABCSTOTA	PROTCAGT
LABCSTOTA	PROTSTOT
LAB12762R	12763R
LAB12762R	12764R
LAB12762R	12765R
LAB12762R	12766R
LABAMLP	FLT3MD
LABPLTMAP	ARATEG
LABCSFCT	BASOCSF
LABTBP31	PRO
LABTBP31	SI
LABBKVPCU	BKCPU
LABBKVPCU	BKDNAU
LABBKVPCU	BKIPRU
LABBKVPCU	BKLOGU
LABYVITA	FREEVITA
LABFTRIGA	TGLFLD
LABUAPRN	CECAST
LABPTINH	PTINTP
LABMONEBV	EBV
LABMONEBV	MONOSC
10330R	9259R
LABYHGBP	YHGBP1
LABYHGBP	12078R
10290R	9020R
LABADVDNA	ADOV
LABADVDNA	SOURC3
LABTBP25	DI
LABUAPRN	SPERM
LAB11070R	ALDOSTR
LABSTPCR	CULT
LABHIVQ2	HIVCP
LABHIVQ2	HIVIPR
LABHIVQ2	HIVLO
LABHIVQ2	HIVRNA
LABHIVQ2	HIVSP
LABSTPCR	RPT
LABSTPCR	SDES
LABSTPCR	SREQ
LABHIPA	HIPLAB
LABTBP28	UBT
LABTBP28	UNT
LABUAPRN	FRFAT
LABUAPRN	OVFAT
LABTBP7	SPEXP
LABPLTMAP	TEGMD
10005R	10049R
10005R	RINFO
LABANTITG	ATGA
LABFLL	FSH
LABBCRQT	QBCRDI
LABBCRQT	QBCRDX
LABBCRQT	QBCRME
LABBCRQT	QBCRPR
LABBCRQT	QBCRRE
LAB12571R	12572R
LABPLTFUN	COLADP
LABPLTFUN	COLEPI
LABPLTFUN	PLTFCM
LABPTINH	PTDIR
LABYHABQ	HBSAB
LABYHABQ	HBSABQUAL
10330R	9256R
LABTBP32	PRO
LABTBP32	SI
LAB11118R	STELAS
LABTBP19	XMR
210993284	LEADMFR
210993284	LEADMODEL
210993284	LEADTYPE
10335R	10473R
LABKWB	K
LABYZINCS	ZNC
210993284	LEADIMPDTE
10365R	9407R
10365R	9408R
10365R	9424R
10365R	9425R
10365R	9434R
10365R	9435R
10365R	9609R
10365R	9626R
10365R	9656R
LABHIVQ2	HIVNO
LABTBP29	UBT
LABTBP29	UNT
10365R	9368R
10365R	9411R
10365R	9412R
10365R	9421R
LABIGM	IGM
LABFMYAB	LTROIN
LAB11092R	RENIN
LABRNPABY	RNPINT
LABRNPABY	RNPQUL
10370R	9436R
10370R	9437R
10370R	9466R
10370R	9610R
10370R	9631R
LABHBPQ	HBPNO
LABUA	OTCAST
LABPCEG7O	PCTEMP
LABTBP33	PRO
LABTBP33	SI
10370R	9454R
10370R	9455R
10370R	9465R
10370R	9657R
LABASI	AS3
LABSCLABY	SCLINT
LABSCLABY	SCLQUL
LABHSVQLP	HSV1PC
LABHSVQLP	HSV2PC
LABHSVQLP	HSVINP
LABHSVQLP	SDES11
10370R	9369R
10370R	9440R
10370R	9441R
10370R	9451R
LABTBP26	DI
LABSTORE	STORE
LAB11081R	GASTRIN
LABHSAB	HSAB
LABROPK	CULT
LABYSTOSM	OSMOLSTL
LABROPK	RPT
LABROPK	SDES
LABROPK	SREQ
LABTBP20	XMR
LABFHCT	HCTFLD
LABFHCT	HCTTYP
LABCBCD	IMMPL
LABTBP21	XMR
LABYFFATQ	YFFQ1
LABBMCEBP	CEBDI
LABBMCEBP	CEBDX
LABBMCEBP	CEBMT
LAB11036R	FIBRINOGENA
LABTBP34	PRO
LABTBP34	SI
LABYFFATQ	YFFQ2
LABBMCEBP	CEBRE
LABBCRQT	QBCRDR
LABTBP1	VL
LABYCH50	YCH50S
LABSTFAT	STFAT
LABTOXGM	TOXDES
LABTOXGM	TOXGQL
LABYVDRLC	VDRL
LABB2GP1	B2GPIG
LABB2GP1	B2GPIM
LABTBP27	DI
LABSTRED	REDSUBSTL
LABTOXGM	TOXMQL
LAB11056R	CORTFREE
LABMALAR	MALCON
LABHSCRP	HSCRP
210993284	LEADSERNUM
LABLYMES2	LYMEC6
LAB11013R	11014R
LAB11982R	11983R
LABBMCEBP	CEBAA
LABCHOL	CHOL
LABDRVVTP	DRVVIN
LABBMCEBP	CEBMD
LABDRVVTP	DRVVCN
LABDRVVTP	DRVVSC
LABAPHSAB	LUPDIR
LABTBP35	PRO
LABBCRQT	QBCRCM
LABTBP35	SI
LABYBRUC	YBRUC1
LABYBRUC	YBRUC2
LABYBRUC	YBRUC3
10335R	9276R
LABYFFATQ	FATPC
LABYUMYO	UMYOG
10370R	9423R
LABRP	AG
LABRP	ALB
LABRP	BUN
LABRP	CA
LABBMCEBP	CEBCM
LABRP	CL
LABRP	CO2
LABRP	CR
LABRP	GLU
LABHSVPAN	HSVDS
LABHSVPAN	HV1QNT
LABHSVPAN	HV1QUL
LABHSVPAN	HV2QNT
LABHSVPAN	HV2QUL
LABHSVPAN	HVMQNT
LABHSVPAN	HVMQUL
LABRP	K
LABRP	NA
LABRP	PHOS
LABDRVVTP	DRVVLA
LABTBP30	UBT
LABTBP30	UNT
10365R	9415R
LABHA1C	A1C
LABHA1C	EMGL
LABFACT9	FACTOR9
LABYENPCR	YENP1
LABYENPCR	YENP2
LABYENPCR	YENP4
10045R	10049R
LABSMABY	ASMINT
LABSMABY	ASMQUL
LABATTG	ATTGR
LABATTG	ATTINT
LABEPO	EPO
10045R	RINFO
10035R	10049R
LABFQFVR	12008R
LABFQFVR	12009R
LABFQFVR	12010R
LABFQFVR	12011R
LABAPHSA2	LUPDIR
10035R	RINFO
LABUK	UCR
LABUK	UK
LABUK	UKCR
10365R	9414R
10370R	9422R
LABSPE	ALB
LABTBP28	DI
LABCSFLD	LDHCSF
LABSPE	SPA1
LABSPE	SPA2
LABSPE	SPBE1
LABSPE	SPBE2
LABSPE	SPEI
LABSPE	SPGA
LABSPE	TPE
LABTHS	CULT
POC31	OCCPH
POC31	QC4
POC31	QC7
LABTHS	RPT
LABTHS	SDES
LABTHS	SREQ
POC31	TESTEXP
POC31	TESTLOT
LABBMAML	BMFLTD
LABBMAML	BMFLTI
LABBMAML	BMFLTM
LABBMAML	BMFLTR
LABBMAML	BMFLTX
LABDVERO	DVE
LABSYNCT	EOSFLD
LABDVERO	RPT
LABDVERO	SDES
LABDVERO	SREQ
LABRITUX	C1613AB
LABRITUX	C1613PC
LABRITUX	C563AB
LABRITUX	C563PC
LABVZVQLP	VZQLDN
LABVZVQLP	VZQLSP
LABVZVQLP	VZQLTD
LABBKVPC	BKCPP
LABBKVPC	BKDNAP
LABBKVPC	BKIPRP
LABBKVPC	BKLOGP
LABCSMPBM	CSCIM
LABCSMPBM	CSDIM
LABCSMPBM	CSMEM
LABCSMPBM	CSREFM
LABDRVVTP	DRVVMX
LABCSMPBM	GAPCM
LABJAK2	JAKDI
LABJAK2	JAKDX
LABJAK2	JAKMD
LABJAK2	JAKME
LABJAK2	JAKRE
LABYUMETF	UMET
LABYUMETF	UMET
LABYUMETF	UNORMET
LABYUMETF	VOLUMEURN
LABYUMETF	YUMEUT
LABBMAML	BMFLTB
LABROMSP	CULT
LABTBP36	PRO
LABROMSP	RPT
LABROMSP	SDES
LABTBP36	SI
LABROMSP	SREQ
LABHGHPLC	HGPRES
LABUA	OTHCRY
LAB11085R	MPO
LABTBP31	UBT
LABTBP31	UNT
LABTBP22	XMR
LABTBP23	XMR
LABYCHRA	YCHRA1
LABCSMPB	CSCIB
LABCSMPB	CSDIB
LABCSMPB	CSMEB
LABCSMPB	CSREFB
LABTBP29	DI
LABCSMPB	GAPCB
LABFBILA	BILIRUBINFLD
LAB11094R	SSA
LABOXCMET	OXCMT1
LAB11102R	VITE
LABBARSAB	BHIGGS
LABBARSAB	BHIGMS
LABBARSAB	BQIGGS
LABBARSAB	BQIGMS
POC2	DIPLOT
POC2	EXPDATE
LABHITIA	HITI1
LABHITIA	HITI2
POC2	PHLOC
10280R	RINFO
POC2	UBLOOD
LABVZVCSF	VZQLDN
LABVZVCSF	VZQLIC
LABVZVCSF	VZQLSP
10305R	9123R
10305R	9125R
10305R	9126R
10305R	9127R
10305R	9128R
10305R	9129R
10305R	9130R
10305R	9132R
10305R	9134R
10305R	9151R
10305R	9152R
10310R	9153R
10310R	9155R
10310R	9156R
10310R	9157R
10310R	9158R
10310R	9159R
10310R	9160R
10310R	9162R
10310R	9164R
10310R	9181R
10310R	9182R
10310R	9183R
LABHITIA	HIPDIR
LABYJCPCR	JCDNA
LABFPARVD	PARVD
LABYJCPCR	SOURC8
LABYTESFT	TESTOS
LABYSTONE	YSTNSO
LABYSTONE	YSTNWT
LABYSTONE	1STCONST
10305R	9124R
10310R	9154R
LABCSMPBM	CSMDM
LABIGGS4	IGGS4
LABJAK2	JAKCO
LABJAK2	JAKPR
LABJAK2	JAKRF
LABHITAB	PF4IGG
LABRETIC	RETIC
LABTBP8	SPEXP
LAB11556R	11666R
LAB11556R	BLAS
LABCRPLFB	CRPLFB
LABCSMPBM	GBRAFM
LABCSMPBM	GCTNNM
LABCSMPBM	GEGFRM
LABCSMPBM	GIDH1M
LABCSMPBM	GIDH2M
LABCSMPBM	GKRASM
LABCSMPBM	GNOTCM
LABCSMPBM	GNRASM
LABCSMPBM	GPIK3M
LABCSMPBM	GPTENM
LABCSMPBM	GTP53M
LABHGHPLC	HGBA2Q
LABHGHPLC	HGBF
LABTBP37	PRO
LABTBP37	SI
LABFPARVD	SOUR11
LAB11095R	SSB
LABYPR3	YPR31
LAB11107R	HBEAG
LABHGHPLC	HGBEP2
LABHGHPLC	HGBS
LABHGHPLC	HGMD
LABTOXO	TOXO
10365R	9630R
LABCENABY	CENINT
LABCENABY	CENQUL
LABCRPLFC	CRPLFC
LABBFCT	FNRBC
LABINSL	INSU
LABTBP32	UBT
LABTBP32	UNT
10305R	9707R
10310R	9708R
LABUAPRN	OTCAST
10145R	10049R
LABYFFATQ	FATTOT
LABFBILA	FSC2
10145R	RINFO
10145R	UNRDID
10015R	10049R
LABBMBCR	BMBRCT
LABBMBCR	BMBRDS
LABBMBCR	BMBRMT
LABBMBCR	BMBRPM
LABBMBCR	BMBRRS
LABBUNCR	BUNCREAT
10015R	RINFO
LAB12808R	12819R
LAB12808R	CK
LABHSVIGG	HV1QNT
LABHSVIGG	HV1QUL
LABHSVIGG	HV2QNT
LABHSVIGG	HV2QUL
LABHSVIGG	HVIGDS
LABTBP30	DI
10100R	10049R
LABBMBCR	BMBRDR
LABFHVIG	HVIG
10100R	RINFO
LABYTRYPT	TRYPTASE
LABYLEVT	YLEVT1
LABCSMPB	CSMDB
LABIGF	IGF
LABYLAMO	LAMOT
LAB12214R	LYMEC6
LABRETIC	RETICAB
LABTBP9	SPEXP
LABTBP33	UBT
LABTBP33	UNT
LABAMIPRL	AMIKACINTR
LABAMIPRL	AMIPR2
LABAMIPRL	AMIPR3
LABAMIPRL	AMIPR4
LABC4C8	CD3AB
